Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Emil Brown,26,22,86,78,10,25,8,2,3,8,3,1,6,17,.321,.384,.590,.973,46,2,2,0,0,0,1,2001,AAA,SDP
Sean Burroughs*,20,104,439,394,60,127,28,1,9,55,9,2,37,54,.322,.386,.467,.853,184,13,4,4,0,2,1,2001,AAA,SDP
Shawn Camp,25,4,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2001,AAA,SDP
Mike Colangelo,24,61,219,180,27,47,11,1,3,22,5,3,31,44,.261,.385,.383,.769,69,2,6,1,1,1,1,2001,AAA,SDP
Clay Condrey,25,39,6,6,0,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,1,0,0,0,0,0,1,2001,AAA,SDP
Bryan Corey,27,49,20,20,3,3,2,0,0,0,0,0,0,6,.150,.150,.250,.400,5,0,0,0,0,0,1,2001,AAA,SDP
Cesar Crespo#,22,78,319,273,46,71,18,3,8,29,23,3,39,66,.260,.354,.436,.789,119,4,1,5,1,1,1,2001,AAA,SDP
Jim Crowell*,27,11,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,1,2001,AAA,SDP
Tim DeCinces*,27,7,19,18,1,1,0,0,0,0,0,0,1,8,.056,.105,.056,.161,1,0,0,0,0,0,0,2001,AAA,SDP
Kory DeHaan*,24,87,328,304,35,77,9,5,7,28,12,9,20,71,.253,.303,.385,.688,117,4,2,1,1,1,1,2001,AAA,SDP
Bo Donaldson,26,8,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,0,2001,AAA,SDP
Kevin Eberwein,24,27,106,94,16,25,8,1,3,11,0,2,10,22,.266,.349,.468,.817,44,2,2,0,0,2,0,2001,AAA,SDP
Jeremy Fikac,26,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2001,AAA,SDP
Jake Gautreau*,21,2,9,7,2,2,0,0,1,2,0,0,2,2,.286,.444,.714,1.159,5,0,0,0,0,1,0,2001,AAA,SDP
