Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
John Flaherty,32,109,418,394,36,103,15,0,10,39,0,0,20,57,.261,.296,.376,.671,148,11,0,2,2,2,1,2000,MLB,TBR
Fred McGriff*,36,158,664,566,82,157,18,0,27,106,2,0,91,120,.277,.373,.452,.826,256,16,0,0,7,10,1,2000,MLB,TBR
Miguel Cairo,26,119,417,375,49,98,18,2,1,34,28,7,29,34,.261,.314,.328,.642,123,7,2,6,5,0,1,2000,MLB,TBR
Felix Martinez#,26,106,353,299,42,64,11,4,2,17,9,3,32,68,.214,.305,.298,.603,89,4,8,12,2,0,1,2000,MLB,TBR
Vinny Castilla,32,85,354,331,22,73,9,1,6,42,1,2,14,41,.221,.254,.308,.562,102,9,3,0,6,3,1,2000,MLB,TBR
Greg Vaughn,34,127,545,461,83,117,27,1,28,74,8,1,80,128,.254,.365,.499,.864,230,10,2,0,2,3,1,2000,MLB,TBR
Gerald Williams,33,146,682,632,87,173,30,2,21,89,12,12,34,103,.274,.312,.427,.739,270,6,3,9,4,0,1,2000,MLB,TBR
Jose Guillen,24,105,349,316,40,80,16,5,10,41,3,1,18,65,.253,.320,.430,.750,136,6,13,2,0,1,1,2000,MLB,TBR
Jose Canseco,35,61,264,218,31,56,15,0,9,30,2,0,41,65,.257,.383,.450,.832,98,5,4,0,1,1,1,2000,MLB,TBR
Steve Cox*,25,116,369,318,44,90,19,1,11,35,1,2,45,47,.283,.379,.453,.832,144,9,5,0,1,2,1,2000,MLB,TBR
Mike Difelice,31,60,223,204,23,49,13,1,6,19,0,0,12,40,.240,.280,.402,.682,82,8,0,5,2,0,1,2000,MLB,TBR
Russ Johnson,27,74,215,185,28,47,8,0,2,17,4,1,25,30,.254,.344,.330,.674,61,4,1,3,1,0,1,2000,MLB,TBR
Bubba Trammell,28,66,213,189,19,52,11,2,7,33,3,0,21,30,.275,.352,.466,.818,88,5,2,0,1,0,1,2000,MLB,TBR
Bob Smith,26,49,191,175,21,41,8,0,6,26,2,2,14,59,.234,.293,.383,.676,67,6,1,0,1,1,1,2000,MLB,TBR
Randy Winn#,26,51,190,159,28,40,5,0,1,16,6,7,26,25,.252,.362,.302,.664,48,2,2,2,1,0,1,2000,MLB,TBR
Kevin Stocker#,30,40,137,114,20,30,7,1,2,8,1,2,19,27,.263,.378,.395,.773,45,3,2,2,0,0,1,2000,MLB,TBR
Aubrey Huff*,23,39,129,122,12,35,7,0,4,14,0,0,5,18,.287,.318,.443,.760,54,6,1,0,1,1,1,2000,MLB,TBR
Dave Martinez*,35,29,117,104,12,27,4,2,1,12,1,4,10,17,.260,.319,.365,.684,38,1,0,1,2,1,1,2000,MLB,TBR
Ozzie Guillen*,36,63,114,107,22,26,4,0,2,12,1,0,6,7,.243,.283,.336,.620,36,1,0,1,0,0,1,2000,MLB,TBR
Jason Tyner*,23,37,94,83,6,20,2,0,0,8,6,1,4,12,.241,.281,.265,.546,22,1,1,5,1,0,1,2000,MLB,TBR
Ozzie Timmons,29,12,42,41,9,14,3,0,4,13,0,0,1,7,.341,.357,.707,1.064,29,2,0,0,0,0,1,2000,MLB,TBR
Quinton McCracken#,29,15,37,31,5,4,0,0,0,2,0,1,6,4,.129,.270,.129,.399,4,3,0,0,0,0,1,2000,MLB,TBR
Herbert Perry,30,7,30,28,2,6,1,0,0,1,0,0,2,7,.214,.267,.250,.517,7,0,0,0,0,0,1,2000,MLB,TBR
Tony Graffanino,28,13,22,20,8,6,1,0,0,1,0,0,1,2,.300,.364,.350,.714,7,1,1,0,0,0,1,2000,MLB,TBR
Toby Hall,24,4,13,12,1,2,0,0,1,1,0,0,1,0,.167,.231,.417,.647,5,0,0,0,0,0,1,2000,MLB,TBR
Damian Rolls,22,4,3,3,0,1,0,0,0,0,0,0,0,1,.333,.333,.333,.667,1,0,0,0,0,0,1,2000,MLB,TBR
Kenny Kelly,21,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,MLB,TBR
