Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
John Lackey,36,13,10,.565,2.77,33,33,0,1,0,0,218.0,211,71,67,21,53,5,175,4,3,5,896,1.211,8.7,0.9,2.2,7.2,3.30,1,2015,MLB,STL
Michael Wacha,23,17,7,.708,3.38,30,30,0,0,0,0,181.1,162,74,68,19,58,4,153,6,1,4,762,1.213,8.0,0.9,2.9,7.6,2.64,1,2015,MLB,STL
Carlos Martinez,23,14,7,.667,3.01,31,29,1,0,0,0,179.2,168,65,60,13,63,5,184,8,1,8,755,1.286,8.4,0.7,3.2,9.2,2.92,1,2015,MLB,STL
Lance Lynn,28,12,11,.522,3.03,31,31,0,0,0,0,175.1,172,66,59,13,68,5,167,5,0,2,751,1.369,8.8,0.7,3.5,8.6,2.46,1,2015,MLB,STL
Jaime Garcia*,28,10,6,.625,2.43,20,20,0,0,0,0,129.2,106,37,35,6,30,0,97,3,0,4,510,1.049,7.4,0.4,2.1,6.7,3.23,1,2015,MLB,STL
Trevor Rosenthal,25,2,4,.333,2.10,68,0,57,0,0,48,68.2,62,16,16,3,25,3,83,1,0,7,287,1.267,8.1,0.4,3.3,10.9,3.32,1,2015,MLB,STL
Kevin Siegrist*,25,7,1,.875,2.17,81,0,13,0,0,6,74.2,53,20,18,4,34,2,90,3,0,0,312,1.165,6.4,0.5,4.1,10.8,2.65,1,2015,MLB,STL
Seth Maness,26,4,2,.667,4.26,76,0,13,0,0,3,63.1,77,35,30,7,13,4,46,1,0,2,270,1.421,10.9,1.0,1.8,6.5,3.54,1,2015,MLB,STL
Carlos Villanueva,31,4,3,.571,2.95,35,0,20,0,0,2,61.0,50,21,20,6,21,2,55,2,0,1,250,1.164,7.4,0.9,3.1,8.1,2.62,1,2015,MLB,STL
Randy Choate*,39,1,0,1.000,3.95,71,0,4,0,0,1,27.1,29,14,12,2,5,0,22,6,0,1,117,1.244,9.5,0.7,1.6,7.2,4.40,1,2015,MLB,STL
Tyler Lyons*,27,3,1,.750,3.75,17,8,1,0,0,0,60.0,59,29,25,12,15,0,60,1,0,4,255,1.233,8.9,1.8,2.3,9.0,4.00,1,2015,MLB,STL
Matt Belisle,35,1,1,.500,2.67,34,0,10,0,0,0,33.2,34,10,10,1,15,2,25,3,0,0,149,1.455,9.1,0.3,4.0,6.7,1.67,1,2015,MLB,STL
Tim Cooney*,24,1,0,1.000,3.16,6,6,0,0,0,0,31.1,28,12,11,3,10,2,29,1,0,1,130,1.213,8.0,0.9,2.9,8.3,2.90,1,2015,MLB,STL
Miguel Socolovich,28,4,1,.800,1.82,28,0,11,0,0,0,29.2,25,7,6,1,10,1,27,0,0,1,125,1.180,7.6,0.3,3.0,8.2,2.70,1,2015,MLB,STL
Adam Wainwright,33,2,1,.667,1.61,7,4,2,0,0,0,28.0,25,7,5,0,4,0,20,0,0,0,111,1.036,8.0,0.0,1.3,6.4,5.00,1,2015,MLB,STL
Mitch Harris,29,2,1,.667,3.67,26,0,7,0,0,0,27.0,30,14,11,4,13,0,15,0,0,2,122,1.593,10.0,1.3,4.3,5.0,1.15,1,2015,MLB,STL
Jonathan Broxton,31,3,3,.500,2.66,26,0,5,0,0,0,23.2,20,8,7,2,12,0,26,0,0,0,101,1.352,7.6,0.8,4.6,9.9,2.17,1,2015,MLB,STL
Steve Cishek,29,0,0,,2.31,27,0,8,0,0,1,23.1,18,7,6,2,13,0,20,1,0,1,99,1.329,6.9,0.8,5.0,7.7,1.54,1,2015,MLB,STL
Sam Tuivailala,22,0,1,.000,3.07,14,0,5,0,0,0,14.2,13,5,5,2,8,1,20,0,0,3,65,1.432,8.0,1.2,4.9,12.3,2.50,1,2015,MLB,STL
Jordan Walden,27,0,1,.000,0.87,12,0,2,0,0,1,10.1,7,1,1,0,4,1,12,0,0,2,42,1.065,6.1,0.0,3.5,10.5,3.00,1,2015,MLB,STL
Marco Gonzales*,23,0,0,,13.50,1,1,0,0,0,0,2.2,7,4,4,1,1,0,1,0,0,0,16,3.000,23.6,3.4,3.4,3.4,1.00,1,2015,MLB,STL
Marcus Hatley,27,0,0,,0.00,2,0,1,0,0,0,1.1,1,0,0,0,2,0,2,0,0,0,7,2.250,6.8,0.0,13.5,13.5,1.00,1,2015,MLB,STL
Nick Greenwood*,27,0,1,.000,inf,1,0,1,0,0,0,0.0,2,2,2,1,0,0,0,0,0,0,2,,,,,,,1,2015,MLB,STL
