Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
A.J. Pierzynski*,27,131,510,471,45,128,28,2,11,77,0,1,19,27,.272,.319,.410,.729,193,27,15,2,3,4,1
J.T. Snow*,36,107,417,346,62,113,32,1,12,60,4,0,58,61,.327,.429,.529,.958,183,5,7,2,4,0,1
Ray Durham#,32,120,542,471,95,133,28,8,17,65,10,4,57,60,.282,.364,.484,.848,228,6,6,4,4,3,1
Deivi Cruz,31,127,431,397,46,116,30,2,7,55,1,3,17,32,.292,.322,.431,.752,171,11,3,8,6,6,1
Edgardo Alfonzo,30,139,576,519,66,150,26,1,11,77,1,1,46,40,.289,.350,.407,.757,211,15,5,2,4,2,1
Barry Bonds*,39,147,617,373,129,135,27,3,45,101,6,1,232,41,.362,.609,.812,1.422,303,5,9,0,3,120,1
Marquis Grissom,37,145,606,562,78,157,26,2,22,90,3,1,37,83,.279,.323,.450,.773,253,22,1,2,4,5,1
Michael Tucker*,33,140,547,464,77,119,21,6,13,62,5,2,70,106,.256,.353,.412,.765,191,5,2,6,5,3,1
Pedro Feliz,29,144,531,503,72,139,33,3,22,84,5,2,23,85,.276,.305,.485,.790,244,18,0,0,5,1,1
Neifi Perez#,31,103,353,319,28,74,12,1,2,33,0,1,21,35,.232,.276,.295,.571,94,7,0,9,4,3,1
Dustan Mohr,28,117,324,263,52,72,20,1,7,28,0,3,46,64,.274,.394,.437,.831,115,5,8,4,3,3,1
Yorvit Torrealba,25,64,196,172,19,39,7,3,6,23,2,0,17,31,.227,.302,.407,.709,70,7,2,4,1,3,1
Jeffrey Hammonds,33,40,113,95,14,20,5,0,3,6,1,0,15,22,.211,.336,.358,.694,34,2,3,0,0,0,1
Cody Ransom,28,78,78,68,13,17,6,0,1,11,2,2,6,20,.250,.320,.382,.702,26,2,1,3,0,0,1
Damon Minor*,30,24,74,58,8,14,2,0,0,6,0,0,12,18,.241,.405,.276,.681,16,2,4,0,0,0,1
Ricky Ledee*,30,31,60,53,6,6,2,0,0,4,1,0,5,20,.113,.200,.151,.351,8,1,1,0,1,0,1
Brian Dallimore,30,20,49,43,8,12,2,0,1,7,0,1,4,7,.279,.347,.395,.742,17,0,1,0,1,0,1
Todd Linden#,24,16,40,32,6,5,1,0,0,1,0,0,5,7,.156,.289,.188,.477,6,0,1,2,0,0,1
Tony Torcato*,24,13,12,9,1,5,0,0,0,2,0,0,1,0,.556,.583,.556,1.139,5,0,1,0,1,0,1
Jason Ellison,26,13,4,4,4,2,0,0,1,3,2,0,0,1,.500,.500,1.250,1.750,5,0,0,0,0,0,1
Justin Knoedler,23,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1
