Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Johnny Cueto,26,19,9,.679,2.78,33,33,0,2,0,0,217.0,205,73,67,15,49,5,170,12,3,1,888,1.171,8.5,0.6,2.0,7.1,3.47,1,2012,MLB,CIN
Mat Latos,24,14,4,.778,3.48,33,33,0,2,0,0,209.1,179,87,81,25,64,9,185,4,1,3,858,1.161,7.7,1.1,2.8,8.0,2.89,1,2012,MLB,CIN
Homer Bailey,26,13,10,.565,3.68,33,33,0,2,1,0,208.0,206,97,85,26,52,3,168,8,0,3,874,1.240,8.9,1.1,2.3,7.3,3.23,1,2012,MLB,CIN
Bronson Arroyo,35,12,10,.545,3.74,32,32,0,1,1,0,202.0,209,86,84,26,35,1,129,5,0,3,835,1.208,9.3,1.2,1.6,5.7,3.69,1,2012,MLB,CIN
Mike Leake,24,8,9,.471,4.58,30,30,0,2,0,0,179.0,201,97,91,26,41,3,116,3,0,3,757,1.352,10.1,1.3,2.1,5.8,2.83,1,2012,MLB,CIN
Aroldis Chapman*,24,5,5,.500,1.51,68,0,52,0,0,38,71.2,35,13,12,4,23,0,122,4,0,4,276,0.809,4.4,0.5,2.9,15.3,5.30,1,2012,MLB,CIN
Sean Marshall*,29,5,5,.500,2.51,73,0,22,0,0,9,61.0,55,18,17,3,16,2,74,3,1,1,256,1.164,8.1,0.4,2.4,10.9,4.63,1,2012,MLB,CIN
Jose Arredondo,28,6,2,.750,2.95,66,0,17,0,0,1,61.0,50,26,20,7,34,2,62,1,2,0,263,1.377,7.4,1.0,5.0,9.1,1.82,1,2012,MLB,CIN
Sam LeCure,28,3,3,.500,3.14,48,0,12,0,0,0,57.1,46,22,20,3,23,2,61,1,0,2,237,1.203,7.2,0.5,3.6,9.6,2.65,1,2012,MLB,CIN
Logan Ondrusek,27,5,2,.714,3.46,63,0,20,0,0,2,54.2,51,23,21,8,31,4,39,3,0,5,243,1.500,8.4,1.3,5.1,6.4,1.26,1,2012,MLB,CIN
Alfredo Simon,31,3,2,.600,2.66,36,0,13,0,0,1,61.0,65,22,18,2,22,1,52,6,0,9,269,1.426,9.6,0.3,3.2,7.7,2.36,1,2012,MLB,CIN
J.J. Hoover,24,1,0,1.000,2.05,28,0,6,0,0,1,30.2,17,7,7,2,13,1,31,0,0,0,123,0.978,5.0,0.6,3.8,9.1,2.38,1,2012,MLB,CIN
Jonathan Broxton,28,3,3,.500,2.82,25,0,7,0,0,4,22.1,20,7,7,1,3,0,20,1,0,0,87,1.030,8.1,0.4,1.2,8.1,6.67,1,2012,MLB,CIN
Bill Bray*,29,0,0,,5.19,14,0,2,0,0,0,8.2,6,5,5,2,14,0,7,0,0,0,43,2.308,6.2,2.1,14.5,7.3,0.50,1,2012,MLB,CIN
Tony Cingrani*,22,0,0,,1.80,3,0,1,0,0,0,5.0,4,1,1,1,2,0,9,0,0,0,22,1.200,7.2,1.8,3.6,16.2,4.50,1,2012,MLB,CIN
Todd Redmond,27,0,1,.000,10.80,1,1,0,0,0,0,3.1,7,4,4,1,5,0,2,0,0,0,22,3.600,18.9,2.7,13.5,5.4,0.40,1,2012,MLB,CIN
Pedro Villarreal,24,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,1,0,0,0,3,0.000,0.0,0.0,0.0,9.0,,1,2012,MLB,CIN
