Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Lucas Harrell,27,11,11,.500,3.76,32,32,0,1,1,0,193.2,185,90,81,13,78,5,140,1,3,10,827,1.358,8.6,0.6,3.6,6.5,1.79,1,2012,MLB,HOU
Bud Norris,27,7,13,.350,4.65,29,29,0,0,0,0,168.1,165,90,87,23,66,2,165,8,0,8,733,1.372,8.8,1.2,3.5,8.8,2.50,1,2012,MLB,HOU
Jordan Lyles,21,5,12,.294,5.09,25,25,0,1,1,0,141.1,159,97,80,20,42,4,99,5,0,2,628,1.422,10.1,1.3,2.7,6.3,2.36,1,2012,MLB,HOU
Wandy Rodriguez*,33,7,9,.438,3.79,21,21,0,0,0,0,130.2,134,66,55,13,32,2,89,2,0,5,558,1.270,9.2,0.9,2.2,6.1,2.78,1,2012,MLB,HOU
J.A. Happ*,29,7,9,.438,4.83,18,18,0,0,0,0,104.1,112,58,56,17,39,0,98,1,0,5,457,1.447,9.7,1.5,3.4,8.5,2.51,1,2012,MLB,HOU
Dallas Keuchel*,24,3,8,.273,5.27,16,16,0,1,0,0,85.1,93,56,50,14,39,1,38,1,0,2,377,1.547,9.8,1.5,4.1,4.0,0.97,1,2012,MLB,HOU
Brett Myers,31,0,4,.000,3.52,35,0,29,0,0,19,30.2,35,17,12,4,6,1,20,2,0,1,134,1.337,10.3,1.2,1.8,5.9,3.33,1,2012,MLB,HOU
Fernando Rodriguez Jr.,28,2,10,.167,5.37,71,0,9,0,0,0,70.1,68,45,42,10,34,7,78,1,0,10,309,1.450,8.7,1.3,4.4,10.0,2.29,1,2012,MLB,HOU
Wilton Lopez,28,6,3,.667,2.17,64,0,28,0,0,10,66.1,61,18,16,4,8,2,54,2,0,1,260,1.040,8.3,0.5,1.1,7.3,6.75,1,2012,MLB,HOU
Rhiner Cruz,25,1,1,.500,6.05,52,0,26,0,0,0,55.0,65,38,37,8,29,0,46,2,0,3,253,1.709,10.6,1.3,4.7,7.5,1.59,1,2012,MLB,HOU
Wesley Wright*,27,2,2,.500,3.27,77,0,13,0,0,1,52.1,45,20,19,4,17,0,54,6,0,1,223,1.185,7.7,0.7,2.9,9.3,3.18,1,2012,MLB,HOU
Fernando Abad*,26,0,6,.000,5.09,37,6,8,0,0,0,46.0,57,27,26,6,19,1,38,3,0,4,208,1.652,11.2,1.2,3.7,7.4,2.00,1,2012,MLB,HOU
Brandon Lyon,32,0,2,.000,3.25,37,0,11,0,0,0,36.0,37,13,13,3,11,2,35,2,0,5,154,1.333,9.3,0.8,2.8,8.8,3.18,1,2012,MLB,HOU
Xavier Cedeno*,25,0,1,.000,3.77,44,0,12,0,0,1,31.0,30,15,13,3,14,1,36,1,0,3,138,1.419,8.7,0.9,4.1,10.5,2.57,1,2012,MLB,HOU
Mickey Storey,26,0,1,.000,3.86,26,0,3,0,0,0,30.1,27,14,13,2,10,0,34,1,0,0,127,1.220,8.0,0.6,3.0,10.1,3.40,1,2012,MLB,HOU
David Carpenter,26,0,2,.000,6.07,30,0,8,0,0,0,29.2,43,21,20,4,14,3,27,1,0,2,143,1.921,13.0,1.2,4.2,8.2,1.93,1,2012,MLB,HOU
Edgar Gonzalez,29,3,1,.750,5.04,6,6,0,0,0,0,25.0,23,14,14,3,8,0,18,0,0,1,105,1.240,8.3,1.1,2.9,6.5,2.25,1,2012,MLB,HOU
Armando Galarraga,30,0,4,.000,6.75,5,5,0,0,0,0,24.0,28,20,18,6,18,1,17,2,1,1,120,1.917,10.5,2.3,6.8,6.4,0.94,1,2012,MLB,HOU
C.J. Fick,26,0,1,.000,4.30,18,0,2,0,0,0,23.0,24,13,11,4,17,4,17,2,1,4,107,1.783,9.4,1.6,6.7,6.7,1.00,1,2012,MLB,HOU
Hector Ambriz,28,1,1,.500,4.19,18,0,2,0,0,0,19.1,14,9,9,0,11,2,22,2,0,4,83,1.293,6.5,0.0,5.1,10.2,2.00,1,2012,MLB,HOU
Enerio Del Rosario,26,0,0,,9.00,19,0,3,0,0,0,19.0,34,21,19,1,7,0,11,2,0,0,97,2.158,16.1,0.5,3.3,5.2,1.57,1,2012,MLB,HOU
Kyle Weiland,25,0,3,.000,6.62,3,3,0,0,0,0,17.2,24,13,13,5,7,0,13,0,1,1,79,1.755,12.2,2.5,3.6,6.6,1.86,1,2012,MLB,HOU
Jose Valdez,29,0,0,,2.25,12,0,3,0,0,0,12.0,12,4,3,1,8,1,10,0,0,1,57,1.667,9.0,0.8,6.0,7.5,1.25,1,2012,MLB,HOU
Aneury Rodriguez,24,0,0,,3.00,1,1,0,0,0,0,6.0,2,2,2,2,2,0,6,0,0,0,22,0.667,3.0,3.0,3.0,9.0,3.00,1,2012,MLB,HOU
Francisco Cordero,37,0,3,.000,19.80,6,0,1,0,0,0,5.0,13,11,11,2,4,1,5,1,0,1,32,3.400,23.4,3.6,7.2,9.0,1.25,1,2012,MLB,HOU
Brian Bogusevic*,28,0,0,,18.00,1,0,1,0,0,0,1.0,3,2,2,1,0,0,0,0,0,0,7,3.000,27.0,9.0,0.0,0.0,,1,2012,MLB,HOU
