Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Rob Johnson,26,80,290,258,21,55,19,2,2,27,1,1,26,60,.213,.289,.326,.615,84,11,2,3,1,1,1,2009,MLB,SEA
Russell Branyan*,33,116,505,431,64,108,21,1,31,76,2,0,58,149,.251,.347,.520,.867,224,6,9,1,6,6,1,2009,MLB,SEA
Jose Lopez,25,153,653,613,69,167,42,0,25,96,3,3,24,69,.272,.303,.463,.766,284,25,6,3,7,5,1,2009,MLB,SEA
Yuniesky Betancourt,27,63,245,224,15,56,10,1,2,22,3,1,10,18,.250,.278,.330,.609,74,9,0,8,3,0,1,2009,MLB,SEA
Adrian Beltre,30,111,477,449,54,119,27,0,8,44,13,2,19,74,.265,.304,.379,.683,170,19,7,0,2,1,1,2009,MLB,SEA
Wladimir Balentien,24,56,170,155,18,33,10,0,4,13,1,0,13,43,.213,.271,.355,.625,55,2,0,0,2,1,1,2009,MLB,SEA
Franklin Gutierrez,26,153,629,565,85,160,24,1,18,70,16,5,46,122,.283,.339,.425,.764,240,14,3,13,2,3,1,2009,MLB,SEA
Ichiro Suzuki*,35,146,678,639,88,225,31,4,11,46,26,9,32,71,.352,.386,.465,.851,297,1,4,2,1,15,1,2009,MLB,SEA
Ken Griffey Jr.*,39,117,454,387,44,83,19,0,19,57,0,0,63,80,.214,.324,.411,.735,159,6,1,0,3,2,1,2009,MLB,SEA
Mike Sweeney,35,74,266,242,25,68,15,0,8,34,0,0,17,31,.281,.335,.442,.777,107,4,4,0,3,2,1,2009,MLB,SEA
Kenji Johjima,33,71,258,239,24,59,11,0,9,22,2,2,12,28,.247,.296,.406,.702,97,4,5,1,1,0,1,2009,MLB,SEA
Ronny Cedeno,26,59,206,186,15,31,4,2,5,17,3,2,10,50,.167,.213,.290,.504,54,6,1,9,0,1,1,2009,MLB,SEA
Endy Chavez*,31,54,182,161,17,44,3,1,2,13,9,1,14,22,.273,.328,.342,.669,55,4,0,5,2,1,1,2009,MLB,SEA
Jack Hannahan*,29,51,167,148,15,34,8,0,3,11,1,1,17,35,.230,.311,.345,.656,51,2,1,0,1,0,1,2009,MLB,SEA
Josh Wilson,28,45,138,128,16,32,8,1,3,10,1,2,6,32,.250,.294,.398,.693,51,2,2,2,0,0,1,2009,MLB,SEA
Bill Hall,29,34,131,120,10,24,8,1,2,12,1,2,8,48,.200,.244,.333,.578,40,1,0,0,3,0,1,2009,MLB,SEA
Michael Saunders*,22,46,129,122,13,27,1,3,0,4,4,1,6,40,.221,.258,.279,.537,34,1,0,1,0,0,1,2009,MLB,SEA
Ryan Langerhans*,29,38,122,101,12,22,6,1,3,10,0,1,14,28,.218,.311,.386,.697,39,0,1,3,3,1,1,2009,MLB,SEA
Jack Wilson,31,31,116,107,11,24,5,0,1,8,1,0,6,17,.224,.263,.299,.562,32,2,0,2,1,0,1,2009,MLB,SEA
Chris Woodward,33,20,74,67,7,16,1,0,0,5,1,0,5,15,.239,.288,.254,.541,17,1,0,1,1,0,1,2009,MLB,SEA
Mike Carp*,23,21,65,54,7,17,3,1,1,5,0,0,8,10,.315,.415,.463,.878,25,1,2,0,1,0,1,2009,MLB,SEA
Jamie Burke,37,13,43,41,1,5,0,0,1,1,0,0,2,13,.122,.163,.195,.358,8,2,0,0,0,0,1,2009,MLB,SEA
Chris Shelton,29,9,28,26,1,6,2,0,0,4,0,0,2,11,.231,.286,.308,.593,8,0,0,0,0,0,1,2009,MLB,SEA
Matt Tuiasosopo,23,7,25,22,2,5,1,0,1,2,0,0,2,5,.227,.280,.409,.689,9,0,0,0,1,0,1,2009,MLB,SEA
Adam Moore,25,6,24,23,4,5,1,0,1,2,1,0,0,7,.217,.250,.391,.641,9,1,1,0,0,0,1,2009,MLB,SEA
Guillermo Quiroz,27,4,15,14,0,4,0,0,0,2,0,0,0,3,.286,.286,.286,.571,4,0,0,1,0,0,1,2009,MLB,SEA
