Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Chris Iannetta,26,93,350,289,41,66,15,2,16,52,0,1,43,75,.228,.344,.460,.804,133,4,11,1,6,3,1,2009,MLB,COL
Todd Helton*,35,151,645,544,79,177,38,3,15,86,0,1,89,73,.325,.416,.489,.904,266,15,2,0,10,5,1,2009,MLB,COL
Clint Barmes,30,154,604,550,69,135,32,3,23,76,12,10,31,121,.245,.294,.440,.734,242,6,10,6,7,2,1,2009,MLB,COL
Troy Tulowitzki,24,151,628,543,101,161,25,9,32,92,20,11,73,112,.297,.377,.552,.930,300,20,3,0,9,4,1,2009,MLB,COL
Ian Stewart*,24,147,491,425,74,97,19,3,25,70,7,4,56,138,.228,.322,.464,.785,197,7,5,0,5,3,1,2009,MLB,COL
Seth Smith*,26,133,387,335,61,98,20,4,15,55,4,1,46,67,.293,.378,.510,.889,171,5,2,1,3,3,1,2009,MLB,COL
Dexter Fowler#,23,135,518,433,73,115,29,10,4,34,27,10,67,116,.266,.363,.406,.770,176,4,1,14,3,1,1,2009,MLB,COL
Brad Hawpe*,30,145,588,501,82,143,42,3,23,86,1,3,79,145,.285,.384,.519,.903,260,17,4,0,4,7,1,2009,MLB,COL
Garrett Atkins,29,126,399,354,37,80,12,1,9,48,0,0,41,58,.226,.308,.342,.650,121,8,2,0,2,2,1,2009,MLB,COL
Ryan Spilborghs,29,133,393,352,55,85,24,3,8,48,9,5,34,79,.241,.310,.395,.705,139,9,2,3,2,0,1,2009,MLB,COL
Carlos Gonzalez*,23,89,317,278,53,79,14,7,13,29,16,4,28,70,.284,.353,.525,.878,146,3,3,5,3,3,1,2009,MLB,COL
Yorvit Torrealba,30,64,242,213,27,62,11,1,2,31,1,1,21,42,.291,.351,.380,.732,81,4,1,3,4,5,1,2009,MLB,COL
Omar Quintanilla*,27,58,69,58,7,10,2,0,0,2,0,0,8,27,.172,.273,.207,.480,12,0,0,3,0,0,1,2009,MLB,COL
Eric Young Jr.#,24,30,61,57,7,14,1,0,1,1,4,4,4,12,.246,.295,.316,.611,18,1,0,0,0,0,1,2009,MLB,COL
Matt Murton,27,29,56,52,7,13,5,0,1,6,2,0,4,14,.250,.304,.404,.707,21,0,0,0,0,0,1,2009,MLB,COL
Paul Phillips,32,17,54,45,5,14,2,0,1,9,0,0,7,3,.311,.396,.422,.818,19,0,0,1,1,1,1,2009,MLB,COL
Jason Giambi*,38,19,31,24,4,7,1,0,2,11,0,0,7,8,.292,.452,.583,1.035,14,0,0,0,0,0,1,2009,MLB,COL
Jeff Baker,28,12,24,23,0,3,0,1,0,3,1,0,1,7,.130,.167,.217,.384,5,3,0,0,0,0,1,2009,MLB,COL
Edwin Bellorin,27,2,9,8,1,2,0,0,0,0,0,0,1,1,.250,.333,.250,.583,2,0,0,0,0,1,1,2009,MLB,COL
Mike McCoy,28,12,6,5,1,0,0,0,0,0,2,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,1,2009,MLB,COL
