Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Jorge Posada#,38,111,438,383,55,109,25,0,22,81,1,0,48,101,.285,.363,.522,.885,200,13,2,0,5,4,1,2009,MLB,NYY
Mark Teixeira#,29,156,707,609,103,178,43,3,39,122,2,0,81,114,.292,.383,.565,.948,344,13,12,0,5,9,1,2009,MLB,NYY
Robinson Cano*,26,161,674,637,103,204,48,2,25,85,5,7,30,63,.320,.352,.520,.871,331,22,3,0,4,2,1,2009,MLB,NYY
Derek Jeter,35,153,716,634,107,212,27,1,18,66,30,5,72,90,.334,.406,.465,.871,295,18,5,4,1,4,1,2009,MLB,NYY
Alex Rodriguez,33,124,535,444,78,127,17,1,30,100,14,2,80,97,.286,.402,.532,.933,236,13,8,0,3,7,1,2009,MLB,NYY
Johnny Damon*,35,143,626,550,107,155,36,3,24,82,12,0,71,98,.282,.365,.489,.854,269,9,2,2,1,1,1,2009,MLB,NYY
Melky Cabrera#,24,154,540,485,66,133,28,1,13,68,10,2,43,59,.274,.336,.416,.752,202,15,4,4,4,4,1,2009,MLB,NYY
Nick Swisher#,28,150,607,498,84,124,35,1,29,82,0,0,97,126,.249,.371,.498,.869,248,13,3,3,6,2,1,2009,MLB,NYY
Hideki Matsui*,35,142,528,456,62,125,21,1,28,90,0,1,64,75,.274,.367,.509,.876,232,4,4,0,2,1,1,2009,MLB,NYY
Brett Gardner*,25,108,284,248,48,67,6,6,3,23,26,5,26,40,.270,.345,.379,.724,94,3,3,6,1,0,1,2009,MLB,NYY
Jose Molina,34,52,155,138,15,30,4,0,1,11,0,0,14,28,.217,.292,.268,.560,37,6,1,1,1,0,1,2009,MLB,NYY
Ramiro Pena#,23,69,121,115,17,33,6,1,1,10,4,1,5,20,.287,.317,.383,.699,44,2,0,1,0,0,1,2009,MLB,NYY
Francisco Cervelli,23,42,101,94,13,28,4,0,1,11,0,3,2,11,.298,.309,.372,.682,35,1,0,4,1,0,1,2009,MLB,NYY
Eric Hinske*,31,39,98,84,13,19,3,0,7,14,1,0,10,25,.226,.316,.512,.828,43,2,2,0,2,1,1,2009,MLB,NYY
Jerry Hairston,33,45,93,76,15,18,5,0,2,12,0,1,11,8,.237,.352,.382,.733,29,1,3,2,1,0,1,2009,MLB,NYY
Cody Ransom,33,31,86,79,11,15,9,1,0,10,2,0,7,25,.190,.256,.329,.585,26,3,0,0,0,0,1,2009,MLB,NYY
Xavier Nady,30,7,29,28,4,8,4,0,0,2,0,0,1,6,.286,.310,.429,.739,12,2,0,0,0,0,1,2009,MLB,NYY
Kevin Cash,31,10,28,26,1,6,2,0,0,3,0,0,0,5,.231,.250,.308,.558,8,1,1,0,1,0,1,2009,MLB,NYY
Angel Berroa,31,21,24,22,6,3,1,0,0,1,0,0,0,6,.136,.174,.182,.356,4,1,1,1,0,0,1,2009,MLB,NYY
Shelley Duncan,29,11,15,15,1,3,0,0,0,1,0,0,0,5,.200,.200,.200,.400,3,1,0,0,0,0,1,2009,MLB,NYY
Juan Miranda*,26,8,9,9,2,3,0,0,1,3,0,0,0,4,.333,.333,.667,1.000,6,0,0,0,0,0,1,2009,MLB,NYY
Freddy Guzman#,28,10,7,6,2,1,0,0,0,1,4,1,0,1,.167,.143,.167,.310,1,0,0,0,1,0,1,2009,MLB,NYY
