Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Joey Lucchesi*,26,10,10,.500,4.18,30,30,0,0,0,0,163.2,144,78,76,23,56,0,158,2,0,8,686,1.222,7.9,1.3,3.1,8.7,2.82,1
Eric Lauer*,24,8,10,.444,4.45,30,29,0,0,0,0,149.2,158,82,74,20,51,4,138,5,1,4,651,1.396,9.5,1.2,3.1,8.3,2.71,1
Chris Paddack,23,9,7,.563,3.33,26,26,0,0,0,0,140.2,107,58,52,23,31,1,153,6,1,1,568,0.981,6.8,1.5,2.0,9.8,4.94,1
Cal Quantrill,24,6,8,.429,5.16,23,18,0,0,0,0,103.0,106,61,59,15,28,2,89,3,0,3,443,1.301,9.3,1.3,2.4,7.8,3.18,1
Dinelson Lamet,26,3,5,.375,4.07,14,14,0,0,0,0,73.0,62,38,33,12,30,0,105,5,0,6,313,1.260,7.6,1.5,3.7,12.9,3.50,1
Nick Margevicius*,23,2,6,.250,6.79,17,12,1,0,0,0,57.0,73,46,43,12,19,1,42,3,0,1,263,1.614,11.5,1.9,3.0,6.6,2.21,1
Kirby Yates,32,0,5,.000,1.19,60,0,51,0,0,41,60.2,41,14,8,2,13,1,101,7,0,2,243,0.890,6.1,0.3,1.9,15.0,7.77,1
Matt Strahm*,27,6,11,.353,4.71,46,16,4,0,0,0,114.2,121,61,60,22,22,4,118,7,1,3,487,1.247,9.5,1.7,1.7,9.3,5.36,1
Craig Stammen,35,8,7,.533,3.29,76,0,12,0,0,4,82.0,80,36,30,13,15,2,73,2,0,0,339,1.159,8.8,1.4,1.6,8.0,4.87,1
Luis Perdomo,26,2,4,.333,4.00,47,1,13,0,0,0,72.0,69,34,32,6,18,1,55,2,0,3,296,1.208,8.6,0.8,2.3,6.9,3.06,1
Trey Wingenter,25,1,3,.250,5.65,51,1,8,0,0,1,51.0,34,32,32,5,28,0,72,5,0,4,218,1.216,6.0,0.9,4.9,12.7,2.57,1
Robbie Erlin*,28,0,1,.000,5.37,37,1,10,0,0,0,55.1,72,36,33,6,15,0,52,1,0,3,251,1.572,11.7,1.0,2.4,8.5,3.47,1
Michel Báez,23,1,1,.500,3.03,24,1,8,0,0,0,29.2,25,10,10,3,14,2,28,3,1,1,131,1.315,7.6,0.9,4.2,8.5,2.00,1
Matt Wisler,26,2,2,.500,5.28,21,0,5,0,0,0,29.0,34,17,17,5,10,0,34,0,1,3,129,1.517,10.6,1.6,3.1,10.6,3.40,1
Adam Warren,31,4,1,.800,5.34,25,0,9,0,0,0,28.2,28,18,17,9,12,0,25,1,0,3,124,1.395,8.8,2.8,3.8,7.8,2.08,1
