Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Stephen Strasburg,30,18,6,.750,3.32,33,33,0,0,0,0,209.0,161,79,77,24,56,4,251,10,0,8,841,1.038,6.9,1.0,2.4,10.8,4.48,1
Patrick Corbin*,29,14,7,.667,3.25,33,33,0,1,1,0,202.0,169,81,73,24,70,2,238,3,0,4,835,1.183,7.5,1.1,3.1,10.6,3.40,1
Max Scherzer,34,11,7,.611,2.92,27,27,0,0,0,0,172.1,144,59,56,18,33,2,243,7,0,0,693,1.027,7.5,0.9,1.7,12.7,7.36,1
Anibal Sanchez,35,11,8,.579,3.85,30,30,0,0,0,0,166.0,153,77,71,22,58,10,134,4,3,1,712,1.271,8.3,1.2,3.1,7.3,2.31,1
Erick Fedde,26,4,2,.667,4.50,21,12,3,0,0,0,78.0,81,39,39,11,33,2,41,2,0,1,334,1.462,9.3,1.3,3.8,4.7,1.24,1
Sean Doolittle*,32,6,5,.545,4.05,63,0,55,0,0,29,60.0,63,27,27,11,15,2,66,2,0,0,260,1.300,9.5,1.7,2.3,9.9,4.40,1
Wander Suero,27,6,9,.400,4.54,78,0,10,0,0,1,71.1,64,36,36,5,26,3,81,3,1,2,296,1.262,8.1,0.6,3.3,10.2,3.12,1
Javy Guerra,33,3,1,.750,4.86,40,0,15,0,0,1,53.2,55,30,29,9,12,2,42,0,0,3,228,1.248,9.2,1.5,2.0,7.0,3.50,1
Tanner Rainey,26,2,3,.400,3.91,52,0,7,0,0,0,48.1,32,22,21,6,38,2,74,4,0,7,214,1.448,6.0,1.1,7.1,13.8,1.95,1
Matt Grace*,30,1,2,.333,6.36,51,1,12,0,0,0,46.2,61,34,33,11,10,0,35,2,0,1,206,1.521,11.8,2.1,1.9,6.8,3.50,1
Joe Ross,26,4,4,.500,5.48,27,9,3,0,0,0,64.0,74,41,39,7,33,1,57,4,0,2,295,1.672,10.4,1.0,4.6,8.0,1.73,1
Austin Voth,27,2,1,.667,3.30,9,8,0,0,0,0,43.2,33,16,16,5,13,2,44,3,0,0,174,1.053,6.8,1.0,2.7,9.1,3.38,1
Jeremy Hellickson,32,2,3,.400,6.23,9,8,1,0,0,0,39.0,47,31,27,9,20,1,30,1,0,1,183,1.718,10.8,2.1,4.6,6.9,1.50,1
Fernando Rodney,42,0,3,.000,4.05,38,0,8,0,0,2,33.1,29,16,15,3,16,1,35,0,0,4,140,1.350,7.8,0.8,4.3,9.5,2.19,1
Kyle Barraclough,29,1,2,.333,6.66,33,0,6,0,0,0,25.2,33,21,19,8,12,2,30,2,1,2,124,1.753,11.6,2.8,4.2,10.5,2.50,1
Daniel Hudson,32,3,0,1.000,1.44,24,0,14,0,0,6,25.0,18,7,4,3,4,2,23,1,0,1,97,0.880,6.5,1.1,1.4,8.3,5.75,1
Tony Sipp*,35,1,2,.333,4.71,36,0,7,0,0,0,21.0,19,12,11,1,9,0,18,1,0,1,92,1.333,8.1,0.4,3.9,7.7,2.00,1
Hunter Strickland,30,2,0,1.000,5.14,24,0,1,0,0,0,21.0,20,12,12,5,8,0,15,2,0,1,92,1.333,8.6,2.1,3.4,6.4,1.88,1
Kyle McGowin,27,0,0,,10.13,7,1,4,0,0,1,16.0,22,19,18,7,4,0,18,1,0,4,76,1.625,12.4,3.9,2.3,10.1,4.50,1
Justin Miller,32,1,0,1.000,4.02,17,0,5,0,0,0,15.2,16,8,7,5,4,0,11,2,0,0,65,1.277,9.2,2.9,2.3,6.3,2.75,1
Trevor Rosenthal,29,0,1,.000,22.74,12,0,5,0,0,0,6.1,8,16,16,0,15,0,5,3,0,5,43,3.632,11.4,0.0,21.3,7.1,0.33,1
Michael Blazek,30,0,0,,7.20,4,0,3,0,0,0,5.0,6,4,4,1,5,0,0,0,0,0,26,2.200,10.8,1.8,9.0,0.0,0.00,1
Dan Jennings*,32,1,2,.333,13.50,8,0,0,0,0,0,4.2,8,8,7,1,7,2,9,1,0,1,32,3.214,15.4,1.9,13.5,17.4,1.29,1
Jonny Venters*,34,0,1,.000,5.40,3,0,1,0,0,0,3.1,3,3,2,0,2,1,5,2,0,0,18,1.500,8.1,0.0,5.4,13.5,2.50,1
Roenis Elias*,30,0,0,,9.00,4,0,0,0,0,0,3.0,5,4,3,2,1,0,2,0,0,0,13,2.000,15.0,6.0,3.0,6.0,2.00,1
Aaron Barrett,31,0,0,,15.43,3,0,0,0,0,0,2.1,5,4,4,1,4,0,1,0,0,1,16,3.857,19.3,3.9,15.4,3.9,0.25,1
Brian Dozier,32,0,0,,18.00,1,0,1,0,0,0,1.0,2,2,2,1,0,0,0,0,0,0,5,2.000,18.0,9.0,0.0,0.0,,1
Austin Adams,28,0,0,,9.00,1,0,0,0,0,0,1.0,0,1,1,0,2,0,2,1,0,2,6,2.000,0.0,0.0,18.0,18.0,1.00,1
James Bourque,25,0,0,,54.00,1,0,0,0,0,0,0.2,3,4,4,0,2,0,0,0,0,0,6,7.500,40.5,0.0,27.0,0.0,0.00,1
Austen Williams,26,0,0,,162.00,2,0,0,0,0,0,0.1,5,6,6,2,1,0,1,0,0,0,7,18.000,135.0,54.0,27.0,27.0,1.00,1
Gerardo Parra*,32,0,0,,inf,1,0,0,0,0,0,0.0,1,5,5,0,4,0,0,0,0,1,5,,,,,,0.00,1
