Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Ricky Romero*,26,15,11,.577,2.92,32,32,0,4,2,0,225.0,176,85,73,26,80,2,178,14,1,9,917,1.138,7.0,1.0,3.2,7.1,2.23,1
Brandon Morrow,26,11,11,.500,4.72,30,30,0,0,0,0,179.1,162,103,94,21,69,1,203,12,1,12,777,1.288,8.1,1.1,3.5,10.2,2.94,1
Brett Cecil*,24,4,11,.267,4.73,20,20,0,2,1,0,123.2,122,68,65,22,42,1,87,6,0,1,532,1.326,8.9,1.6,3.1,6.3,2.07,1
Jo-Jo Reyes*,26,5,8,.385,5.40,20,20,0,1,0,0,110.0,140,78,66,14,35,0,64,6,0,6,504,1.591,11.5,1.1,2.9,5.2,1.83,1
Kyle Drabek,23,4,5,.444,6.06,18,14,2,0,0,0,78.2,87,54,53,10,55,0,51,1,0,11,365,1.805,10.0,1.1,6.3,5.8,0.93,1
Frank Francisco,31,1,4,.200,3.55,54,0,38,0,0,17,50.2,49,21,20,7,18,2,53,0,0,2,218,1.322,8.7,1.2,3.2,9.4,2.94,1
Shawn Camp,35,6,3,.667,4.21,67,0,23,0,0,1,66.1,79,36,31,3,22,9,32,6,0,0,292,1.523,10.7,0.4,3.0,4.3,1.45,1
Casey Janssen,29,6,0,1.000,2.26,55,0,11,0,0,2,55.2,47,14,14,2,14,1,53,2,0,2,223,1.096,7.6,0.3,2.3,8.6,3.79,1
Jon Rauch,32,5,4,.556,4.85,53,0,28,0,0,11,52.0,56,28,28,11,14,1,36,1,0,2,225,1.346,9.7,1.9,2.4,6.2,2.57,1
Jason Frasor,33,2,1,.667,2.98,44,0,6,0,0,0,42.1,38,15,14,4,15,1,37,2,0,2,178,1.252,8.1,0.9,3.2,7.9,2.47,1
Carlos Villanueva,27,6,4,.600,4.04,33,13,3,0,0,0,107.0,103,49,48,11,32,3,68,4,0,4,454,1.262,8.7,0.9,2.7,5.7,2.13,1
Jesse Litsch,26,6,3,.667,4.44,28,8,4,0,0,1,75.0,69,40,37,10,28,2,66,3,0,3,317,1.293,8.3,1.2,3.4,7.9,2.36,1
Luis Perez*,26,3,3,.500,5.12,37,4,7,0,0,0,65.0,74,40,37,9,27,1,54,5,0,4,294,1.554,10.2,1.2,3.7,7.5,2.00,1
Henderson Alvarez III,21,1,3,.250,3.53,10,10,0,0,0,0,63.2,64,26,25,8,8,0,40,4,0,2,259,1.131,9.0,1.1,1.1,5.7,5.00,1
Marc Rzepczynski*,25,2,3,.400,2.97,43,0,6,0,0,0,39.1,28,16,13,2,15,0,33,3,0,5,158,1.093,6.4,0.5,3.4,7.6,2.20,1
Octavio Dotel,37,2,1,.667,3.68,36,0,11,0,0,1,29.1,20,13,12,5,12,2,30,2,0,0,122,1.091,6.1,1.5,3.7,9.2,2.50,1
Dustin McGowan,29,0,2,.000,6.43,5,4,0,0,0,0,21.0,20,15,15,4,13,0,20,1,0,3,96,1.571,8.6,1.7,5.6,8.6,1.54,1
Brad Mills*,26,1,2,.333,9.82,5,4,0,0,0,0,18.1,23,20,20,4,12,1,18,2,0,1,91,1.909,11.3,2.0,5.9,8.8,1.50,1
Zach Stewart,24,0,1,.000,4.86,3,3,0,0,0,0,16.2,26,9,9,2,5,1,10,1,1,1,75,1.860,14.0,1.1,2.7,5.4,2.00,1
Joel Carreno,24,1,0,1.000,1.15,11,0,3,0,0,0,15.2,11,2,2,1,4,0,14,0,0,0,59,0.957,6.3,0.6,2.3,8.0,3.50,1
Wil Ledezma*,30,0,0,,15.00,5,0,2,0,0,0,6.0,11,10,10,1,7,0,6,0,0,2,36,3.000,16.5,1.5,10.5,9.0,0.86,1
Rommie Lewis*,28,0,0,,9.00,6,0,3,0,0,0,5.0,12,8,5,1,2,0,5,2,0,0,31,2.800,21.6,1.8,3.6,9.0,2.50,1
Trever Miller*,38,0,0,,4.91,6,0,0,0,0,0,3.2,6,2,2,1,2,0,2,0,0,1,18,2.182,14.7,2.5,4.9,4.9,1.00,1
David Purcey*,29,0,0,,11.57,5,0,0,0,0,0,2.1,3,3,3,0,4,0,3,0,0,0,14,3.000,11.6,0.0,15.4,11.6,0.75,1
Chad Beck,26,0,0,,0.00,3,0,3,0,0,0,2.1,1,0,0,0,0,0,3,0,0,0,8,0.429,3.9,0.0,0.0,11.6,,1
Danny Farquhar,24,0,0,,13.50,3,0,2,0,0,0,2.0,4,4,3,0,2,0,1,0,0,0,11,3.000,18.0,0.0,9.0,4.5,0.50,1
Mike McCoy,30,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,3,0.000,0.0,0.0,0.0,0.0,,1
P.J. Walters,26,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,1,0,1,0,0,0,3,1.000,0.0,0.0,9.0,9.0,1.00,1
Scott Richmond,31,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,1
Brian Tallet*,33,0,1,.000,54.00,1,0,1,0,0,0,0.1,2,2,2,0,2,0,1,0,0,0,5,12.000,54.0,0.0,54.0,27.0,0.50,1
