Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Doug Davis*,29,11,11,.500,3.84,35,35,0,2,1,0,222.2,196,103,95,26,93,5,208,4,2,3,946,111,3.98,1.298,7.9,1.1,3.8,8.4,2.24,1
SP,Chris Capuano*,26,18,12,.600,3.99,35,35,0,0,0,0,219.0,212,105,97,31,91,6,176,12,4,3,949,107,4.66,1.384,8.7,1.3,3.7,7.2,1.93,1
SP,Ben Sheets,26,10,9,.526,3.33,22,22,0,3,0,0,156.2,142,66,58,19,25,1,141,2,0,7,633,128,3.31,1.066,8.2,1.1,1.4,8.1,5.64,1
SP,Victor Santos,28,4,13,.235,4.57,29,24,2,1,0,0,141.2,153,87,72,20,60,8,89,5,0,7,640,94,4.98,1.504,9.7,1.3,3.8,5.7,1.48,1
SP,Tomo Ohka,29,7,6,.538,4.35,22,20,0,1,1,0,126.1,145,65,61,16,28,4,81,2,0,5,543,99,4.10,1.369,10.3,1.1,2.0,5.8,2.89,1
SP,Gary Glover,28,5,4,.556,5.57,15,11,1,0,0,0,64.2,74,41,40,10,20,0,58,2,0,3,284,77,4.26,1.454,10.3,1.4,2.8,8.1,2.90,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Derrick Turnbow,27,7,1,.875,1.74,69,0,62,0,0,39,67.1,49,15,13,5,24,2,64,1,0,9,271,247,3.20,1.084,6.5,0.7,3.2,8.6,2.67,1
RP,Matt Wise,29,4,4,.500,3.36,49,0,11,0,0,1,64.1,37,25,24,6,25,5,62,3,1,1,262,128,3.61,0.964,5.2,0.8,3.5,8.7,2.48,1
RP,Jorge De La Rosa*,24,2,2,.500,4.46,38,0,13,0,0,0,42.1,48,23,21,1,38,4,42,0,0,6,208,96,4.04,2.031,10.2,0.2,8.1,8.9,1.11,1
RP,Julio Santana,32,3,5,.375,4.50,41,0,12,0,0,1,42.0,34,21,21,6,19,4,49,0,0,5,177,96,3.90,1.262,7.3,1.3,4.1,10.5,2.58,1
RP,Ricky Bottalico,35,2,2,.500,4.54,40,0,11,0,0,2,41.2,43,24,21,7,19,0,29,3,0,7,187,95,5.40,1.488,9.3,1.5,4.1,6.3,1.53,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wes Obermueller,28,1,4,.200,5.26,23,8,4,0,0,0,65.0,74,41,38,7,36,2,33,5,0,3,305,82,5.30,1.692,10.2,1.0,5.0,4.6,0.92,1
,Rick Helling,34,3,1,.750,2.39,15,7,2,0,0,0,49.0,39,13,13,2,18,1,42,2,0,1,199,180,3.06,1.163,7.2,0.4,3.3,7.7,2.33,1
,Justin Lehr,27,1,1,.500,3.89,23,0,9,0,0,0,34.2,32,19,15,4,18,2,23,1,1,1,154,111,4.84,1.442,8.3,1.0,4.7,6.0,1.28,1
,Dana Eveland*,21,1,1,.500,5.97,27,0,3,0,0,1,31.2,40,21,21,2,18,3,23,1,0,1,146,72,4.19,1.832,11.4,0.6,5.1,6.5,1.28,1
,Tommy Phelps*,31,0,2,.000,4.63,29,0,8,0,0,1,23.1,25,12,12,2,12,4,14,2,0,2,106,94,4.73,1.586,9.6,0.8,4.6,5.4,1.17,1
,Kane Davis,30,1,1,.500,2.70,15,0,3,0,0,0,16.2,10,6,5,2,10,0,11,0,0,1,70,162,5.06,1.200,5.4,1.1,5.4,5.9,1.10,1
,Jose Capellan,24,1,1,.500,2.87,17,0,7,0,0,0,15.2,17,6,5,1,5,0,14,0,0,0,67,152,3.02,1.404,9.8,0.6,2.9,8.0,2.80,1
,Mike Adams,26,0,1,.000,2.70,13,0,7,0,0,1,13.1,12,4,4,2,10,1,14,0,0,1,61,162,5.12,1.650,8.1,1.4,6.8,9.5,1.40,1
,Team Totals,28.0,81,81,.500,3.97,162,162,155,7,2,46,1438.0,1382,697,635,169,569,52,1173,45,8,66,6208,108,4.20,1.357,8.6,1.1,3.6,7.3,2.06,1
,Rank in 16 NL teams,,8,8,,5,,,,6,13,3,10 ,4,6,5,10,12,,2,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
