Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Lane Adams,21,43,171,152,22,35,7,2,1,11,7,2,14,44,.230,.300,.322,.622,49,4,2,1,2,0,1,2011,A,KCR
Julio Aparicio,21,67,243,231,18,39,10,1,3,14,1,4,8,78,.169,.202,.260,.462,60,7,2,1,1,0,0,2011,A,KCR
Geulin Beltre,20,122,515,459,62,121,18,4,3,42,18,11,34,92,.264,.317,.340,.657,156,10,3,16,3,1,0,2011,A,KCR
Orlando Calixte,19,81,317,289,19,60,5,1,3,31,11,4,20,70,.208,.256,.263,.519,76,2,0,4,4,1,1,2011,A,KCR
Steven Caseres*,24,7,29,26,2,6,1,0,0,2,0,1,2,4,.231,.310,.269,.580,7,1,1,0,0,0,0,2011,A,KCR
Fernando Cruz#,21,13,46,44,2,10,0,0,0,0,0,2,1,8,.227,.244,.227,.472,10,1,0,1,0,0,0,2011,A,KCR
Cheslor Cuthbert,18,81,342,300,33,80,13,1,8,51,2,0,36,65,.267,.345,.397,.742,119,4,2,0,4,1,1,2011,A,KCR
Kevin David,23,42,169,150,15,36,6,0,1,11,0,0,14,28,.240,.317,.300,.617,45,6,3,2,0,0,0,2011,A,KCR
Brett Eibner,22,76,324,272,46,58,13,2,12,31,2,3,48,90,.213,.340,.408,.748,111,9,4,0,0,0,1,2011,A,KCR
Yowill Espinal,20,91,343,300,30,61,7,1,3,24,15,8,32,97,.203,.277,.263,.540,79,3,0,7,4,0,0,2011,A,KCR
Brian Fletcher,22,91,376,341,54,112,31,3,14,60,4,4,24,80,.328,.386,.560,.946,191,9,9,0,2,0,0,2011,A,KCR
Angel Franco#,21,97,437,382,49,95,14,6,4,27,5,6,36,40,.249,.316,.348,.664,133,6,2,16,1,0,0,2011,A,KCR
Juan Graterol,22,35,135,123,5,25,3,0,0,6,0,0,10,12,.203,.263,.228,.491,28,8,0,2,0,0,1,2011,A,KCR
Gerard Hall#,22,53,202,171,23,46,15,4,0,16,4,2,23,46,.269,.355,.404,.759,69,1,1,5,2,1,0,2011,A,KCR
Ryan Jenkins,24,33,129,118,13,28,7,0,1,14,0,0,9,21,.237,.302,.322,.624,38,4,2,0,0,0,0,2011,A,KCR
Travis Jones,22,48,170,154,18,36,6,0,4,16,2,0,15,31,.234,.302,.351,.652,54,1,0,1,0,0,0,2011,A,KCR
Jake Kuebler,21,92,379,339,35,71,17,2,7,30,5,3,38,91,.209,.291,.333,.624,113,8,1,1,0,0,0,2011,A,KCR
Michael Liberto,23,15,33,21,2,4,1,0,0,0,3,1,8,4,.190,.452,.238,.690,5,1,2,2,0,1,0,2011,A,KCR
Alex Llanos,20,85,368,346,40,85,18,1,5,30,13,7,14,83,.246,.275,.347,.622,120,3,1,4,3,1,0,2011,A,KCR
Jovan Pickett*,23,35,124,105,16,28,0,2,0,5,9,4,10,22,.267,.364,.305,.668,32,0,6,3,0,0,0,2011,A,KCR
Ryan Stovall,24,57,222,205,27,63,15,5,8,31,5,3,15,45,.307,.356,.546,.902,112,5,1,0,1,2,0,2011,A,KCR
Murray Watts*,23,35,139,114,8,24,3,0,2,13,0,0,24,46,.211,.353,.289,.642,33,4,1,0,0,0,0,2011,A,KCR
