Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Sandy Alomar,35,70,239,220,17,54,8,1,4,21,1,2,12,17,.245,.288,.345,.634,76,6,2,3,2,1,1,2001,MLB,CHW
Paul Konerko,25,156,650,582,92,164,35,0,32,99,1,0,54,89,.282,.349,.507,.856,295,17,9,0,5,6,1,2001,MLB,CHW
Ray Durham#,29,152,691,611,104,163,42,10,20,65,23,10,64,110,.267,.337,.466,.804,285,10,4,6,6,3,1,2001,MLB,CHW
Royce Clayton,31,135,485,433,62,114,21,4,9,60,10,7,33,72,.263,.315,.393,.708,170,16,3,9,7,2,1,2001,MLB,CHW
Herbert Perry,31,92,316,285,38,73,21,1,7,32,2,2,23,55,.256,.326,.411,.736,117,11,7,0,1,1,1,2001,MLB,CHW
Carlos Lee,25,150,605,558,75,150,33,3,24,84,17,7,38,85,.269,.321,.468,.789,261,15,6,1,2,2,1,2001,MLB,CHW
Chris Singleton*,28,140,432,392,57,117,21,5,7,45,12,11,20,61,.298,.331,.431,.762,169,5,1,14,4,2,1,2001,MLB,CHW
Magglio Ordonez,27,160,671,593,97,181,40,1,31,113,25,7,70,70,.305,.382,.533,.914,316,14,5,0,3,7,1,2001,MLB,CHW
Jose Canseco,36,76,306,256,46,66,8,0,16,49,2,1,45,75,.258,.366,.477,.843,122,4,1,0,4,1,1,2001,MLB,CHW
Jose Valentin#,31,124,502,438,74,113,22,2,28,68,9,6,50,114,.258,.336,.509,.845,223,7,3,8,3,2,1,2001,MLB,CHW
Jeff Liefer*,26,83,279,254,36,65,13,0,18,39,0,1,20,69,.256,.313,.520,.833,132,6,2,1,2,1,1,2001,MLB,CHW
Mark Johnson*,25,61,211,173,21,43,6,1,5,18,2,1,23,31,.249,.338,.382,.720,66,5,2,10,3,1,1,2001,MLB,CHW
Tony Graffanino,29,74,169,145,23,44,9,0,2,15,4,1,16,29,.303,.370,.407,.777,59,4,1,4,3,0,1,2001,MLB,CHW
Josh Paul,26,57,154,139,20,37,11,0,3,18,6,2,13,25,.266,.327,.410,.737,57,3,0,1,1,0,1,2001,MLB,CHW
Aaron Rowand,23,63,148,123,21,36,5,0,4,20,5,1,15,28,.293,.385,.431,.816,53,2,4,5,1,0,1,2001,MLB,CHW
Harold Baines*,42,32,94,84,3,11,1,0,0,6,0,0,8,16,.131,.202,.143,.345,12,2,0,0,2,0,1,2001,MLB,CHW
Frank Thomas,33,20,79,68,8,15,3,0,4,10,0,0,10,12,.221,.316,.441,.758,30,0,0,0,1,2,1,2001,MLB,CHW
Joe Crede,23,17,55,50,1,11,1,1,0,7,1,0,3,11,.220,.273,.280,.553,14,1,1,0,1,0,1,2001,MLB,CHW
Julio Ramirez,23,22,39,37,2,3,0,0,0,1,2,0,2,15,.081,.128,.081,.209,3,0,0,0,0,0,1,2001,MLB,CHW
McKay Christensen*,25,7,5,4,0,1,0,0,0,0,0,0,0,2,.250,.400,.250,.650,1,0,1,0,0,0,1,2001,MLB,CHW
Mark Dalesandro,33,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,1,2001,MLB,CHW
