Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Bengie Molina,26,96,355,325,31,85,11,0,6,40,0,1,16,51,.262,.309,.351,.660,114,8,8,2,4,3,1,2001,MLB,LAA
Scott Spiezio#,28,139,503,457,57,124,29,4,13,54,5,2,34,65,.271,.326,.438,.764,200,6,5,3,4,4,1,2001,MLB,LAA
Adam Kennedy*,25,137,532,478,48,129,25,3,6,40,12,7,27,71,.270,.318,.372,.690,178,7,11,7,9,3,1,2001,MLB,LAA
David Eckstein,26,153,664,582,82,166,26,2,4,41,29,4,43,60,.285,.355,.357,.712,208,11,21,16,2,0,1,2001,MLB,LAA
Troy Glaus,24,161,708,588,100,147,38,2,41,108,10,3,107,158,.250,.367,.531,.898,312,16,6,0,7,7,1,2001,MLB,LAA
Garret Anderson*,29,161,704,672,83,194,39,2,28,123,13,6,27,100,.289,.314,.478,.792,321,12,0,0,5,4,1,2001,MLB,LAA
Darin Erstad*,27,157,716,631,89,163,35,1,9,63,24,10,62,113,.258,.331,.360,.691,227,8,10,1,7,7,1,2001,MLB,LAA
Tim Salmon,32,137,581,475,63,108,21,1,17,49,9,3,96,121,.227,.365,.383,.748,182,11,8,0,2,4,1,2001,MLB,LAA
Orlando Palmeiro*,32,104,270,230,29,56,10,1,2,23,6,6,25,24,.243,.319,.322,.641,74,3,3,7,5,2,1,2001,MLB,LAA
Benji Gil,28,104,278,260,33,77,15,4,8,39,3,4,14,57,.296,.330,.477,.807,124,6,0,2,2,0,1,2001,MLB,LAA
Shawn Wooten,28,79,232,221,24,69,8,1,8,32,2,0,5,42,.312,.332,.466,.798,103,5,3,0,3,0,1,2001,MLB,LAA
Wally Joyner*,39,53,161,148,14,36,5,1,3,14,1,1,13,18,.243,.304,.351,.656,52,3,0,0,0,0,1,2001,MLB,LAA
Jorge Fabregas*,31,53,157,148,9,33,4,2,2,16,0,0,3,15,.223,.235,.318,.553,47,5,0,4,2,0,1,2001,MLB,LAA
Jeff DaVanon#,27,40,100,88,7,17,2,1,5,9,1,3,11,29,.193,.280,.409,.689,36,1,0,0,1,0,1,2001,MLB,LAA
Glenallen Hill,36,16,66,66,4,9,0,0,1,2,0,0,0,20,.136,.136,.182,.318,12,3,0,0,0,0,1,2001,MLB,LAA
Jose Nieves,26,29,59,53,5,13,3,1,2,3,0,1,2,20,.245,.298,.453,.751,24,1,2,2,0,0,1,2001,MLB,LAA
Jose Molina,26,15,42,37,8,10,3,0,2,4,0,0,3,8,.270,.325,.514,.839,19,2,0,2,0,0,1,2001,MLB,LAA
Larry Barnes*,26,16,41,40,2,4,0,0,1,2,0,0,1,9,.100,.122,.175,.297,7,1,0,0,0,0,1,2001,MLB,LAA
Jose Fernandez,26,13,27,25,1,2,1,0,0,0,0,1,2,10,.080,.148,.120,.268,3,0,0,0,0,0,1,2001,MLB,LAA
Jamie Burke,29,9,5,5,1,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,1,0,0,0,0,0,1,2001,MLB,LAA
