Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Brian McCann*,23,139,552,504,51,136,38,0,18,92,0,1,35,74,.270,.320,.452,.772,228,19,5,2,6,7,1,2007,MLB,ATL
Scott Thorman*,25,120,307,287,37,62,18,0,11,36,1,1,14,70,.216,.258,.394,.652,113,6,3,1,2,3,1,2007,MLB,ATL
Kelly Johnson*,25,147,608,521,91,144,26,10,16,68,9,5,79,117,.276,.375,.457,.831,238,8,4,2,2,3,1,2007,MLB,ATL
Edgar Renteria,30,124,543,494,87,164,30,1,12,57,11,2,46,77,.332,.390,.470,.860,232,14,1,2,0,0,1,2007,MLB,ATL
Chipper Jones#,35,134,600,513,108,173,42,4,29,102,5,1,82,75,.337,.425,.604,1.029,310,21,0,0,5,10,1,2007,MLB,ATL
Matt Diaz,29,135,384,358,44,121,21,0,12,45,4,0,16,63,.338,.368,.497,.865,178,8,4,1,5,3,1,2007,MLB,ATL
Andruw Jones,30,154,659,572,83,127,27,2,26,94,5,2,70,138,.222,.311,.413,.724,236,16,8,0,9,4,1,2007,MLB,ATL
Jeff Francoeur,23,162,696,642,84,188,40,0,19,105,5,2,42,129,.293,.338,.444,.782,285,14,5,0,7,5,1,2007,MLB,ATL
Willie Harris*,29,117,391,344,56,93,20,8,2,32,17,11,40,71,.270,.349,.392,.741,135,3,3,1,3,0,1,2007,MLB,ATL
Yunel Escobar,24,94,355,319,54,104,25,0,5,28,5,3,27,44,.326,.385,.451,.837,144,6,5,2,2,1,1,2007,MLB,ATL
Mark Teixeira#,27,54,240,208,38,66,9,1,17,56,0,0,27,46,.317,.404,.615,1.020,128,2,4,0,1,3,1,2007,MLB,ATL
Jarrod Saltalamacchia#,22,47,153,141,11,40,6,0,4,12,0,0,10,28,.284,.333,.411,.745,58,4,1,0,1,1,1,2007,MLB,ATL
Chris Woodward,31,92,151,136,16,27,6,1,1,8,1,0,10,29,.199,.252,.279,.531,38,3,0,4,1,1,1,2007,MLB,ATL
Pete Orr*,28,57,69,65,11,13,1,0,0,2,1,0,3,14,.200,.235,.215,.451,14,1,0,1,0,0,1,2007,MLB,ATL
Craig Wilson,30,24,69,58,6,10,2,0,1,2,0,0,8,25,.172,.304,.259,.563,15,0,3,0,0,0,1,2007,MLB,ATL
Martin Prado,23,28,62,59,5,17,3,0,0,2,0,0,3,6,.288,.323,.339,.662,20,0,0,0,0,0,1,2007,MLB,ATL
Ryan Langerhans*,27,20,52,44,3,3,1,0,0,1,0,1,6,16,.068,.192,.091,.283,4,3,1,0,1,1,1,2007,MLB,ATL
Julio Franco,48,15,45,40,1,10,3,0,0,8,0,0,4,10,.250,.311,.325,.636,13,1,0,0,1,1,1,2007,MLB,ATL
Brayan Pena#,25,16,33,33,2,7,0,0,1,3,0,1,0,3,.212,.212,.303,.515,10,2,0,0,0,0,1,2007,MLB,ATL
Corky Miller,31,12,29,27,3,7,2,0,1,4,0,0,1,5,.259,.310,.444,.755,12,1,1,0,0,0,1,2007,MLB,ATL
Brandon Jones*,23,5,21,19,0,3,1,0,0,4,0,0,0,8,.158,.190,.211,.401,4,0,1,0,1,0,1,2007,MLB,ATL
Clint Sammons,24,2,3,3,0,2,1,0,0,0,0,0,0,0,.667,.667,1.000,1.667,3,1,0,0,0,0,1,2007,MLB,ATL
