Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Curt Casali,27,84,256,226,23,42,10,0,8,25,0,0,25,82,.186,.273,.336,.609,76,2,2,3,0,1,1
Logan Morrison*,28,107,398,353,45,84,18,1,14,43,4,2,37,89,.238,.319,.414,.733,146,4,6,0,2,1,1
Logan Forsythe,29,127,567,511,76,135,24,4,20,52,6,6,46,127,.264,.333,.444,.778,227,8,8,0,2,0,1
Brad Miller*,26,152,601,548,73,133,29,6,30,81,6,4,47,149,.243,.304,.482,.786,264,5,3,0,3,0,1
Evan Longoria,30,160,685,633,81,173,41,4,36,98,0,3,42,144,.273,.318,.521,.840,330,13,3,0,7,6,1
Corey Dickerson*,27,148,548,510,57,125,36,3,24,70,0,2,33,134,.245,.293,.469,.761,239,12,2,0,2,6,1
Kevin Kiermaier*,26,105,414,366,55,90,20,2,12,37,21,3,40,74,.246,.331,.410,.741,150,5,7,0,1,1,1
Steven Souza Jr.,27,120,468,430,58,106,17,1,17,49,7,6,31,159,.247,.303,.409,.713,176,5,5,0,2,0,1
Brandon Guyer,30,63,249,212,27,51,12,1,7,18,2,1,12,42,.241,.347,.406,.752,86,3,23,1,1,1,1
Steve Pearce,33,60,232,204,26,63,11,1,10,29,0,3,26,40,.309,.388,.520,.908,106,4,1,0,1,2,1
Desmond Jennings,29,65,225,200,22,40,7,1,7,20,2,0,21,58,.200,.281,.350,.631,70,4,2,1,1,0,1
Tim Beckham,26,64,215,198,25,49,12,5,5,16,2,1,14,67,.247,.300,.434,.735,86,3,1,2,0,0,1
Mikie Mahtook,26,65,196,185,16,36,9,0,3,11,0,1,7,68,.195,.231,.292,.523,54,2,2,1,1,0,1
Nick Franklin#,25,60,191,174,18,47,10,1,6,26,6,1,12,42,.270,.328,.443,.771,77,1,3,2,0,1,1
Hank Conger#,28,49,137,124,6,24,5,0,3,10,0,0,12,40,.194,.265,.306,.571,38,4,0,1,0,0,1
Luke Maile,25,42,126,119,10,27,7,0,3,15,0,0,4,36,.227,.252,.361,.613,43,2,0,3,0,1,1
Bobby Wilson,33,28,95,87,14,20,2,0,4,9,0,0,5,28,.230,.272,.391,.663,34,3,0,3,0,0,1
Taylor Motter,26,33,93,80,11,15,3,0,2,9,0,1,11,19,.188,.290,.300,.590,24,1,1,0,1,0,1
Matt Duffy,25,21,80,76,9,21,3,0,1,7,0,1,3,13,.276,.300,.355,.655,27,4,0,0,1,0,1
Alexei Ramírez,34,17,62,57,5,14,3,0,1,7,2,0,4,7,.246,.295,.351,.646,20,1,0,1,0,0,1
Oswaldo Arcia*,25,21,61,54,7,14,2,1,2,7,1,1,6,19,.259,.328,.444,.772,24,0,0,0,1,0,1
Jaff Decker*,26,19,57,52,1,8,1,0,0,1,1,0,4,14,.154,.211,.173,.384,9,1,0,0,1,0,1
Richie Shaffer,25,20,54,48,5,12,6,0,1,4,0,1,5,18,.250,.315,.438,.752,21,0,0,0,1,0,1
Juniel Querecuto#,23,4,11,11,1,1,0,1,0,2,0,0,0,6,.091,.091,.273,.364,3,0,0,0,0,0,1
