Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Russ Ortiz,25,18,9,.667,3.81,33,33,0,3,0,0,207.2,189,109,88,24,125,5,164,6,0,13,922,1.512,8.2,1.0,5.4,7.1,1.31,1,1999,MLB,SFG
Shawn Estes*,26,11,11,.500,4.92,32,32,0,1,1,0,203.0,209,121,111,21,112,2,159,5,1,15,914,1.581,9.3,0.9,5.0,7.0,1.42,1,1999,MLB,SFG
Kirk Rueter*,28,15,10,.600,5.41,33,33,0,1,0,0,184.2,219,118,111,28,55,2,94,2,0,2,804,1.484,10.7,1.4,2.7,4.6,1.71,1,1999,MLB,SFG
Mark Gardner,37,5,11,.313,6.47,29,21,2,1,0,0,139.0,142,103,100,27,57,2,86,8,1,3,613,1.432,9.2,1.7,3.7,5.6,1.51,1,1999,MLB,SFG
Chris Brock,29,6,8,.429,5.48,19,19,0,0,0,0,106.2,124,69,65,18,41,2,76,4,2,8,479,1.547,10.5,1.5,3.5,6.4,1.85,1,1999,MLB,SFG
Joe Nathan,24,7,4,.636,4.18,19,14,2,0,0,1,90.1,84,45,42,17,46,0,54,1,0,2,395,1.439,8.4,1.7,4.6,5.4,1.17,1,1999,MLB,SFG
Robb Nen,29,3,8,.273,3.98,72,0,64,0,0,37,72.1,79,36,32,8,27,3,77,0,0,5,320,1.465,9.8,1.0,3.4,9.6,2.85,1,1999,MLB,SFG
John Johnstone,30,4,6,.400,2.60,62,0,11,0,0,3,65.2,48,24,19,8,20,5,56,1,1,2,262,1.036,6.6,1.1,2.7,7.7,2.80,1,1999,MLB,SFG
Alan Embree*,29,3,2,.600,3.38,68,0,13,0,0,0,58.2,42,22,22,6,26,2,53,3,0,3,244,1.159,6.4,0.9,4.0,8.1,2.04,1,1999,MLB,SFG
Jerry Spradlin,32,3,1,.750,4.19,59,0,14,0,0,0,58.0,59,31,27,4,29,6,52,10,0,2,268,1.517,9.2,0.6,4.5,8.1,1.79,1,1999,MLB,SFG
Rich Rodriguez*,36,3,0,1.000,5.24,62,0,8,0,0,0,56.2,60,33,33,8,28,5,44,1,0,1,255,1.553,9.5,1.3,4.4,7.0,1.57,1,1999,MLB,SFG
Felix Rodriguez,26,2,3,.400,3.80,47,0,26,0,0,0,66.1,67,32,28,6,29,2,55,2,0,2,292,1.447,9.1,0.8,3.9,7.5,1.90,1,1999,MLB,SFG
Liván Hernández,24,3,3,.500,4.38,10,10,0,0,0,0,63.2,66,32,31,6,21,2,47,0,1,0,274,1.366,9.3,0.8,3.0,6.6,2.24,1,1999,MLB,SFG
Julian Tavarez,26,2,0,1.000,5.93,47,0,12,0,0,0,54.2,65,38,36,7,25,3,33,8,1,4,258,1.646,10.7,1.2,4.1,5.4,1.32,1,1999,MLB,SFG
Miguel Del Toro,27,0,0,,4.18,14,0,2,0,0,0,23.2,24,11,11,5,11,0,20,0,0,0,102,1.479,9.1,1.9,4.2,7.6,1.82,1,1999,MLB,SFG
Bronswell Patrick,28,1,0,1.000,10.13,6,0,2,0,0,1,5.1,9,7,6,1,3,0,6,0,0,0,28,2.250,15.2,1.7,5.1,10.1,2.00,1,1999,MLB,SFG
