Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Gil Heredia,33,13,8,.619,4.81,33,33,0,1,0,0,200.1,228,119,107,22,34,4,117,8,1,2,852,1.308,10.2,1.0,1.5,5.3,3.44,1,1999,MLB,OAK
Jimmy Haynes,26,7,12,.368,6.34,30,25,2,0,0,0,142.0,158,112,100,21,80,3,93,2,2,7,652,1.676,10.0,1.3,5.1,5.9,1.16,1,1999,MLB,OAK
Mike Oquist,31,9,10,.474,5.37,28,24,1,0,0,0,140.2,158,86,84,18,64,5,89,2,0,2,629,1.578,10.1,1.2,4.1,5.7,1.39,1,1999,MLB,OAK
Tim Hudson,23,11,2,.846,3.23,21,21,0,1,0,0,136.1,121,56,49,8,62,2,132,4,0,6,580,1.342,8.0,0.5,4.1,8.7,2.13,1,1999,MLB,OAK
Kenny Rogers*,34,5,3,.625,4.30,19,19,0,3,0,0,119.1,135,66,57,8,41,0,68,9,1,3,528,1.475,10.2,0.6,3.1,5.1,1.66,1,1999,MLB,OAK
Omar Olivares,31,7,2,.778,4.34,12,12,0,1,0,0,74.2,82,43,36,8,32,0,36,3,0,2,327,1.527,9.9,1.0,3.9,4.3,1.13,1,1999,MLB,OAK
Billy Taylor,37,1,5,.167,3.98,43,0,38,0,0,26,43.0,48,23,19,3,14,3,38,2,1,1,189,1.442,10.0,0.6,2.9,8.0,2.71,1,1999,MLB,OAK
Doug Jones,42,5,5,.500,3.55,70,0,35,0,0,10,104.0,106,43,41,10,24,3,63,3,0,2,430,1.250,9.2,0.9,2.1,5.5,2.63,1,1999,MLB,OAK
Tim Worrell,31,2,2,.500,4.15,53,0,17,0,0,0,69.1,69,38,32,6,34,1,62,3,0,1,309,1.486,9.0,0.8,4.4,8.0,1.82,1,1999,MLB,OAK
T.J. Mathews,29,9,5,.643,3.81,50,0,15,0,0,3,59.0,46,28,25,9,20,4,42,2,0,2,242,1.119,7.0,1.4,3.1,6.4,2.10,1,1999,MLB,OAK
Buddy Groom*,33,3,2,.600,5.09,76,0,6,0,0,0,46.0,48,29,26,1,18,5,32,1,1,2,196,1.435,9.4,0.2,3.5,6.3,1.78,1,1999,MLB,OAK
Kevin Appier,31,7,5,.583,5.77,12,12,0,0,0,0,68.2,77,50,44,9,33,1,53,1,1,5,313,1.602,10.1,1.2,4.3,6.9,1.61,1,1999,MLB,OAK
Brad Rigby,26,3,4,.429,4.33,29,0,5,0,0,0,62.1,69,31,30,5,26,7,26,5,0,3,278,1.524,10.0,0.7,3.8,3.8,1.00,1,1999,MLB,OAK
Tom Candiotti,41,3,5,.375,6.35,11,11,0,0,0,0,56.2,67,46,40,11,23,0,30,2,0,9,254,1.588,10.6,1.7,3.7,4.8,1.30,1,1999,MLB,OAK
Jason Isringhausen,26,0,1,.000,2.13,20,0,18,0,0,8,25.1,21,6,6,2,12,2,20,1,0,2,107,1.303,7.5,0.7,4.3,7.1,1.67,1,1999,MLB,OAK
Ron Mahay*,28,2,0,1.000,1.86,6,1,2,0,0,1,19.1,8,4,4,2,3,0,15,0,0,0,68,0.569,3.7,0.9,1.4,7.0,5.00,1,1999,MLB,OAK
Greg McMichael,32,0,0,,5.40,17,0,4,0,0,0,15.0,15,9,9,3,12,2,3,2,0,0,69,1.800,9.0,1.8,7.2,1.8,0.25,1,1999,MLB,OAK
Chad Harville,22,0,2,.000,6.91,15,0,8,0,0,0,14.1,18,11,11,2,10,1,15,0,1,3,69,1.953,11.3,1.3,6.3,9.4,1.50,1,1999,MLB,OAK
Kevin Jarvis,29,0,1,.000,11.57,4,1,0,0,0,0,14.0,28,19,18,6,6,0,11,1,0,0,75,2.429,18.0,3.9,3.9,7.1,1.83,1,1999,MLB,OAK
Tim Kubinski*,27,0,0,,5.84,14,0,4,0,0,0,12.1,14,8,8,3,5,1,7,1,0,0,57,1.541,10.2,2.2,3.6,5.1,1.40,1,1999,MLB,OAK
Brett Laxton,25,0,1,.000,7.45,3,2,0,0,0,0,9.2,12,12,8,1,7,1,9,2,0,3,50,1.966,11.2,0.9,6.5,8.4,1.29,1,1999,MLB,OAK
Luis Vizcaino,24,0,0,,5.40,1,0,1,0,0,0,3.1,3,2,2,1,3,0,2,0,0,1,16,1.800,8.1,2.7,8.1,5.4,0.67,1,1999,MLB,OAK
Blake Stein,25,0,0,,16.88,1,1,0,0,0,0,2.2,6,5,5,1,6,0,4,0,0,1,19,4.500,20.3,3.4,20.3,13.5,0.67,1,1999,MLB,OAK
