Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Mitch Garver,28,93,359,311,70,85,16,1,31,67,0,0,41,87,.273,.365,.630,.995,196,5,5,0,2,0,1
C.J. Cron,29,125,499,458,51,116,24,0,25,78,0,0,29,107,.253,.311,.469,.780,215,13,10,0,2,3,1
Jonathan Schoop,27,121,464,433,61,111,23,1,23,59,1,1,20,116,.256,.304,.473,.777,205,13,10,0,1,1,1
Jorge Polanco#,25,153,704,631,107,186,40,7,22,79,4,3,60,116,.295,.356,.485,.841,306,11,4,2,7,2,1
Miguel Sano,26,105,439,380,76,94,19,2,34,79,0,1,55,159,.247,.346,.576,.923,219,5,3,0,1,0,1
Eddie Rosario*,27,137,590,562,91,155,28,1,32,109,3,1,22,86,.276,.300,.500,.800,281,10,0,0,6,2,1
Byron Buxton,25,87,295,271,48,71,30,4,10,46,14,3,19,68,.262,.314,.513,.827,139,3,2,2,1,1,1
Max Kepler*,26,134,596,524,98,132,32,0,36,90,1,5,60,99,.252,.336,.519,.855,272,5,8,0,4,0,1
Nelson Cruz,38,120,521,454,81,141,26,0,41,108,0,1,56,131,.311,.392,.639,1.031,290,14,7,0,3,8,1
Marwin Gonzalez#,30,114,463,425,52,112,19,0,15,55,1,0,31,98,.264,.322,.414,.736,176,7,6,0,1,2,1
Luis Arraez*,22,92,366,326,54,109,20,1,4,28,2,2,36,29,.334,.399,.439,.838,143,2,1,0,3,1,1
Jason Castro*,32,79,275,237,39,55,9,0,13,30,0,0,33,88,.232,.332,.435,.767,103,0,3,1,1,0,1
Ehire Adrianza#,29,83,236,202,34,55,8,3,5,22,0,2,20,40,.272,.349,.416,.765,84,2,6,2,4,1,1
Jake Cave*,26,72,228,198,28,51,11,2,8,25,0,0,21,71,.258,.351,.455,.805,90,5,8,0,1,0,1
Willians Astudillo,27,58,204,190,28,51,9,0,4,21,0,0,5,8,.268,.299,.379,.678,72,6,5,0,4,0,1
LaMonte Wade Jr*,25,26,69,56,10,11,2,1,2,5,0,1,11,9,.196,.348,.375,.723,21,0,2,0,0,0,1
Ryan LaMarre,30,14,26,23,3,5,0,0,2,3,1,1,3,5,.217,.308,.478,.786,11,0,0,0,0,0,1
Ronald Torreyes,26,7,17,16,3,3,0,0,0,1,1,0,0,3,.188,.235,.188,.423,3,0,1,0,0,0,1
Ian Miller*,27,12,17,17,2,3,1,0,0,1,0,0,0,3,.176,.176,.235,.412,4,0,0,0,0,0,1
Tyler Austin,27,2,5,4,1,1,1,0,0,0,0,0,1,3,.250,.400,.500,.900,2,0,0,0,0,0,1
