Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Kip Wells,26,10,9,.526,3.28,31,31,0,1,0,0,197.1,171,77,72,24,76,7,147,7,0,7,835,1.252,7.8,1.1,3.5,6.7,1.93,1
Jeff D'Amico,27,9,16,.360,4.77,29,29,0,2,1,0,175.1,204,104,93,23,42,6,100,7,0,6,765,1.403,10.5,1.2,2.2,5.1,2.38,1
Josh Fogg,26,10,9,.526,5.26,26,26,0,1,0,0,142.0,166,90,83,22,40,0,71,9,0,2,625,1.451,10.5,1.4,2.5,4.5,1.78,1
Jeff Suppan,28,10,7,.588,3.57,21,21,0,3,2,0,141.0,147,57,56,11,31,5,78,6,0,3,597,1.262,9.4,0.7,2.0,5.0,2.52,1
Kris Benson,28,5,9,.357,4.97,18,18,0,0,0,0,105.0,127,67,58,14,36,4,68,1,0,7,475,1.552,10.9,1.2,3.1,5.8,1.89,1
Mike Williams,34,1,3,.250,6.27,40,0,33,0,0,25,37.1,42,26,26,5,22,1,20,1,0,1,175,1.714,10.1,1.2,5.3,4.8,0.91,1
Julian Tavarez,30,3,3,.500,3.66,64,0,29,0,0,11,83.2,75,37,34,1,27,8,39,5,0,3,350,1.219,8.1,0.1,2.9,4.2,1.44,1
Joe Beimel*,26,1,3,.250,5.05,69,0,11,0,0,0,62.1,69,35,35,7,33,6,42,4,1,0,276,1.636,10.0,1.0,4.8,6.1,1.27,1
Brian Boehringer,34,5,4,.556,5.49,62,0,18,0,0,0,62.1,64,39,38,11,30,3,47,3,1,0,278,1.508,9.2,1.6,4.3,6.8,1.57,1
Scott Sauerbeck*,31,3,4,.429,4.05,53,0,11,0,0,0,40.0,30,20,18,5,25,2,32,1,0,0,173,1.375,6.8,1.1,5.6,7.2,1.28,1
Salomon Torres,31,7,5,.583,4.76,41,16,7,0,0,2,121.0,128,65,64,19,42,5,84,7,0,3,518,1.405,9.5,1.4,3.1,6.2,2.00,1
Brian Meadows,27,2,1,.667,4.72,34,7,11,0,0,1,76.1,91,45,40,8,11,2,38,1,0,4,329,1.336,10.7,0.9,1.3,4.5,3.45,1
Mike Lincoln,28,3,4,.429,5.20,36,0,14,0,0,5,36.1,38,22,21,5,13,0,28,1,0,1,153,1.404,9.4,1.2,3.2,6.9,2.15,1
Nelson Figueroa,29,2,1,.667,3.31,12,3,1,0,0,0,35.1,28,13,13,8,13,2,23,2,0,2,146,1.160,7.1,2.0,3.3,5.9,1.77,1
Mark Corey,28,1,2,.333,5.34,22,0,10,0,0,0,30.1,29,19,18,2,11,1,27,1,0,2,131,1.319,8.6,0.6,3.3,8.0,2.45,1
Oliver Perez*,21,0,3,.000,5.87,5,5,0,0,0,0,23.0,26,15,15,2,12,1,24,1,0,1,106,1.652,10.2,0.8,4.7,9.4,2.00,1
Pat Mahomes,32,0,1,.000,4.84,9,1,1,0,0,0,22.1,19,13,12,2,12,1,13,0,0,1,97,1.388,7.7,0.8,4.8,5.2,1.08,1
Ryan Vogelsong,25,2,2,.500,6.55,6,5,0,0,0,0,22.0,30,19,16,1,9,3,15,2,0,1,108,1.773,12.3,0.4,3.7,6.1,1.67,1
Dennys Reyes*,26,0,0,,10.45,12,0,4,0,0,0,10.1,10,13,12,1,9,1,11,0,0,5,50,1.839,8.7,0.9,7.8,9.6,1.22,1
Mike Gonzalez*,25,0,1,.000,7.56,16,0,2,0,0,0,8.1,7,7,7,4,6,0,6,0,0,1,38,1.560,7.6,4.3,6.5,6.5,1.00,1
Duaner Sanchez,23,1,0,1.000,16.50,6,0,2,0,0,0,6.0,15,11,11,2,1,0,3,2,0,0,34,2.667,22.5,3.0,1.5,4.5,3.00,1
John Grabow*,24,0,0,,3.60,5,0,1,0,0,0,5.0,6,3,2,0,0,0,9,0,0,0,22,1.200,10.8,0.0,0.0,16.2,,1
Jim Mann,28,0,0,,10.80,2,0,0,0,0,0,1.2,5,4,2,1,1,0,1,0,0,0,12,3.600,27.0,5.4,5.4,5.4,1.00,1
