Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Danny Graves,29,4,15,.211,5.33,30,26,3,2,1,2,169.0,204,108,100,30,41,6,60,7,0,2,741,1.450,10.9,1.6,2.2,3.2,1.46,1
Paul Wilson,30,8,10,.444,4.64,28,28,0,0,0,0,166.2,190,97,86,24,50,5,93,7,0,1,730,1.440,10.3,1.3,2.7,5.0,1.86,1
Ryan Dempster,26,3,7,.300,6.54,22,20,1,0,0,0,115.2,134,89,84,14,70,4,84,5,0,3,545,1.764,10.4,1.1,5.4,6.5,1.20,1
Jimmy Haynes,30,2,12,.143,6.30,18,18,0,1,0,0,94.1,118,74,66,14,57,3,49,3,0,2,448,1.855,11.3,1.3,5.4,4.7,0.86,1
Scott Williamson,27,5,3,.625,3.19,42,0,34,0,0,21,42.1,34,15,15,6,25,4,53,1,0,8,187,1.394,7.2,1.3,5.3,11.3,2.12,1
John Riedling,27,2,3,.400,4.90,55,8,11,0,0,1,101.0,107,61,55,7,47,0,65,3,1,7,455,1.525,9.5,0.6,4.2,5.8,1.38,1
Chris Reitsma,25,9,5,.643,4.29,57,3,36,0,0,12,84.0,92,41,40,14,19,6,53,0,0,2,351,1.321,9.9,1.5,2.0,5.7,2.79,1
Felix Heredia*,28,5,2,.714,3.00,57,0,18,0,0,1,72.0,61,27,24,9,28,5,41,2,0,5,303,1.236,7.6,1.1,3.5,5.1,1.46,1
Scott Sullivan,32,6,0,1.000,3.62,50,0,6,0,0,0,49.2,39,22,20,4,26,4,43,5,0,1,218,1.309,7.1,0.7,4.7,7.8,1.65,1
Brian Reith,25,2,3,.400,4.11,42,1,15,0,0,1,61.1,61,32,28,8,36,6,39,1,0,1,277,1.582,9.0,1.2,5.3,5.7,1.08,1
John Bale*,29,1,2,.333,4.47,10,9,0,0,0,0,46.1,50,24,23,7,12,2,37,2,0,1,195,1.338,9.7,1.4,2.3,7.2,3.08,1
Aaron Harang,25,4,3,.571,5.28,9,9,0,0,0,0,46.0,48,28,27,6,10,0,26,1,0,3,191,1.261,9.4,1.2,2.0,5.1,2.60,1
Jimmy Anderson*,27,1,5,.167,8.84,8,7,1,0,0,0,38.2,60,39,38,8,14,1,13,0,0,0,184,1.914,14.0,1.9,3.3,3.0,0.93,1
Kent Mercker*,35,0,2,.000,2.35,49,0,8,0,0,0,38.1,31,13,10,5,25,2,41,0,1,2,169,1.461,7.3,1.2,5.9,9.6,1.64,1
Todd Van Poppel,31,2,1,.667,4.54,9,4,1,0,0,0,35.2,31,18,18,7,6,0,25,1,1,0,144,1.037,7.8,1.8,1.5,6.3,4.17,1
Gabe White*,31,3,0,1.000,3.93,34,0,4,0,0,0,34.1,36,15,15,5,6,3,23,1,0,0,141,1.223,9.4,1.3,1.6,6.0,3.83,1
Dan Serafini*,29,1,3,.250,5.40,10,4,2,0,0,0,30.0,41,23,18,5,14,1,13,0,0,1,141,1.833,12.3,1.5,4.2,3.9,0.93,1
Seth Etherton,26,2,4,.333,6.90,7,7,0,0,0,0,30.0,39,23,23,4,15,1,17,3,0,0,145,1.800,11.7,1.2,4.5,5.1,1.13,1
Jeff Austin,26,2,3,.400,8.58,7,7,0,0,0,0,28.1,28,27,27,9,21,0,22,0,0,1,132,1.729,8.9,2.9,6.7,7.0,1.05,1
Scott Randall,27,2,5,.286,6.51,15,2,2,0,0,0,27.2,34,20,20,1,11,3,25,2,0,1,127,1.627,11.1,0.3,3.6,8.1,2.27,1
Jose Acevedo,25,2,0,1.000,2.67,5,4,1,1,0,0,27.0,17,8,8,3,6,1,23,1,0,1,103,0.852,5.7,1.0,2.0,7.7,3.83,1
Josh Hall,22,0,2,.000,6.57,6,5,1,0,0,0,24.2,33,22,18,4,15,1,18,0,0,0,121,1.946,12.0,1.5,5.5,6.6,1.20,1
Ryan Wagner,20,2,0,1.000,1.66,17,0,3,0,0,0,21.2,13,4,4,2,12,1,25,0,0,4,88,1.154,5.4,0.8,5.0,10.4,2.08,1
Phil Norton*,27,0,0,,2.45,17,0,2,0,0,0,14.2,7,4,4,0,6,0,7,0,0,0,54,0.886,4.3,0.0,3.7,4.3,1.17,1
Juan Cerros,26,0,0,,4.85,11,0,2,0,0,0,13.0,11,7,7,1,5,2,9,2,0,0,57,1.231,7.6,0.7,3.5,6.2,1.80,1
Joey Hamilton,32,0,0,,12.66,3,0,1,0,0,0,10.2,21,15,15,3,5,0,7,0,0,0,57,2.438,17.7,2.5,4.2,5.9,1.40,1
Josias Manzanillo,35,0,2,.000,12.66,9,0,1,0,0,0,10.2,21,20,15,7,4,0,12,0,0,0,59,2.344,17.7,5.9,3.4,10.1,3.00,1
Matt Belisle,23,1,1,.500,5.19,6,0,2,0,0,0,8.2,10,5,5,1,2,0,6,1,0,0,39,1.385,10.4,1.0,2.1,6.2,3.00,1
Joe Valentine,23,0,0,,18.00,2,0,1,0,0,0,2.0,5,4,4,1,1,0,1,0,0,0,12,3.000,22.5,4.5,4.5,4.5,1.00,1
Mark Watson*,29,0,0,,4.50,2,0,2,0,0,0,2.0,2,1,1,0,1,0,2,0,0,0,9,1.500,9.0,0.0,4.5,9.0,2.00,1
