Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Wilson Ramos,25,78,303,287,29,78,9,0,16,59,0,1,15,42,.272,.307,.470,.777,135,12,0,0,1,1,1
Adam LaRoche*,33,152,590,511,70,121,19,3,20,62,4,1,72,131,.237,.332,.403,.735,206,13,3,0,4,10,1
Anthony Rendon,23,98,394,351,40,93,23,1,7,35,1,1,31,69,.265,.329,.396,.725,139,7,5,2,5,3,1
Ian Desmond,27,158,655,600,77,168,38,3,20,80,21,6,43,145,.280,.331,.453,.784,272,16,5,2,5,3,1
Ryan Zimmerman,28,147,633,568,84,156,26,2,26,79,6,0,60,133,.275,.344,.465,.809,264,16,2,0,3,2,1
Bryce Harper*,20,118,497,424,71,116,24,3,20,58,11,4,61,94,.274,.368,.486,.854,206,4,5,3,4,4,1
Denard Span*,29,153,662,610,75,170,28,11,4,47,20,6,42,77,.279,.327,.380,.707,232,11,2,7,1,0,1
Jayson Werth,34,129,532,462,84,147,24,0,25,82,10,1,60,101,.318,.398,.532,.931,246,9,5,0,5,3,1
Steve Lombardozzi#,24,118,307,290,25,75,15,1,2,22,4,3,8,34,.259,.278,.338,.616,98,6,1,5,3,1,1
Kurt Suzuki,29,79,281,252,19,56,11,1,3,25,2,0,20,32,.222,.283,.310,.593,78,2,3,2,4,6,1
Tyler Moore,26,63,178,167,16,37,9,0,4,21,0,0,8,58,.222,.260,.347,.607,58,1,1,1,1,1,1
Danny Espinosa#,26,44,167,158,11,25,9,0,3,12,1,0,4,47,.158,.193,.272,.465,43,1,3,1,1,0,1
Roger Bernadina*,29,85,167,152,18,27,6,1,2,6,3,0,12,44,.178,.247,.270,.517,41,4,2,1,0,1,1
Chad Tracy*,33,92,136,129,6,26,4,0,4,11,0,2,7,25,.202,.243,.326,.568,42,2,0,0,0,0,1
Scott Hairston,33,33,62,58,5,13,3,0,2,7,0,0,2,19,.224,.246,.379,.625,22,0,0,1,1,0,1
Jhonatan Solano,27,24,50,48,2,7,2,0,0,2,0,1,2,7,.146,.180,.188,.368,9,4,0,0,0,0,1
Jeff Kobernus,25,24,36,30,8,5,0,0,1,1,3,2,5,6,.167,.306,.267,.572,8,0,1,0,0,0,1
Chris Marrero,24,8,16,16,0,2,0,0,0,1,0,0,0,4,.125,.125,.125,.250,2,0,0,0,0,0,1
Corey Brown*,27,14,15,12,2,2,1,0,1,1,1,0,3,4,.167,.333,.500,.833,6,1,0,0,0,0,1
Zach Walters#,23,8,9,8,2,3,0,1,0,1,0,0,1,0,.375,.444,.625,1.069,5,1,0,0,0,0,1
Eury Perez,23,9,8,8,1,1,0,0,0,0,1,0,0,3,.125,.125,.125,.250,1,0,0,0,0,0,1
David DeJesus*,33,3,4,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,1
Sandy Leon#,24,2,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
