Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Angel Bastardo,22,17,65,61,7,16,3,0,0,4,1,0,4,13,.262,.308,.311,.619,19,2,0,0,0,0,,0
Carlos Batista,19,45,180,171,16,40,8,0,3,29,0,2,8,49,.234,.267,.333,.600,57,6,0,0,1,0,,0
Raul Centile#,20,9,28,24,2,4,0,0,0,1,1,0,4,7,.167,.286,.167,.452,4,0,0,0,0,0,,0
Jesus Colmenter#,17,36,147,140,15,34,6,0,0,12,4,2,6,39,.243,.272,.286,.558,40,1,0,0,1,0,,0
Michael Edge,20,29,107,92,9,19,1,0,0,9,1,2,9,26,.207,.279,.217,.496,20,0,1,3,2,0,,0
Francis Finnerty#,18,37,146,131,12,31,2,0,1,15,0,2,12,34,.237,.301,.275,.576,36,3,1,0,2,0,,0
Oscar Garcia,18,56,242,194,39,56,9,1,5,41,17,4,33,42,.289,.402,.423,.825,82,6,8,1,6,0,,0
Justin Griffin,22,14,42,39,7,7,2,0,0,1,0,1,1,13,.179,.238,.231,.469,9,0,2,0,0,0,,0
Will Hartley#,18,48,197,151,19,24,3,0,4,14,3,0,41,51,.159,.355,.258,.614,39,0,5,0,0,0,,0
Chris Jackson,20,22,71,59,8,9,2,0,0,5,0,0,10,16,.153,.296,.186,.482,11,1,2,0,0,0,,0
Eric Johnson,21,39,180,147,26,34,9,1,3,22,13,1,25,29,.231,.367,.367,.734,54,3,7,0,1,0,,0
Denys Lantigua,19,14,49,45,7,6,1,0,0,2,1,0,4,8,.133,.204,.156,.360,7,0,0,0,0,0,,0
Carlos Lugo,19,25,77,71,5,10,0,1,0,5,1,1,1,31,.141,.187,.169,.356,12,1,3,2,0,0,,0
Brody Lynn#,18,37,145,121,17,17,0,0,2,9,2,4,19,56,.140,.264,.190,.454,23,5,2,1,2,0,,0
Gilberto Morla,19,5,11,9,0,1,0,0,0,0,0,1,1,6,.111,.273,.111,.384,1,0,1,0,0,0,,0
Kyle Moyer*,18,38,154,132,15,35,5,0,1,10,0,0,21,40,.265,.364,.326,.689,43,2,0,0,1,2,,0
Henry Pichardo,22,62,254,233,44,61,12,3,4,32,8,5,14,30,.262,.306,.391,.696,91,8,2,2,3,0,,0
Jim Rickon,23,31,116,96,16,29,5,0,4,17,2,1,19,25,.302,.422,.479,.902,46,2,1,0,0,0,,0
Travis Santini,18,44,182,169,17,48,6,2,4,29,0,1,10,45,.284,.326,.414,.740,70,5,1,1,1,1,,0
J.J. Sherrill#,18,64,293,233,55,48,11,6,3,24,28,9,29,64,.206,.358,.343,.701,80,0,26,5,0,0,,0
20 Players,19.2,70,2686,2318,336,529,85,14,34,281,82,36,271,624,.228,.323,.321,.644,744,45,62,15,20,3,,0
