Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Derek Lowe,33,16,8,.667,3.63,35,34,1,1,0,0,218.0,221,97,88,14,55,2,123,5,2,3,913,1.266,9.1,0.6,2.3,5.1,2.24,1
Brad Penny,28,16,9,.640,4.33,34,33,0,0,0,0,189.0,206,94,91,19,54,4,148,9,0,6,813,1.376,9.8,0.9,2.6,7.0,2.74,1
Aaron Sele,36,8,6,.571,4.53,28,15,4,0,0,0,103.1,120,57,52,11,30,2,57,2,0,3,451,1.452,10.5,1.0,2.6,5.0,1.90,1
Chad Billingsley,21,7,4,.636,3.80,18,16,0,0,0,0,90.0,92,43,38,7,58,3,59,3,0,5,403,1.667,9.2,0.7,5.8,5.9,1.02,1
Mark Hendrickson*,32,2,7,.222,4.68,18,12,0,0,0,0,75.0,92,45,39,7,28,0,48,2,1,2,342,1.600,11.0,0.8,3.4,5.8,1.71,1
Greg Maddux,40,6,3,.667,3.30,12,12,0,0,0,0,73.2,66,31,27,6,14,4,36,0,0,0,290,1.086,8.1,0.7,1.7,4.4,2.57,1
Takashi Saito,36,6,2,.750,2.07,72,0,48,0,0,24,78.1,48,19,18,3,23,3,107,2,0,2,303,0.906,5.5,0.3,2.6,12.3,4.65,1
Brett Tomko,33,8,7,.533,4.73,44,15,2,0,0,0,112.1,123,67,59,17,29,0,76,2,1,3,491,1.353,9.9,1.4,2.3,6.1,2.62,1
Jonathan Broxton,22,4,1,.800,2.59,68,0,20,0,0,3,76.1,61,25,22,7,33,6,97,1,0,7,320,1.231,7.2,0.8,3.9,11.4,2.94,1
Joe Beimel*,29,2,1,.667,2.96,62,0,10,0,0,2,70.0,70,26,23,7,21,3,30,0,1,6,295,1.300,9.0,0.9,2.7,3.9,1.43,1
Danys Báez,28,5,5,.500,4.35,46,0,27,0,0,9,49.2,53,29,24,3,11,2,29,6,0,3,213,1.289,9.6,0.5,2.0,5.3,2.64,1
Jae Weong Seo,29,2,4,.333,5.78,19,10,5,0,0,0,67.0,75,45,43,14,25,1,49,1,1,1,296,1.493,10.1,1.9,3.4,6.6,1.96,1
Hung-Chih Kuo*,24,1,5,.167,4.22,28,5,6,0,0,0,59.2,54,30,28,3,33,5,71,1,0,2,258,1.458,8.1,0.5,5.0,10.7,2.15,1
Odalis Perez*,28,4,4,.500,6.83,20,8,6,0,0,0,59.1,89,49,45,9,13,1,33,2,1,4,275,1.719,13.5,1.4,2.0,5.0,2.54,1
Tim Hamulack*,29,0,3,.000,6.35,33,0,12,0,0,0,34.0,36,28,24,7,22,1,34,2,1,2,161,1.706,9.5,1.9,5.8,9.0,1.55,1
Giovanni Carrara,38,0,1,.000,4.55,25,0,9,0,0,1,27.2,27,14,14,5,7,0,25,1,0,1,116,1.229,8.8,1.6,2.3,8.1,3.57,1
Elmer Dessens,35,0,1,.000,4.70,19,0,2,0,0,0,23.0,23,12,12,4,9,2,16,0,0,1,100,1.391,9.0,1.6,3.5,6.3,1.78,1
Franquelis Osoria,24,0,2,.000,7.13,12,0,1,0,0,0,17.2,27,14,14,4,9,1,13,1,0,0,86,2.038,13.8,2.0,4.6,6.6,1.44,1
Eric Stults*,26,1,0,1.000,5.60,6,2,2,0,0,0,17.2,17,12,11,4,7,0,5,0,0,0,73,1.358,8.7,2.0,3.6,2.5,0.71,1
Lance Carter,31,0,1,.000,8.49,10,0,2,0,0,0,11.2,17,11,11,1,8,0,5,0,0,2,59,2.143,13.1,0.8,6.2,3.9,0.63,1
Yhency Brazoban,26,0,0,,5.40,5,0,2,0,0,0,5.0,7,3,3,0,2,0,4,0,0,1,23,1.800,12.6,0.0,3.6,7.2,2.00,1
Eric Gagne,30,0,0,,0.00,2,0,2,0,0,1,2.0,0,0,0,0,1,0,3,1,0,0,8,0.500,0.0,0.0,4.5,13.5,3.00,1
