Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Dontrelle Willis*,24,12,12,.500,3.87,34,34,0,4,1,0,223.1,234,106,96,21,83,6,160,19,1,6,975,1.419,9.4,0.8,3.3,6.4,1.93,1,2006,MLB,MIA
Scott Olsen*,22,12,10,.545,4.04,31,31,0,0,0,0,180.2,160,94,81,23,75,1,166,7,0,8,761,1.301,8.0,1.1,3.7,8.3,2.21,1,2006,MLB,MIA
Josh Johnson,22,12,7,.632,3.10,31,24,1,0,0,0,157.0,136,63,54,14,68,6,133,4,1,3,659,1.299,7.8,0.8,3.9,7.6,1.96,1,2006,MLB,MIA
Ricky Nolasco,23,11,11,.500,4.82,35,22,0,0,0,0,140.0,157,86,75,20,41,5,99,10,0,7,613,1.414,10.1,1.3,2.6,6.4,2.41,1,2006,MLB,MIA
Brian Moehler,34,7,11,.389,6.57,29,21,2,0,0,0,122.0,164,95,89,19,38,3,58,5,1,2,556,1.656,12.1,1.4,2.8,4.3,1.53,1,2006,MLB,MIA
Anibal Sanchez,22,10,3,.769,2.83,18,17,0,2,1,0,114.1,90,39,36,9,46,1,72,4,1,4,469,1.190,7.1,0.7,3.6,5.7,1.57,1,2006,MLB,MIA
Joe Borowski,35,3,3,.500,3.75,72,0,60,0,0,36,69.2,63,31,29,7,33,7,64,2,0,1,304,1.378,8.1,0.9,4.3,8.3,1.94,1,2006,MLB,MIA
Matt Herges,36,2,3,.400,4.31,66,0,21,0,0,0,71.0,94,42,34,5,28,5,36,3,0,1,328,1.718,11.9,0.6,3.5,4.6,1.29,1,2006,MLB,MIA
Randy Messenger,24,2,7,.222,5.67,59,0,10,0,0,0,60.1,72,42,38,8,24,2,45,1,0,3,275,1.591,10.7,1.2,3.6,6.7,1.88,1,2006,MLB,MIA
Taylor Tankersley*,23,2,1,.667,2.85,49,0,10,0,0,3,41.0,33,14,13,4,26,5,46,1,0,3,178,1.439,7.2,0.9,5.7,10.1,1.77,1,2006,MLB,MIA
Logan Kensing,23,1,3,.250,4.54,37,0,10,0,0,1,37.2,30,19,19,6,19,2,45,3,0,0,161,1.301,7.2,1.4,4.5,10.8,2.37,1,2006,MLB,MIA
Jason Vargas*,23,1,2,.333,7.33,12,5,3,0,0,0,43.0,50,39,35,9,30,3,25,4,0,2,213,1.860,10.5,1.9,6.3,5.2,0.83,1,2006,MLB,MIA
Sergio Mitre,25,1,5,.167,5.71,15,7,3,0,0,0,41.0,44,28,26,7,20,3,31,6,0,1,189,1.561,9.7,1.5,4.4,6.8,1.55,1,2006,MLB,MIA
Renyel Pinto*,23,0,0,,3.03,27,0,7,0,0,1,29.2,20,12,10,3,27,0,36,1,0,4,135,1.584,6.1,0.9,8.2,10.9,1.33,1,2006,MLB,MIA
Yusmeiro Petit,21,1,1,.500,9.57,15,1,5,0,0,0,26.1,46,28,28,7,9,1,20,0,0,0,129,2.089,15.7,2.4,3.1,6.8,2.22,1,2006,MLB,MIA
Chris Resop,23,1,2,.333,3.38,22,0,10,0,0,0,21.1,26,9,8,1,16,5,10,1,0,0,101,1.969,11.0,0.4,6.8,4.2,0.63,1,2006,MLB,MIA
Todd Wellemeyer,27,0,2,.000,5.48,18,0,6,0,0,0,21.1,20,13,13,1,13,1,17,2,0,2,97,1.547,8.4,0.4,5.5,7.2,1.31,1,2006,MLB,MIA
Franklyn German,26,0,0,,3.00,12,0,3,0,0,0,12.0,7,4,4,1,14,2,6,1,0,0,57,1.750,5.3,0.8,10.5,4.5,0.43,1,2006,MLB,MIA
Jose Garcia,21,0,0,,4.91,5,0,1,0,0,0,11.0,10,6,6,1,5,0,8,0,0,0,48,1.364,8.2,0.8,4.1,6.5,1.60,1,2006,MLB,MIA
Carlos Martinez,24,0,1,.000,1.74,12,0,4,0,0,0,10.1,9,2,2,0,6,0,11,0,0,0,44,1.452,7.8,0.0,5.2,9.6,1.83,1,2006,MLB,MIA
Jeff Fulchino,26,0,0,,0.00,1,0,0,0,0,0,0.1,0,0,0,0,1,0,0,0,0,0,2,3.000,0.0,0.0,27.0,0.0,0.00,1,2006,MLB,MIA
