Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Winston Abreu,23,3,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Rich Amaral,38,7,26,22,3,3,1,0,0,0,0,0,4,6,.136,.269,.182,.451,4,1,0,0,0,0,1,2000,AAA,ATL
Steve Avery*,30,4,2,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,2,0,0,1,2000,AAA,ATL
Andy Barkett*,27,75,283,260,22,63,17,1,6,38,4,2,16,37,.242,.288,.385,.673,100,6,2,2,3,1,1,2000,AAA,ATL
Ian Calais,23,8,26,15,4,5,2,0,0,2,0,2,11,4,.333,.615,.467,1.082,7,0,0,0,0,0,0,2000,AAA,ATL
Jose Cepeda,25,4,16,15,2,3,0,0,0,0,0,0,1,2,.200,.250,.200,.450,3,0,0,0,0,0,0,2000,AAA,ATL
Bruce Chen*,23,1,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Mark DeRosa,25,101,421,370,62,108,22,3,3,35,13,4,38,36,.292,.359,.392,.751,145,13,3,6,4,0,1,2000,AAA,ATL
Richard Dishman,25,11,7,7,0,1,0,0,0,0,0,0,0,1,.143,.143,.143,.286,1,0,0,0,0,0,0,2000,AAA,ATL
Derrin Ebert,23,32,19,14,0,1,0,0,0,0,0,0,3,6,.071,.235,.071,.307,1,0,0,2,0,0,1,2000,AAA,ATL
Jason Flach,26,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2000,AAA,ATL
Matt Gawer*,22,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2000,AAA,ATL
Jeff Granger,28,10,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Tommy Harrison,28,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,0,2000,AAA,ATL
Wes Helms,24,136,580,539,74,155,27,7,20,88,0,6,27,92,.288,.325,.475,.800,256,10,6,2,6,2,1,2000,AAA,ATL
Jeff Horn,29,13,37,32,2,6,3,0,1,5,0,0,3,11,.188,.278,.375,.653,12,0,1,1,0,0,0,2000,AAA,ATL
Mike Hubbard,29,70,250,224,33,66,8,1,6,31,4,3,22,24,.295,.360,.420,.780,94,6,2,0,2,0,1,2000,AAA,ATL
Brian Hunter,32,2,9,8,2,1,0,0,1,1,1,0,1,1,.125,.222,.500,.722,4,1,0,0,0,0,1,2000,AAA,ATL
Ricardo Jordan*,30,39,2,2,0,1,1,0,0,0,0,0,0,1,.500,.500,1.000,1.500,2,0,0,0,0,0,1,2000,AAA,ATL
Michel Laplante,30,8,3,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,1,0,0,0,2000,AAA,ATL
Garrett Lee,23,2,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,0,2000,AAA,ATL
Kerry Ligtenberg,29,5,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
George Lombard*,24,112,493,424,72,117,25,7,10,48,32,9,55,130,.276,.365,.439,.803,186,3,6,5,3,3,1,2000,AAA,ATL
Jason Marquis*,21,6,3,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Lou Martinez,23,28,77,71,3,12,3,1,0,2,2,0,2,12,.169,.189,.239,.429,17,0,0,3,1,1,0,2000,AAA,ATL
Pablo Martinez#,31,41,147,128,7,27,5,1,0,12,8,1,13,23,.211,.282,.266,.547,34,4,0,5,1,0,1,2000,AAA,ATL
Pascual Matos,25,70,244,230,21,55,9,2,4,21,1,1,8,65,.239,.274,.348,.622,80,5,3,3,0,0,1,2000,AAA,ATL
Gabe Molina,25,9,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Mike Moore,29,24,70,63,10,11,5,0,2,5,0,0,6,28,.175,.257,.349,.606,22,2,1,0,0,0,0,2000,AAA,ATL
Mark Mortimer,24,4,12,10,1,2,0,0,0,1,0,0,1,1,.200,.333,.200,.533,2,0,1,0,0,0,0,2000,AAA,ATL
Damian Moss,23,30,22,18,3,5,2,0,0,2,0,0,3,7,.278,.381,.389,.770,7,0,0,1,0,0,1,2000,AAA,ATL
Jimmy Osting,23,3,3,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,1,0,0,1,2000,AAA,ATL
Delvis Pacheco,22,25,5,5,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,0,2000,AAA,ATL
Tyrone Pendergrass#,23,115,466,407,47,84,14,3,0,32,13,7,47,83,.206,.293,.256,.548,104,6,4,5,3,1,0,2000,AAA,ATL
Chris Petersen,29,79,275,252,12,57,10,0,0,21,2,4,14,42,.226,.271,.266,.537,67,4,2,6,1,0,1,2000,AAA,ATL
Tim Pugh,33,18,10,10,0,1,0,0,0,1,0,0,0,3,.100,.100,.100,.200,1,0,0,0,0,0,1,2000,AAA,ATL
Harvey Pulliam,32,21,67,59,7,16,5,0,2,4,0,0,6,9,.271,.358,.458,.816,27,1,2,0,0,0,1,2000,AAA,ATL
Luis Rivera,22,8,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Toby Rumfield,27,127,472,430,61,116,18,0,19,70,4,7,32,59,.270,.324,.444,.768,191,9,4,3,3,1,0,2000,AAA,ATL
Chris Seelbach,27,29,16,13,0,1,0,0,0,0,0,0,2,5,.077,.200,.077,.277,1,0,0,1,0,0,1,2000,AAA,ATL
Steve Sisco,30,75,303,275,46,81,16,0,12,35,3,2,21,46,.295,.347,.484,.830,133,4,2,3,2,2,1,2000,AAA,ATL
Dan Smith*,31,53,2,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
Stewart Smothers,24,5,19,18,3,1,0,0,0,0,0,0,1,9,.056,.105,.056,.161,1,0,0,0,0,0,0,2000,AAA,ATL
Dave Stevens,30,51,5,5,0,1,0,0,0,0,0,0,0,2,.200,.200,.200,.400,1,0,0,0,0,0,1,2000,AAA,ATL
Pedro Swann*,29,125,504,442,70,135,22,2,9,57,6,5,54,68,.305,.386,.425,.812,188,10,5,2,1,6,1,2000,AAA,ATL
Tim Unroe,29,121,455,418,59,116,28,2,24,87,2,4,27,114,.278,.330,.526,.857,220,10,7,1,2,0,1,2000,AAA,ATL
Ismael Villegas,23,41,3,3,0,1,0,0,0,0,0,0,0,0,.333,.333,.333,.667,1,0,0,0,0,0,1,2000,AAA,ATL
Don Wengert,30,29,15,9,0,1,1,0,0,0,0,0,3,4,.111,.333,.222,.556,2,0,0,3,0,0,1,2000,AAA,ATL
Joe Winkelsas,26,4,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2000,AAA,ATL
