Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Charles Johnson,26,102,376,346,31,75,13,0,12,35,0,1,29,99,.217,.279,.358,.638,124,9,1,0,0,1,1
Eric Karros,30,139,564,507,59,150,20,1,23,87,7,2,47,93,.296,.355,.475,.830,241,7,3,0,7,1,1
Eric Young Sr.,31,117,513,452,78,129,24,1,8,43,42,13,45,32,.285,.355,.396,.751,179,4,5,9,2,0,1
Jose Vizcaino#,30,67,267,237,30,62,9,0,3,29,7,3,17,35,.262,.311,.338,.649,80,4,1,10,2,0,1
Adrian Beltre,19,77,214,195,18,42,9,0,7,22,3,1,14,37,.215,.278,.369,.648,72,4,3,2,0,0,1
Matt Luke*,27,102,257,237,34,56,12,1,12,34,2,1,17,60,.236,.289,.447,.736,106,4,1,1,1,2,1
Raul Mondesi,27,148,617,580,85,162,26,5,30,90,16,10,30,112,.279,.316,.497,.813,288,8,3,0,4,4,1
Gary Sheffield,29,90,383,301,52,95,16,1,16,57,18,5,69,30,.316,.444,.535,.979,161,4,6,0,7,11,1
Roger Cedeno#,23,105,271,240,33,58,11,1,2,17,8,2,27,57,.242,.317,.321,.638,77,1,0,3,1,2,1
Bobby Bonilla#,35,72,271,236,28,56,6,1,7,30,1,1,29,37,.237,.315,.360,.675,85,10,0,0,5,3,1
Juan Castro,26,89,246,220,25,43,7,0,2,14,0,0,15,37,.195,.245,.255,.499,56,5,0,9,2,0,1
Trent Hubbard,34,94,235,208,29,62,9,1,7,18,9,5,18,46,.298,.358,.452,.810,94,5,3,3,3,0,1
Mark Grudzielanek,28,51,206,193,11,51,6,0,2,21,7,0,5,23,.264,.286,.326,.612,63,7,2,3,3,1,1
Wilton Guerrero#,23,64,190,180,21,51,4,3,0,7,5,2,4,33,.283,.299,.339,.638,61,3,1,3,2,0,1
Todd Hollandsworth*,25,55,187,175,23,47,6,4,3,20,4,3,9,42,.269,.308,.400,.708,70,2,1,2,0,0,1
Todd Zeile,32,40,170,158,22,40,6,1,7,27,1,1,10,24,.253,.300,.437,.737,69,5,1,0,1,0,1
Mike Piazza,29,37,161,149,20,42,5,0,9,30,0,0,11,27,.282,.329,.497,.826,74,3,0,0,1,4,1
Paul Konerko,22,49,158,144,14,31,1,0,4,16,0,1,10,30,.215,.272,.306,.578,44,5,2,0,2,0,1
Jim Eisenreich*,39,75,140,127,12,25,2,2,0,6,4,0,12,22,.197,.266,.244,.510,31,2,0,1,0,1,1
Tom Prince,33,37,92,81,7,15,5,1,0,5,0,0,7,24,.185,.267,.272,.538,22,0,2,2,0,1,1
Thomas Howard#,33,47,79,76,9,14,4,0,2,4,1,0,3,15,.184,.215,.316,.531,24,2,0,0,0,0,1
Alex Cora*,22,29,38,33,1,4,0,1,0,0,0,0,2,8,.121,.194,.182,.376,6,0,1,2,0,0,1
Mike Devereaux,35,9,16,13,0,4,1,0,0,1,0,1,3,2,.308,.438,.385,.822,5,2,0,0,0,0,1
Paul Lo Duca,26,6,14,14,2,4,1,0,0,1,0,0,0,1,.286,.286,.357,.643,5,0,0,0,0,0,1
Angel Pena,23,6,13,13,1,3,0,0,0,0,0,0,0,6,.231,.231,.231,.462,3,0,0,0,0,0,1
Damon Hollins,24,5,9,9,1,2,0,0,0,2,0,1,0,2,.222,.222,.222,.444,2,0,0,0,0,0,1
Tripp Cromer,30,6,6,6,1,1,0,0,1,1,0,0,0,2,.167,.167,.667,.833,4,0,0,0,0,0,1
Mike Metcalfe,25,4,1,1,0,0,0,0,0,0,2,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1
