Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
John Flaherty,31,117,482,446,53,124,19,0,14,71,0,2,19,64,.278,.310,.415,.725,185,14,6,1,10,0,1,1999,MLB,TBR
Fred McGriff*,35,144,620,529,75,164,30,1,32,104,1,0,86,107,.310,.405,.552,.957,292,12,1,0,4,11,1,1999,MLB,TBR
Miguel Cairo,25,120,508,465,61,137,15,5,3,36,22,7,24,46,.295,.335,.368,.703,171,13,7,7,5,0,1,1999,MLB,TBR
Kevin Stocker#,29,79,286,254,39,76,11,2,1,27,9,7,24,41,.299,.369,.370,.739,94,4,4,4,0,0,1,1999,MLB,TBR
Wade Boggs*,41,90,334,292,40,88,14,1,2,29,1,0,38,23,.301,.377,.377,.754,110,14,0,0,4,2,1,1999,MLB,TBR
Bubba Trammell,27,82,328,283,49,82,19,0,14,39,0,2,43,37,.290,.384,.505,.889,143,7,1,0,1,1,1,1999,MLB,TBR
Randy Winn#,25,79,324,303,44,81,16,4,2,24,9,9,17,63,.267,.307,.366,.673,111,3,1,1,2,0,1,1999,MLB,TBR
Dave Martinez*,34,143,594,514,79,146,25,5,6,66,13,6,60,76,.284,.361,.387,.748,199,6,5,10,5,3,1,1999,MLB,TBR
Jose Canseco,34,113,502,430,75,120,18,1,34,95,3,0,58,135,.279,.369,.563,.931,242,14,7,0,7,3,1,1999,MLB,TBR
Paul Sorrento*,33,99,348,294,40,69,14,1,11,42,1,1,49,101,.235,.351,.401,.752,118,4,4,0,1,1,1,1999,MLB,TBR
Aaron Ledesma,28,93,312,294,32,78,15,0,0,30,1,1,14,35,.265,.305,.316,.622,93,14,3,1,0,1,1,1999,MLB,TBR
Herbert Perry,29,66,239,209,29,53,10,1,6,32,0,0,16,42,.254,.331,.397,.728,83,13,10,0,4,1,1,1999,MLB,TBR
Bob Smith,25,68,219,199,18,36,4,1,3,19,4,4,16,64,.181,.244,.256,.501,51,8,1,2,1,0,1,1999,MLB,TBR
Terrell Lowery,28,66,206,185,25,48,15,1,2,17,0,2,19,53,.259,.330,.384,.714,71,1,1,0,1,0,1,1999,MLB,TBR
Mike Difelice,30,51,191,179,21,55,11,0,6,27,0,0,8,23,.307,.346,.469,.815,84,1,3,0,1,0,1,1999,MLB,TBR
Jose Guillen,23,47,186,168,24,41,10,0,2,13,0,0,10,36,.244,.312,.339,.651,57,9,7,0,1,1,1,1999,MLB,TBR
Quinton McCracken#,28,40,165,148,20,37,6,1,1,18,6,5,14,23,.250,.317,.324,.641,48,7,1,1,1,0,1,1999,MLB,TBR
Tony Graffanino,27,39,142,130,20,41,9,4,2,19,3,2,9,22,.315,.364,.492,.857,64,1,1,2,0,0,1,1999,MLB,TBR
David Lamb#,24,55,134,124,18,28,5,1,1,13,0,1,10,18,.226,.284,.306,.590,38,4,0,0,0,0,1,1999,MLB,TBR
Danny Clyburn,25,28,89,81,8,16,4,0,3,5,0,0,7,21,.198,.270,.358,.628,29,5,1,0,0,0,1,1999,MLB,TBR
Rich Butler*,26,7,22,20,2,3,1,0,0,0,0,0,2,4,.150,.227,.200,.427,4,0,0,0,0,0,1,1999,MLB,TBR
Steve Cox*,24,6,19,19,0,4,1,0,0,0,0,0,0,2,.211,.211,.263,.474,5,2,0,0,0,0,1,1999,MLB,TBR
Julio Franco,40,1,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,0,0,0,0,0,0,1,1999,MLB,TBR
