Pos,Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
SP,Zach Davies,24,17,9,.654,3.90,33,33,0,0,0,0,191.1,204,90,83,20,55,3,124,9,0,2,817,112,4.22,1.354,9.6,0.9,2.6,5.8,2.25,1
SP,Jimmy Nelson,28,12,6,.667,3.49,29,29,0,1,0,0,175.1,171,75,68,16,48,1,199,9,1,6,728,126,3.05,1.249,8.8,0.8,2.5,10.2,4.15,1
SP,Chase Anderson,29,12,4,.750,2.74,25,25,0,0,0,0,141.1,113,47,43,14,41,1,133,7,0,0,569,160,3.58,1.090,7.2,0.9,2.6,8.5,3.24,1
SP,Matt Garza,33,6,9,.400,4.94,24,22,1,0,0,0,114.2,121,72,63,17,45,4,79,1,0,4,504,89,4.91,1.448,9.5,1.3,3.5,6.2,1.76,1
SP,Brent Suter*,27,3,2,.600,3.42,22,14,1,0,0,0,81.2,83,33,31,8,22,2,64,2,0,1,341,129,3.75,1.286,9.1,0.9,2.4,7.1,2.91,1
SP,Junior Guerra,32,1,4,.200,5.12,21,14,2,0,0,0,70.1,61,44,40,18,43,0,67,4,0,5,314,86,6.58,1.479,7.8,2.3,5.5,8.6,1.56,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CL,Corey Knebel,25,1,4,.200,1.78,76,0,48,0,0,39,76.0,48,15,15,6,40,5,126,2,0,2,309,248,2.53,1.158,5.7,0.7,4.7,14.9,3.15,1
RP,Carlos Torres,34,4,4,.500,4.21,67,0,16,0,0,1,72.2,78,37,34,10,33,1,56,3,0,4,322,105,4.89,1.528,9.7,1.2,4.1,6.9,1.70,1
RP,Jacob Barnes,27,3,4,.429,4.00,73,0,8,0,0,2,72.0,57,35,32,8,33,4,80,3,0,6,304,110,3.88,1.250,7.1,1.0,4.1,10.0,2.42,1
RP,Jared Hughes,31,5,3,.625,3.02,67,0,15,0,0,1,59.2,49,21,20,4,24,5,48,6,0,6,244,146,3.93,1.223,7.4,0.6,3.6,7.2,2.00,1
RP,Oliver Drake,30,3,5,.375,4.44,61,0,14,0,0,1,52.2,57,28,26,6,22,2,59,0,1,2,233,99,3.65,1.500,9.7,1.0,3.8,10.1,2.68,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Wily Peralta,28,5,4,.556,7.85,19,8,4,0,0,0,57.1,73,51,50,10,32,2,52,1,0,5,269,56,5.34,1.831,11.5,1.6,5.0,8.2,1.63,1
,Josh Hader*,23,2,3,.400,2.08,35,0,2,0,0,0,47.2,25,11,11,4,22,1,68,4,0,0,188,213,3.03,0.986,4.7,0.8,4.2,12.8,3.09,1
,Brandon Woodruff,24,2,3,.400,4.81,8,8,0,0,0,0,43.0,43,23,23,5,14,1,32,3,0,0,184,92,4.37,1.326,9.0,1.0,2.9,6.7,2.29,1
,Anthony Swarzak,31,2,1,.667,2.48,29,0,1,0,0,1,29.0,21,9,8,4,9,2,39,2,0,0,117,179,3.40,1.034,6.5,1.2,2.8,12.1,4.33,1
,Neftali Feliz,29,1,5,.167,6.00,29,0,21,0,0,8,27.0,23,22,18,8,15,2,21,0,0,0,115,74,7.12,1.407,7.7,2.7,5.0,7.0,1.40,1
,Jeremy Jeffress,29,4,0,1.000,3.65,22,1,2,0,0,0,24.2,24,10,10,2,15,2,22,0,0,3,112,122,4.25,1.581,8.8,0.7,5.5,8.0,1.47,1
,Rob Scahill,30,1,3,.250,4.43,18,0,6,0,0,0,22.1,21,14,11,3,10,4,10,3,0,2,97,100,5.76,1.388,8.5,1.2,4.0,4.0,1.00,1
,Tommy Milone*,30,1,0,1.000,6.43,6,3,1,0,0,1,21.0,29,15,15,6,2,0,16,0,0,0,93,69,5.63,1.476,12.4,2.6,0.9,6.9,8.00,1
,Paolo Espino,30,0,0,,6.11,6,2,3,0,0,0,17.2,17,13,12,5,8,0,13,3,0,0,82,73,7.23,1.415,8.7,2.5,4.1,6.6,1.63,1
,Jhan Marinez,28,0,2,.000,5.40,15,0,3,0,0,0,16.2,23,12,10,2,11,2,14,1,0,2,81,83,5.20,2.040,12.4,1.1,5.9,7.6,1.27,1
,Aaron Wilkerson,28,1,0,1.000,3.48,3,2,1,0,0,0,10.1,6,4,4,1,1,0,7,0,0,0,37,130,3.35,0.677,5.2,0.9,0.9,6.1,7.00,1
,Michael Blazek,28,0,1,.000,8.31,5,1,2,0,0,0,8.2,12,9,8,6,1,0,7,0,0,0,37,55,10.89,1.500,12.5,6.2,1.0,7.3,7.00,1
,Taylor Williams,25,0,0,,1.93,5,0,5,0,0,0,4.2,4,1,1,0,2,0,4,0,0,0,20,244,2.73,1.286,7.7,0.0,3.9,7.7,2.00,1
,Jorge Lopez,24,0,0,,4.50,1,0,1,0,0,0,2.0,4,1,1,0,1,0,0,0,0,0,10,114,4.66,2.500,18.0,0.0,4.5,0.0,0.00,1
,Tyler Webb*,26,0,0,,9.00,2,0,1,0,0,0,2.0,6,2,2,1,1,1,3,0,0,0,13,57,8.16,3.500,27.0,4.5,4.5,13.5,3.00,1
,Wei-Chung Wang*,25,0,0,,13.50,8,0,1,0,0,0,1.1,5,2,2,1,0,0,2,0,0,0,9,41,9.91,3.750,33.8,6.8,0.0,13.5,,1
,Hernan Perez,26,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,0,0,0,0,0,5,,6.16,2.000,9.0,0.0,9.0,0.0,0.00,1
,David Goforth,28,0,0,,0.00,1,0,1,0,0,0,1.0,0,0,0,0,1,0,0,0,0,0,4,,6.16,1.000,0.0,0.0,9.0,0.0,0.00,1
,Taylor Jungmann,27,0,0,,13.50,1,0,0,0,0,0,0.2,2,1,1,0,1,0,1,1,0,0,6,50,9.16,4.500,27.0,0.0,13.5,13.5,1.00,1
,Team Totals,28.3,86,76,.531,4.00,162,162,161,1,0,54,1445.2,1381,697,642,185,553,45,1346,64,2,50,6164,110,4.24,1.338,8.6,1.2,3.4,8.4,2.43,1
,Rank in 15 NL teams,,6,10,,5,,,,11,2,1,5 ,5,5,5,6,9,,7,,,,,,,,,,,,,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
