Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,Notes,MLB
Ging Aaron,20,1,1,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,,0
Brandon Backe,22,112,426,376,38,93,25,6,1,34,3,6,31,99,.247,.318,.354,.671,133,8,10,4,5,2,,1
Ryan Ballard,24,14,45,39,2,6,2,0,0,1,0,0,5,18,.154,.250,.205,.455,8,1,0,1,0,0,,0
Andy Beinbrink,23,130,534,475,70,141,28,0,7,58,3,4,43,70,.297,.361,.400,.761,190,10,8,2,6,3,,0
Jorge Cantu,18,36,137,130,18,38,5,2,1,14,4,2,3,13,.292,.313,.385,.698,50,3,1,3,0,0,,1
Matt Diaz,22,106,420,392,37,106,21,3,6,53,2,3,11,54,.270,.305,.385,.691,151,21,11,1,5,0,,1
Iker Franco,19,1,4,4,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,0,0,0,0,0,0,,0
Steve Goodson*,21,105,398,351,30,76,5,4,0,23,5,1,41,85,.217,.298,.254,.551,89,10,0,5,1,5,,0
Jack Joffrion,24,67,239,218,14,47,13,0,3,22,4,6,12,64,.216,.267,.317,.583,69,3,4,3,2,0,,0
Pete LaForest*,22,129,542,474,85,128,28,7,14,70,2,4,56,108,.270,.351,.447,.798,212,4,6,1,5,4,,1
Derek Mann*,22,65,228,195,25,48,7,3,2,14,5,3,21,28,.246,.323,.344,.666,67,3,2,8,2,0,,0
Jeremy Murch*,21,26,106,100,11,23,8,0,2,9,4,0,6,25,.230,.274,.370,.644,37,1,0,0,0,0,,0
Nestor Pérez,23,47,208,193,16,48,8,0,0,13,3,2,9,21,.249,.282,.290,.572,56,4,0,6,0,0,,0
Tony Pigott,24,62,251,243,36,65,12,1,2,17,11,5,6,50,.267,.288,.350,.638,85,2,1,1,0,0,,0
Matt Quatraro,26,15,51,49,6,10,1,1,1,3,0,0,2,14,.204,.235,.327,.562,16,4,0,0,0,0,,0
Damian Rolls,22,5,20,16,2,3,2,0,0,0,1,0,2,3,.188,.316,.313,.628,5,0,1,1,0,0,,1
Kelvin Ryan,21,84,299,279,26,50,11,2,3,27,5,5,13,56,.179,.226,.265,.491,74,8,4,2,1,0,,0
Rod Smith#,24,36,164,142,27,41,14,2,1,10,18,5,21,37,.289,.380,.437,.817,62,2,0,1,0,0,,0
Miguel Suriel,23,94,368,325,44,80,14,0,4,32,3,5,31,54,.246,.311,.326,.637,106,3,2,5,5,0,,0
Jose Velazquez*,24,135,551,513,60,152,30,2,10,79,2,2,29,48,.296,.336,.421,.757,216,16,4,0,5,5,,0
Bolivar Volquez,19,12,37,33,2,5,2,0,0,4,0,1,4,9,.152,.243,.212,.455,7,3,0,0,0,0,,0
Kenn Wakakuwa,22,2,7,7,0,2,0,0,0,0,0,0,0,2,.286,.286,.286,.571,2,0,0,0,0,0,,0
22 Players,22.5,139,5036,4555,549,1162,236,33,57,483,75,54,346,860,.255,.313,.359,.672,1635,106,54,44,37,19,,0
