Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Damian Miller,33,114,400,352,34,82,19,1,9,36,1,0,39,91,.233,.310,.369,.680,130,15,1,7,1,6,1,2003,MLB,CHC
Eric Karros,35,114,365,336,37,96,16,1,12,40,1,1,28,46,.286,.340,.446,.786,150,14,0,0,1,1,1,2003,MLB,CHC
Mark Grudzielanek,33,121,531,481,73,151,38,1,3,38,6,2,30,64,.314,.366,.416,.782,200,12,11,7,2,0,1,2003,MLB,CHC
Alex Gonzalez,30,152,601,536,71,122,37,0,20,59,3,3,47,123,.228,.295,.409,.704,219,17,6,8,4,1,1,2003,MLB,CHC
Aramis Ramirez,25,63,255,232,31,60,7,1,15,39,1,1,17,31,.259,.314,.491,.805,114,4,3,0,3,0,1,2003,MLB,CHC
Moises Alou,36,151,638,565,83,158,35,1,22,91,3,1,63,67,.280,.357,.462,.819,261,16,7,0,3,7,1,2003,MLB,CHC
Corey Patterson*,23,83,347,329,49,98,17,7,13,55,16,5,15,77,.298,.329,.511,.839,168,5,1,0,2,2,1,2003,MLB,CHC
Sammy Sosa,34,137,589,517,99,144,22,0,40,103,0,1,62,143,.279,.358,.553,.911,286,14,5,0,5,9,1,2003,MLB,CHC
Ramon Martinez,30,108,333,293,30,83,16,1,3,34,0,1,24,50,.283,.333,.375,.709,110,8,2,6,8,1,1,2003,MLB,CHC
Hee-Seop Choi*,24,80,245,202,31,44,17,0,8,28,1,1,37,71,.218,.350,.421,.771,85,2,4,2,0,1,1,2003,MLB,CHC
Kenny Lofton*,36,56,236,208,39,68,13,4,3,20,12,4,18,22,.327,.381,.471,.852,98,4,2,5,3,2,1,2003,MLB,CHC
Paul Bako*,31,70,213,188,19,43,13,3,0,17,0,1,22,47,.229,.311,.330,.641,62,2,1,1,1,3,1,2003,MLB,CHC
Troy O'Leary*,33,93,194,174,18,38,9,0,5,28,3,0,14,31,.218,.275,.356,.631,62,8,1,1,4,1,1,2003,MLB,CHC
Tom Goodwin*,34,87,184,171,26,49,10,0,1,12,19,5,11,33,.287,.328,.363,.690,62,3,0,1,1,0,1,2003,MLB,CHC
Mark Bellhorn#,28,51,173,139,15,29,7,1,2,22,3,3,29,46,.209,.341,.317,.658,44,2,1,0,4,1,1,2003,MLB,CHC
Lenny Harris*,38,75,146,131,11,24,3,0,1,7,1,0,13,20,.183,.255,.229,.484,30,1,0,1,1,3,1,2003,MLB,CHC
Randall Simon*,28,33,110,103,13,29,3,0,6,21,0,0,4,7,.282,.318,.485,.804,50,1,2,0,1,1,1,2003,MLB,CHC
Jose Hernandez,33,23,72,69,6,13,3,1,2,9,0,0,3,26,.188,.222,.348,.570,24,1,0,0,0,0,1,2003,MLB,CHC
Doug Glanville,32,28,55,51,2,12,0,0,1,2,0,1,2,4,.235,.259,.294,.553,15,0,0,1,1,0,1,2003,MLB,CHC
Tony Womack*,33,21,52,51,4,12,2,1,0,2,2,1,1,11,.235,.250,.314,.564,16,0,0,0,0,0,1,2003,MLB,CHC
Augie Ojeda#,28,12,27,25,2,3,0,0,0,0,0,0,1,5,.120,.185,.120,.305,3,1,1,0,0,1,1,2003,MLB,CHC
Trent Hubbard,39,10,21,16,2,4,1,0,0,2,1,0,4,3,.250,.429,.313,.741,5,0,1,0,0,0,1,2003,MLB,CHC
David Kelton,23,10,12,12,1,2,1,0,0,1,0,0,0,5,.167,.167,.250,.417,3,0,0,0,0,0,1,2003,MLB,CHC
Josh Paul,28,3,7,6,0,0,0,0,0,0,0,0,0,3,.000,.000,.000,.000,0,0,0,1,0,0,1,2003,MLB,CHC
Bobby Hill#,25,5,5,4,0,1,0,0,0,0,0,0,1,2,.250,.400,.250,.650,1,1,0,0,0,0,1,2003,MLB,CHC
