Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Jason Varitek#,36,131,483,423,37,93,20,0,13,43,0,1,52,122,.220,.313,.359,.672,152,13,6,0,2,3,1
Kevin Youkilis,29,145,621,538,91,168,43,4,29,115,3,5,62,108,.312,.390,.569,.958,306,11,12,0,9,7,1
Dustin Pedroia,24,157,726,653,118,213,54,2,17,83,20,1,50,52,.326,.376,.493,.869,322,17,7,7,9,1,1
Julio Lugo,32,82,307,261,27,70,13,0,1,22,12,4,34,51,.268,.355,.330,.685,86,13,4,3,5,0,1
Mike Lowell,34,113,468,419,58,115,27,0,17,73,2,2,38,61,.274,.338,.461,.798,193,14,5,0,6,2,1
Manny Ramirez,36,100,425,365,66,109,22,1,20,68,1,0,52,86,.299,.398,.529,.926,193,12,8,0,0,8,1
Coco Crisp#,28,118,409,361,55,102,18,3,7,41,20,7,35,59,.283,.344,.407,.751,147,6,1,8,4,0,1
J.D. Drew*,32,109,456,368,79,103,23,4,19,64,4,1,79,80,.280,.408,.519,.927,191,11,4,0,5,5,1
David Ortiz*,32,109,491,416,74,110,30,1,23,89,1,0,70,74,.264,.369,.507,.877,211,11,1,1,3,12,1
Jacoby Ellsbury*,24,145,609,554,98,155,22,7,9,47,50,11,41,80,.280,.336,.394,.729,218,9,7,4,3,2,1
Jed Lowrie#,24,81,306,260,34,67,25,3,2,46,1,0,35,68,.258,.339,.400,.739,104,8,1,2,8,0,1
Sean Casey*,33,69,218,199,14,64,14,0,0,17,1,0,17,25,.322,.381,.392,.773,78,6,2,0,0,3,1
Jason Bay,29,49,211,184,39,54,12,2,9,37,3,0,22,51,.293,.370,.527,.897,97,4,2,0,3,2,1
Alex Cora*,32,75,179,152,14,41,8,2,0,9,1,1,16,13,.270,.371,.349,.719,53,3,9,1,1,1,1
Kevin Cash,30,61,162,142,11,32,7,0,3,15,0,0,18,50,.225,.309,.338,.647,48,6,0,0,2,1,1
Mark Kotsay*,32,22,91,84,6,19,8,1,0,12,0,1,7,11,.226,.286,.345,.631,29,1,0,0,0,1,1
Brandon Moss*,24,34,86,78,7,23,5,1,2,11,1,1,6,25,.295,.337,.462,.799,36,0,0,0,2,0,1
Jeff Bailey,29,27,59,50,10,14,1,1,2,6,0,0,9,17,.280,.390,.460,.850,23,2,0,0,0,1,1
Chris Carter*,25,9,20,18,5,6,0,0,0,3,0,0,2,5,.333,.400,.333,.733,6,0,0,0,0,0,1
Jonathan Van Every*,28,11,18,17,0,4,0,1,0,5,0,0,1,6,.235,.278,.353,.631,6,0,0,0,0,0,1
David Ross,31,8,9,8,1,1,0,0,0,0,0,0,0,3,.125,.125,.125,.250,1,0,0,1,0,0,1
Joe Thurston*,28,4,9,8,0,0,0,0,0,0,0,0,0,1,.000,.111,.000,.111,0,0,1,0,0,0,1
Gil Velazquez,28,3,8,8,0,1,0,0,0,1,0,0,0,0,.125,.125,.125,.250,1,0,0,0,0,0,1
George Kottaras*,25,3,5,5,1,1,1,0,0,0,0,0,0,2,.200,.200,.400,.600,2,0,0,0,0,0,1
