Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Bartolo Colon,31,18,12,.600,5.01,34,34,0,0,0,0,208.1,215,122,116,38,71,1,158,3,0,1,897,1.373,9.3,1.6,3.1,6.8,2.23,1,2004,MLB,LAA
Kelvim Escobar,28,11,12,.478,3.93,33,33,0,0,0,0,208.1,192,91,91,21,76,2,191,7,0,9,878,1.286,8.3,0.9,3.3,8.3,2.51,1,2004,MLB,LAA
John Lackey,25,14,13,.519,4.67,33,32,0,1,1,0,198.1,215,108,103,22,60,4,144,8,1,11,855,1.387,9.8,1.0,2.7,6.5,2.40,1,2004,MLB,LAA
Jarrod Washburn*,29,11,8,.579,4.64,25,25,0,1,1,0,149.1,159,81,77,20,40,1,86,4,0,5,640,1.333,9.6,1.2,2.4,5.2,2.15,1,2004,MLB,LAA
Aaron Sele,34,9,4,.692,5.05,28,24,1,0,0,0,132.0,163,84,74,16,51,2,51,5,2,4,593,1.621,11.1,1.1,3.5,3.5,1.00,1,2004,MLB,LAA
Troy Percival,34,2,3,.400,2.90,52,0,48,0,0,33,49.2,43,19,16,7,19,3,33,3,0,2,211,1.248,7.8,1.3,3.4,6.0,1.74,1,2004,MLB,LAA
Scot Shields,28,8,2,.800,3.33,60,0,12,0,0,4,105.1,97,42,39,6,40,5,109,3,0,4,454,1.301,8.3,0.5,3.4,9.3,2.73,1,2004,MLB,LAA
Kevin Gregg,26,5,2,.714,4.21,55,0,23,0,0,1,87.2,86,43,41,6,28,3,84,3,1,13,377,1.300,8.8,0.6,2.9,8.6,3.00,1,2004,MLB,LAA
Francisco Rodriguez,22,4,1,.800,1.82,69,0,29,0,0,12,84.0,51,21,17,2,33,1,123,1,0,5,335,1.000,5.5,0.2,3.5,13.2,3.73,1,2004,MLB,LAA
Brendan Donnelly,32,5,2,.714,3.00,40,0,10,0,0,0,42.0,34,14,14,5,15,0,56,1,0,0,172,1.167,7.3,1.1,3.2,12.0,3.73,1,2004,MLB,LAA
Ramon Ortiz,31,5,7,.417,4.43,34,14,13,0,0,0,128.0,139,64,63,18,38,4,82,4,3,5,543,1.383,9.8,1.3,2.7,5.8,2.16,1,2004,MLB,LAA
Matt Hensley,25,0,2,.000,4.88,16,0,13,0,0,0,27.2,32,15,15,5,7,1,30,2,0,0,120,1.410,10.4,1.6,2.3,9.8,4.29,1,2004,MLB,LAA
Ben Weber,34,0,2,.000,8.06,18,0,5,0,0,0,22.1,37,24,20,4,15,0,11,0,0,0,117,2.328,14.9,1.6,6.0,4.4,0.73,1,2004,MLB,LAA
Derrick Turnbow,26,0,0,,0.00,4,0,4,0,0,0,6.1,2,0,0,0,7,0,3,0,0,0,26,1.421,2.8,0.0,9.9,4.3,0.43,1,2004,MLB,LAA
Scott Dunn,26,0,0,,9.00,3,0,1,0,0,0,3.0,7,3,3,0,1,0,2,0,0,1,17,2.667,21.0,0.0,3.0,6.0,2.00,1,2004,MLB,LAA
Dusty Bergman*,26,0,0,,13.50,1,0,1,0,0,0,2.0,4,3,3,0,1,0,1,0,0,1,11,2.500,18.0,0.0,4.5,4.5,1.00,1,2004,MLB,LAA
