Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Oliver Perez*,22,12,10,.545,2.98,30,30,0,2,1,0,196.0,145,71,65,22,81,2,239,9,1,2,805,1.153,6.7,1.0,3.7,11.0,2.95,1,2004,MLB,PIT
Josh Fogg,27,11,10,.524,4.64,32,32,0,0,0,0,178.1,193,98,92,17,66,8,82,8,1,4,770,1.452,9.7,0.9,3.3,4.1,1.24,1,2004,MLB,PIT
Kip Wells,27,5,7,.417,4.55,24,24,0,0,0,0,138.1,145,71,70,14,66,4,116,6,0,3,621,1.525,9.4,0.9,4.3,7.5,1.76,1,2004,MLB,PIT
Ryan Vogelsong,26,6,13,.316,6.50,31,26,4,0,0,0,133.0,148,97,96,22,67,7,92,10,0,3,610,1.617,10.0,1.5,4.5,6.2,1.37,1,2004,MLB,PIT
Kris Benson,29,8,8,.500,4.22,20,20,0,0,0,0,132.1,137,69,62,7,44,5,83,6,0,2,564,1.368,9.3,0.5,3.0,5.6,1.89,1,2004,MLB,PIT
Sean Burnett*,21,5,5,.500,5.02,13,13,0,1,1,0,71.2,86,41,40,9,28,2,30,1,0,2,318,1.591,10.8,1.1,3.5,3.8,1.07,1,2004,MLB,PIT
Jose Mesa,38,5,2,.714,3.25,70,0,65,0,0,43,69.1,78,26,25,6,20,3,37,1,0,1,295,1.413,10.1,0.8,2.6,4.8,1.85,1,2004,MLB,PIT
Salomon Torres,32,7,7,.500,2.64,84,0,20,0,0,0,92.0,87,33,27,6,22,6,62,6,0,5,380,1.185,8.5,0.6,2.2,6.1,2.82,1,2004,MLB,PIT
Brian Meadows,28,2,4,.333,3.58,68,0,15,0,0,1,78.0,76,40,31,7,19,7,46,0,0,5,323,1.218,8.8,0.8,2.2,5.3,2.42,1,2004,MLB,PIT
John Grabow*,25,2,5,.286,5.11,68,0,10,0,0,1,61.2,81,39,35,8,28,7,64,0,0,5,286,1.768,11.8,1.2,4.1,9.3,2.29,1,2004,MLB,PIT
Mike Gonzalez*,26,3,1,.750,1.25,47,0,12,0,0,1,43.1,32,7,6,2,6,0,55,1,0,4,169,0.877,6.6,0.4,1.2,11.4,9.17,1,2004,MLB,PIT
David Williams*,25,2,3,.400,4.42,10,6,0,0,0,0,38.2,31,21,19,4,13,2,33,3,0,0,162,1.138,7.2,0.9,3.0,7.7,2.54,1,2004,MLB,PIT
Mark Corey,29,1,2,.333,4.54,31,0,13,0,0,0,35.2,39,20,18,3,19,3,28,2,0,4,164,1.626,9.8,0.8,4.8,7.1,1.47,1,2004,MLB,PIT
John Van Benschoten,24,1,3,.250,6.91,6,5,0,0,0,0,28.2,33,27,22,3,19,0,18,2,0,1,135,1.814,10.4,0.9,6.0,5.7,0.95,1,2004,MLB,PIT
Nelson Figueroa,30,0,3,.000,5.72,10,3,0,0,0,0,28.1,32,18,18,4,11,1,10,0,0,3,121,1.518,10.2,1.3,3.5,3.2,0.91,1,2004,MLB,PIT
Brian Boehringer,35,1,1,.500,4.62,21,0,4,0,0,0,25.1,27,14,13,2,17,3,20,1,0,0,114,1.737,9.6,0.7,6.0,7.1,1.18,1,2004,MLB,PIT
Mike Johnston*,25,0,3,.000,4.37,24,0,5,0,0,0,22.2,29,16,11,2,15,1,18,2,0,0,110,1.941,11.5,0.8,6.0,7.1,1.20,1,2004,MLB,PIT
Frank Brooks*,25,0,1,.000,4.67,11,1,3,0,0,0,17.1,13,10,9,5,9,2,18,0,1,0,73,1.269,6.8,2.6,4.7,9.3,2.00,1,2004,MLB,PIT
Jason Boyd,31,1,0,1.000,5.54,12,0,4,0,0,0,13.0,13,9,8,4,8,1,12,3,0,0,64,1.615,9.0,2.8,5.5,8.3,1.50,1,2004,MLB,PIT
Willis Roberts,29,0,0,,5.25,9,0,1,0,0,0,12.0,12,7,7,0,9,0,7,2,0,1,56,1.750,9.0,0.0,6.8,5.3,0.78,1,2004,MLB,PIT
Ian Snell,22,0,1,.000,7.50,3,1,1,0,0,0,12.0,14,10,10,2,9,0,9,0,0,0,56,1.917,10.5,1.5,6.8,6.8,1.00,1,2004,MLB,PIT
Abraham Nunez,28,0,0,,0.00,1,0,1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,1,0.000,0.0,0.0,0.0,0.0,,1,2004,MLB,PIT
