Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Bartolo Colon,28,14,12,.538,4.09,34,34,0,1,0,0,222.1,220,106,101,26,90,2,201,2,1,4,947,1.394,8.9,1.1,3.6,8.1,2.23,1,2001,MLB,CLE
CC Sabathia*,20,17,5,.773,4.39,33,33,0,0,0,0,180.1,149,93,88,19,95,1,171,7,3,7,763,1.353,7.4,0.9,4.7,8.5,1.80,1,2001,MLB,CLE
Dave Burba,34,10,10,.500,6.21,32,27,4,1,0,0,150.2,188,112,104,16,54,2,118,3,0,6,684,1.606,11.2,1.0,3.2,7.0,2.19,1,2001,MLB,CLE
Chuck Finley*,38,8,7,.533,5.54,22,22,0,1,0,0,113.2,131,78,70,14,35,0,96,2,0,1,495,1.460,10.4,1.1,2.8,7.6,2.74,1,2001,MLB,CLE
Charles Nagy,34,5,6,.455,6.40,15,13,1,0,0,0,70.1,102,53,50,10,20,1,29,0,0,2,325,1.735,13.1,1.3,2.6,3.7,1.45,1,2001,MLB,CLE
Bob Wickman,32,5,0,1.000,2.39,70,0,56,0,0,32,67.2,61,18,18,4,14,2,66,2,0,2,270,1.108,8.1,0.5,1.9,8.8,4.71,1,2001,MLB,CLE
Paul Shuey,30,5,3,.625,2.82,47,0,11,0,0,2,54.1,53,25,17,1,26,5,70,1,0,6,244,1.454,8.8,0.2,4.3,11.6,2.69,1,2001,MLB,CLE
Ricardo Rincon*,31,2,1,.667,2.83,67,0,19,0,0,2,54.0,44,18,17,3,21,5,50,0,0,1,223,1.204,7.3,0.5,3.5,8.3,2.38,1,2001,MLB,CLE
Danys Báez,23,5,3,.625,2.50,43,0,8,0,0,0,50.1,34,22,14,5,20,4,52,3,0,3,202,1.073,6.1,0.9,3.6,9.3,2.60,1,2001,MLB,CLE
Rich Rodriguez*,38,2,2,.500,4.15,53,0,6,0,0,0,39.0,41,24,18,2,17,3,31,2,1,1,174,1.487,9.5,0.5,3.9,7.2,1.82,1,2001,MLB,CLE
Steve Woodard,26,3,3,.500,5.20,29,10,2,0,0,0,97.0,129,60,56,10,17,1,52,5,3,4,429,1.505,12.0,0.9,1.6,4.8,3.06,1,2001,MLB,CLE
Jake Westbrook,23,4,4,.500,5.85,23,6,3,0,0,0,64.2,79,43,42,6,22,4,48,4,0,4,290,1.562,11.0,0.8,3.1,6.7,2.18,1,2001,MLB,CLE
Steve Karsay,29,0,1,.000,1.25,31,0,8,0,0,1,43.1,29,6,6,1,8,2,44,0,0,2,166,0.854,6.0,0.2,1.7,9.1,5.50,1,2001,MLB,CLE
Ryan Drese,25,1,2,.333,3.44,9,4,2,0,0,0,36.2,32,15,14,2,15,2,24,1,0,0,149,1.282,7.9,0.5,3.7,5.9,1.60,1,2001,MLB,CLE
Tim Drew,22,0,2,.000,7.97,8,6,0,0,0,0,35.0,51,39,31,9,16,0,15,4,0,5,173,1.914,13.1,2.3,4.1,3.9,0.94,1,2001,MLB,CLE
John Rocker*,26,3,7,.300,5.45,38,0,20,0,0,4,34.2,33,23,21,2,25,3,43,3,2,6,165,1.673,8.6,0.5,6.5,11.2,1.72,1,2001,MLB,CLE
Jaret Wright,25,2,2,.500,6.52,7,7,0,0,0,0,29.0,36,22,21,2,22,0,18,0,1,1,140,2.000,11.2,0.6,6.8,5.6,0.82,1,2001,MLB,CLE
David Riske,24,2,0,1.000,1.98,26,0,6,0,0,1,27.1,20,7,6,3,18,3,29,2,0,1,118,1.390,6.6,1.0,5.9,9.5,1.61,1,2001,MLB,CLE
Steve Reed,36,1,1,.500,3.62,31,0,8,0,0,0,27.1,22,11,11,3,10,2,21,2,0,0,116,1.171,7.2,1.0,3.3,6.9,2.10,1,2001,MLB,CLE
Justin Speier,27,2,0,1.000,6.97,12,0,2,0,0,0,20.2,24,16,16,5,8,0,15,3,0,2,96,1.548,10.5,2.2,3.5,6.5,1.88,1,2001,MLB,CLE
Roy Smith,25,0,0,,6.06,9,0,2,0,0,0,16.1,16,14,11,3,13,1,17,2,0,0,80,1.776,8.8,1.7,7.2,9.4,1.31,1,2001,MLB,CLE
Mike Bacsik*,23,0,0,,9.00,3,0,0,0,0,0,9.0,13,10,9,0,3,1,4,1,0,0,45,1.778,13.0,0.0,3.0,4.0,1.33,1,2001,MLB,CLE
Scott Radinsky*,33,0,0,,27.00,2,0,0,0,0,0,2.0,4,6,6,2,3,0,3,0,0,0,13,3.500,18.0,9.0,13.5,13.5,1.00,1,2001,MLB,CLE
Tim Laker,31,0,0,,0.00,1,0,1,0,0,0,1.0,1,0,0,0,1,0,1,0,0,0,5,2.000,9.0,0.0,9.0,9.0,1.00,1,2001,MLB,CLE
