Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Toby Hall,26,85,353,330,37,85,19,1,6,42,0,1,17,27,.258,.293,.376,.669,124,14,1,2,3,3,1,2002,MLB,TBR
Steve Cox*,27,148,633,560,65,142,30,1,16,72,5,0,60,116,.254,.330,.396,.727,222,15,7,0,6,5,1,2002,MLB,TBR
Brent Abernathy,24,117,504,463,46,112,18,4,2,40,10,4,25,46,.242,.288,.311,.599,144,8,6,8,2,0,1,2002,MLB,TBR
Chris Gomez,31,130,498,461,51,122,31,3,10,46,1,3,21,58,.265,.305,.410,.715,189,8,7,6,3,0,1,2002,MLB,TBR
Jared Sandberg,24,102,401,358,55,82,21,1,18,54,3,2,39,139,.229,.305,.444,.749,159,7,1,1,2,3,1,2002,MLB,TBR
Carl Crawford*,20,63,278,259,23,67,11,6,2,30,9,5,9,41,.259,.290,.371,.661,96,0,3,6,1,0,1,2002,MLB,TBR
Randy Winn#,28,152,674,607,87,181,39,9,14,75,27,8,55,109,.298,.360,.461,.821,280,9,6,1,5,3,1,2002,MLB,TBR
Ben Grieve*,26,136,561,482,62,121,30,0,19,64,8,2,69,121,.251,.353,.432,.784,208,15,8,0,2,5,1,2002,MLB,TBR
Aubrey Huff*,25,113,494,454,67,142,25,0,23,59,4,1,37,55,.313,.364,.520,.884,236,17,1,0,2,7,1,2002,MLB,TBR
John Flaherty,34,76,303,281,27,73,20,0,4,33,2,2,15,50,.260,.296,.374,.669,105,6,1,2,4,0,1,2002,MLB,TBR
Greg Vaughn,36,69,297,251,28,41,10,2,8,29,3,2,41,82,.163,.286,.315,.601,79,5,3,0,2,1,1,2002,MLB,TBR
Jason Conti*,27,78,245,222,26,57,15,2,3,21,4,2,18,55,.257,.315,.383,.698,85,5,1,4,0,1,1,2002,MLB,TBR
Jason Tyner*,25,44,180,168,17,36,2,1,0,9,7,1,7,19,.214,.249,.238,.487,40,1,1,3,1,0,1,2002,MLB,TBR
Felix Escalona,23,59,171,157,17,34,8,2,0,9,7,2,3,44,.217,.262,.293,.555,46,2,7,3,1,0,1,2002,MLB,TBR
Andy Sheets,30,41,164,149,18,37,4,0,4,22,2,3,12,41,.248,.301,.356,.656,53,1,0,1,2,0,1,2002,MLB,TBR
Russ Johnson,29,45,130,111,15,24,5,0,1,12,5,2,16,22,.216,.320,.288,.609,32,2,1,2,0,1,1,2002,MLB,TBR
Damian Rolls,24,21,95,89,15,26,6,1,0,6,2,5,3,16,.292,.330,.382,.712,34,1,2,1,0,0,1,2002,MLB,TBR
Jason Smith*,24,26,69,65,9,13,1,2,1,6,3,0,2,24,.200,.224,.323,.547,21,0,0,2,0,0,1,2002,MLB,TBR
Bob Smith,28,18,66,63,4,11,2,0,1,6,0,0,3,25,.175,.212,.254,.466,16,0,0,0,0,0,1,2002,MLB,TBR
Dave McCarty,32,12,40,34,2,6,0,0,1,2,0,0,4,9,.176,.300,.265,.565,9,0,2,0,0,0,1,2002,MLB,TBR
Paul Hoover,26,5,17,17,1,3,0,0,0,2,0,0,0,5,.176,.176,.176,.353,3,0,0,0,0,0,1,2002,MLB,TBR
