Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,John Buck,25,114,409,371,37,91,21,1,11,50,0,2,26,84,.245,.306,.396,.702,80,147,7,7,4,1,2,1
1B,Doug Mientkiewicz*,32,91,361,314,37,89,24,2,4,43,3,0,35,50,.283,.359,.411,.770,99,129,6,5,1,5,1,1
2B,Mark Grudzielanek,36,134,586,548,85,163,32,4,7,52,3,2,28,69,.297,.331,.409,.740,90,224,12,2,3,5,4,1
SS,Angel Berroa,28,132,503,474,45,111,18,1,9,54,3,1,14,88,.234,.259,.333,.592,52,158,21,3,9,3,1,1
3B,Mark Teahen*,24,109,439,393,70,114,21,7,18,69,10,0,40,85,.290,.357,.517,.874,122,203,5,2,2,2,2,1
LF,Emil Brown,31,147,601,527,77,151,41,2,15,81,6,3,59,95,.287,.358,.457,.815,109,241,15,5,0,10,3,1
CF,Joey Gathright*,25,79,263,229,34,60,6,3,1,28,10,6,22,45,.262,.332,.328,.660,72,75,2,4,4,4,0,1
RF,Reggie Sanders,38,88,358,325,45,80,23,1,11,49,7,7,28,86,.246,.304,.425,.729,86,138,10,1,0,4,3,1
DH,Mike Sweeney,32,60,252,217,23,56,15,0,8,33,2,0,28,48,.258,.349,.438,.787,102,95,5,4,0,3,5,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
OF,David DeJesus*,26,119,552,491,83,145,36,7,8,56,6,3,43,70,.295,.364,.446,.810,108,219,10,12,2,4,4,1
IF,Esteban German,28,106,331,279,44,91,18,5,3,34,7,3,40,49,.326,.422,.459,.880,128,128,8,6,6,0,0,1
DH,Matt Stairs*,38,77,262,226,31,59,14,0,8,32,0,0,31,52,.261,.352,.429,.782,101,97,5,2,0,2,2,1
OF,Shane Costa*,24,72,252,237,23,65,20,1,3,23,2,0,6,29,.274,.304,.405,.709,81,96,5,5,2,2,2,1
3B,Tony Graffanino,34,69,250,220,34,59,16,0,5,32,3,4,25,31,.268,.346,.409,.755,94,90,4,1,4,0,1,1
1B,Ryan Shealy,26,51,210,193,29,54,10,1,7,36,1,1,15,50,.280,.338,.451,.789,102,87,5,2,0,0,1,1
C,Paul Bako*,34,56,167,153,7,32,3,0,0,10,0,0,11,46,.209,.261,.229,.489,28,35,3,0,2,1,0,1
SS,Andres Blanco#,22,33,96,87,9,21,4,1,0,9,0,1,5,14,.241,.290,.310,.601,56,27,2,1,3,0,0,1
UT,Paul Phillips,29,23,69,65,8,18,3,0,1,5,0,0,1,8,.277,.284,.369,.653,67,24,0,0,2,1,0,1
CI,Jeff Keppinger,26,22,67,60,11,16,2,0,2,8,0,0,5,6,.267,.323,.400,.723,86,24,2,0,2,0,1,1
CF,Kerry Robinson*,32,18,67,64,8,17,2,1,0,5,1,1,1,7,.266,.277,.328,.605,56,21,1,0,2,0,0,1
OF,Aaron Guiel*,33,19,59,50,9,11,3,0,3,7,0,0,7,11,.220,.339,.460,.799,104,23,1,2,0,0,0,1
MI,Angel Sanchez,22,8,28,27,2,6,0,0,0,1,0,0,0,4,.222,.214,.222,.437,13,6,0,0,0,1,0,1
OF,Mitch Maier*,24,5,15,13,3,2,0,0,0,0,0,0,2,4,.154,.267,.154,.421,13,2,1,0,0,0,0,1
DH,Justin Huber,23,5,11,10,1,2,1,0,0,1,1,0,1,4,.200,.273,.300,.573,48,3,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Scott Elarton,30,2,4,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,149,2,0,0,1,0,0,1
P,Brandon Duckworth,30,2,4,3,1,1,1,0,0,0,0,0,0,0,.333,.333,.667,1.000,149,2,0,0,1,0,0,1
P,Mike Wood,26,2,3,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Mark Redman*,32,1,3,1,0,0,0,0,0,0,0,0,1,1,.000,.500,.000,.500,46,0,0,0,1,0,0,1
P,Jeremy Affeldt*,27,3,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Bobby Keppel,24,2,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Todd Wellemeyer,27,4,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Jimmy Gobble*,24,4,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,1,0,0,1
P,Chris Booker,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Ryan Braun,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Luke Hudson,29,2,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Runelvys Hernandez,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Juan Carlos Oviedo,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Steve Stemle,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joe Mays#,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Seth Etherton,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Adam Bernero,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jorge De La Rosa*,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Jose Diaz,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Andy Sisco*,23,4,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joel Peralta,30,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Scott Dohmann,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Steve Andrade,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Ambiorix Burgos,22,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Zack Greinke,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Kyle Snyder#,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Joe Nelson,31,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Odalis Perez*,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Elmer Dessens,35,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Denny Bautista,25,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
P,Mike MacDougal#,29,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
,Team Totals,29.8,162,6229,5589,757,1515,335,37,124,718,65,34,474,1040,.271,.332,.411,.743,91,2296,130,64,52,48,32,1
,Rank in 14 AL teams,,,,12,12,11,4,3,14,,8,7,10,7,11,11,14,13,,13,,4,,9,,1
,Non-Pitcher Totals,29.9,162,6208,5573,755,1513,333,37,124,718,65,34,473,1035,.271,.333,.411,.744,91,2292,130,64,48,48,32,1
,Pitcher Totals,24.7,162,21,16,2,2,2,0,0,0,0,0,1,5,.125,.176,.250,.426,9,4,0,0,4,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
