Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB
Mike Matheny,34,134,485,443,42,107,34,0,13,59,0,2,29,91,.242,.295,.406,.701,180,11,6,3,4,10,1
J.T. Snow*,37,117,410,367,40,101,17,2,4,40,1,0,32,61,.275,.343,.365,.708,134,6,7,2,2,1,1
Ray Durham#,33,142,560,497,67,144,33,0,12,62,6,3,48,59,.290,.356,.429,.785,213,19,7,1,7,2,1
Omar Vizquel#,38,152,651,568,66,154,28,4,3,45,24,10,56,58,.271,.341,.350,.691,199,10,5,20,2,0,1
Edgardo Alfonzo,31,109,402,368,36,102,17,1,2,43,2,0,27,34,.277,.327,.345,.672,127,11,2,1,4,1,1
Pedro Feliz,30,156,615,569,69,142,30,4,20,81,0,2,38,102,.250,.295,.422,.717,240,20,1,1,6,1,1
Jason Ellison,27,131,386,352,49,93,18,2,4,24,14,6,24,44,.264,.316,.361,.677,127,7,3,6,1,1,1
Michael Tucker*,34,104,286,250,32,60,16,1,5,33,4,0,28,48,.240,.317,.372,.689,93,6,2,2,4,3,1
Moises Alou,38,123,490,427,67,137,21,3,19,63,5,1,56,43,.321,.400,.518,.918,221,11,3,0,4,1,1
Lance Niekro,26,113,302,278,32,70,16,3,12,46,0,2,17,53,.252,.295,.460,.755,128,11,2,0,5,0,1
Randy Winn#,31,58,247,231,39,83,22,5,14,26,7,5,11,38,.359,.391,.680,1.071,157,4,1,4,0,1,1
Deivi Cruz,32,81,221,209,26,56,10,1,5,19,0,1,10,31,.268,.301,.397,.698,83,5,0,2,0,1,1
Todd Linden#,25,60,187,171,20,37,8,0,4,13,3,0,10,54,.216,.280,.333,.613,57,5,5,1,0,0,1
Marquis Grissom,38,44,147,137,8,29,4,0,2,15,1,1,7,18,.212,.248,.285,.533,39,9,0,2,1,0,1
Yorvit Torrealba,26,34,105,93,18,21,8,0,1,7,1,0,9,25,.226,.301,.344,.645,32,3,1,2,0,1,1
Barry Bonds*,40,14,52,42,8,12,1,0,5,10,0,0,9,6,.286,.404,.667,1.071,28,0,0,0,1,3,1
Alex Sanchez*,28,19,47,43,4,11,3,0,0,3,2,2,1,9,.256,.289,.326,.614,14,0,1,2,0,0,1
Yamid Haad,27,17,32,28,0,2,1,0,0,1,0,0,3,7,.071,.156,.107,.263,3,2,0,0,1,0,1
Daniel Ortmeier#,24,15,26,22,1,3,0,0,0,1,1,0,3,5,.136,.269,.136,.406,3,2,1,0,0,0,1
Angel Chavez,23,10,20,19,1,5,1,0,0,1,0,0,0,3,.263,.263,.316,.579,6,0,0,1,0,0,1
Adam Shabala*,27,6,18,15,1,3,0,0,0,4,0,0,1,5,.200,.235,.200,.435,3,1,0,1,1,0,1
Tony Torcato*,25,11,12,11,1,3,0,0,0,0,0,0,1,2,.273,.333,.273,.606,3,2,0,0,0,0,1
Justin Knoedler,24,8,11,10,0,1,0,0,0,0,0,0,0,1,.100,.182,.100,.282,1,0,1,0,0,0,1
Brian Dallimore,31,7,7,7,1,1,1,0,0,0,0,0,0,0,.143,.143,.286,.429,2,1,0,0,0,0,1
Doug Clark*,29,8,6,5,2,0,0,0,0,0,0,0,1,2,.000,.167,.000,.167,0,0,0,0,0,0,1
Julio Ramirez,27,12,4,4,3,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,1,0,0,0,0,0,1
