Pos,Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GDP,HBP,SH,SF,IBB,MLB
C,Grayson Greiner,26,58,224,208,18,42,5,1,5,19,0,0,13,70,.202,.251,.308,.559,47,64,5,1,1,1,0,1
1B,Brandon Dixon,27,117,420,391,41,97,20,4,15,52,5,1,21,136,.248,.290,.435,.725,88,170,5,4,0,4,0,1
2B,Gordon Beckham,32,83,240,223,29,48,13,2,6,15,3,1,13,68,.215,.271,.372,.643,68,83,6,4,0,0,0,1
SS,Jordy Mercer,32,74,271,256,24,69,16,0,9,22,0,0,13,57,.270,.310,.438,.747,94,112,4,2,0,0,1,1
3B,Dawel Lugo,24,77,288,273,28,67,11,4,6,26,0,0,8,59,.245,.271,.381,.652,70,104,8,3,0,4,1,1
LF,Christin Stewart*,25,104,416,369,32,86,25,1,10,40,0,1,34,103,.233,.305,.388,.693,82,143,4,7,0,6,3,1
CF,JaCoby Jones,27,88,333,298,39,70,19,3,11,26,7,2,27,94,.235,.310,.430,.740,93,128,6,6,1,1,2,1
RF,Nick Castellanos,27,100,439,403,57,110,37,3,11,37,2,1,31,96,.273,.328,.462,.790,105,186,7,3,0,2,1,1
DH,Miguel Cabrera,36,136,549,493,41,139,21,0,12,59,0,0,48,108,.282,.346,.398,.744,97,196,18,3,0,5,4,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
UT,Niko Goodrum#,27,112,472,423,61,105,27,5,12,45,12,3,46,138,.248,.322,.421,.743,94,178,7,1,0,2,1,1
CI,Jeimer Candelario#,25,94,386,335,33,68,17,2,8,32,3,1,43,99,.203,.306,.337,.643,70,113,3,7,0,1,1,1
UT,Harold Castro*,25,97,369,354,30,103,10,4,5,38,4,2,9,86,.291,.305,.384,.689,81,136,6,0,2,4,0,1
UT,John Hicks,29,95,333,319,29,67,15,0,13,35,1,1,13,109,.210,.240,.379,.620,60,121,7,0,0,1,0,1
MI,Ronny Rodriguez,27,84,294,276,29,61,12,3,14,43,3,1,13,82,.221,.252,.438,.690,77,121,5,0,0,5,0,1
OF,Victor Reyes#,24,69,292,276,29,84,16,5,3,25,9,3,14,64,.304,.336,.431,.767,101,119,5,0,0,2,0,1
RF,Travis Demeritte,24,48,186,169,24,38,7,2,3,10,3,0,14,63,.225,.286,.343,.630,66,58,3,1,1,1,0,1
2B,Josh Harrison,31,36,147,137,10,24,7,1,1,8,4,2,6,27,.175,.218,.263,.480,27,36,0,2,0,2,0,1
C,Jake Rogers,24,35,128,112,11,14,3,0,4,8,0,0,13,51,.125,.222,.259,.481,27,29,3,1,2,0,0,1
SS,Willi Castro#,22,30,110,100,10,23,6,1,1,8,0,1,6,34,.230,.284,.340,.624,65,34,4,2,1,1,0,1
OF,Dustin Peterson,24,17,47,44,3,10,4,0,0,6,1,0,2,14,.227,.277,.318,.595,57,14,1,1,0,0,0,1
C,Bobby Wilson,36,15,47,44,2,4,1,0,0,2,0,0,2,11,.091,.130,.114,.244,-34,5,1,0,1,0,0,1
CF,Mikie Mahtook,29,9,25,23,0,0,0,0,0,0,0,0,2,11,.000,.080,.000,.080,-75,0,0,0,0,0,0,1
1,,,,,,,,,,,,,,,,,,,,,,,,,,,
P,Spencer Turnbull,26,3,8,8,1,0,0,0,0,0,0,0,0,7,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Daniel Norris*,26,4,6,6,1,1,0,0,0,0,0,0,0,3,.167,.167,.167,.333,-11,1,0,0,0,0,0,1
P,Ryan Carpenter*,28,1,2,2,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Matthew Boyd*,28,1,2,2,0,1,0,0,0,0,0,0,0,1,.500,.500,.500,1.000,167,1,0,0,0,0,0,1
P,Jordan Zimmermann,33,1,2,2,0,0,0,0,0,0,0,0,0,2,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Gregory Soto*,24,1,2,2,0,2,0,0,0,0,0,0,0,0,1.000,1.000,1.000,2.000,434,2,0,0,0,0,0,1
P,Nick Ramirez*,29,3,1,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,-100,0,0,0,0,0,0,1
P,Daniel Stumpf*,28,5,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0,0,0,0,0,0,1
