Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Ryan Boldt*,22,120,494,440,60,130,22,6,5,62,23,6,39,89,.295,.358,.407,.765,179,8,7,2,6,1,0,2017,Adv A,TBR
Peter Bourjos,30,3,12,12,1,1,0,0,1,1,0,0,0,2,.083,.083,.333,.417,4,0,0,0,0,0,1,2017,Adv A,TBR
Ryan Brett#,25,8,37,34,8,11,3,0,2,2,3,0,3,9,.324,.378,.588,.967,20,0,0,0,0,0,1,2017,Adv A,TBR
Mike Brosseau,23,19,80,69,13,23,3,0,1,10,4,3,5,15,.333,.425,.420,.845,29,2,6,0,0,0,1,2017,Adv A,TBR
Jake Cronenworth*,23,87,380,328,58,88,16,5,2,29,12,5,47,69,.268,.364,.366,.730,120,7,3,1,1,0,1,2017,Adv A,TBR
Matt Duffy,26,3,8,8,0,2,0,0,0,0,0,0,0,1,.250,.250,.250,.500,2,0,0,0,0,0,1,2017,Adv A,TBR
Matt Eureste*,23,3,10,10,1,1,0,0,0,1,1,0,0,4,.100,.100,.100,.200,1,0,0,0,0,0,0,2017,Adv A,TBR
Lucius Fox#,19,30,131,115,19,27,3,0,1,12,3,3,12,33,.235,.321,.287,.608,33,1,3,0,1,0,0,2017,Adv A,TBR
Jake Fraley*,22,26,105,94,6,16,3,1,1,12,1,3,7,24,.170,.238,.255,.493,24,2,2,0,2,0,1,2017,Adv A,TBR
Granden Goetzman,24,3,12,12,1,3,1,0,0,2,0,0,0,2,.250,.250,.333,.583,4,0,0,0,0,0,0,2017,Adv A,TBR
Jim Haley,22,43,135,125,8,28,4,0,0,16,9,1,7,31,.224,.269,.256,.525,32,2,1,1,1,0,0,2017,Adv A,TBR
Jonah Heim#,22,16,61,55,3,12,3,0,0,8,1,0,3,17,.218,.262,.273,.535,15,1,1,0,2,0,1,2017,Adv A,TBR
Dalton Kelly*,22,69,276,236,39,72,17,1,2,32,5,8,29,55,.305,.390,.411,.801,97,3,5,4,2,0,0,2017,Adv A,TBR
Kevin Kiermaier*,27,7,26,24,2,3,1,1,0,1,0,1,2,7,.125,.192,.250,.442,6,0,0,0,0,0,1,2017,Adv A,TBR
Brandon Lowe*,22,90,367,315,62,98,34,3,9,46,6,3,47,65,.311,.403,.524,.927,165,2,3,0,2,2,1,2017,Adv A,TBR
Nathaniel Lowe*,21,52,203,173,21,43,10,1,2,24,1,1,28,53,.249,.355,.353,.707,61,3,1,0,1,1,1,2017,Adv A,TBR
Nathan Lukes*,22,6,22,20,3,8,1,0,0,3,1,2,2,4,.400,.455,.450,.905,9,0,0,0,0,0,0,2017,Adv A,TBR
Peter Maris*,23,105,411,359,52,104,13,3,6,33,13,5,39,42,.290,.359,.393,.752,141,7,1,10,2,1,0,2017,Adv A,TBR
Brad Miller*,27,4,13,11,1,3,3,0,0,0,0,0,2,2,.273,.385,.545,.930,6,0,0,0,0,0,1,2017,Adv A,TBR
Thomas Milone*,22,68,240,215,25,52,14,1,1,17,2,5,21,45,.242,.310,.330,.640,71,4,1,1,2,0,0,2017,Adv A,TBR
Angel Moreno,20,71,264,240,22,55,10,2,0,16,5,5,19,44,.229,.290,.288,.578,69,10,2,2,1,0,0,2017,Adv A,TBR
David Olmedo-Barrera*,23,119,476,440,46,109,17,4,5,46,19,16,26,90,.248,.293,.339,.631,149,8,4,1,5,2,0,2017,Adv A,TBR
Kevin Padlo,20,64,259,220,28,49,13,3,6,34,4,5,35,60,.223,.324,.391,.715,86,5,0,0,4,1,1,2017,Adv A,TBR
David Parrett,23,2,6,6,2,2,0,0,1,1,0,0,0,2,.333,.333,.833,1.167,5,0,0,0,0,0,0,2017,Adv A,TBR
Wilson Ramos,29,5,15,14,0,2,1,0,0,0,0,0,1,3,.143,.200,.214,.414,3,0,0,0,0,0,1,2017,Adv A,TBR
Josh Rapacz,26,13,34,30,0,5,0,0,0,5,0,0,2,10,.167,.242,.167,.409,5,0,1,1,0,1,0,2017,Adv A,TBR
Colby Rasmus*,30,1,3,3,0,0,0,0,0,1,0,0,0,0,.000,.000,.000,.000,0,0,0,0,0,0,1,2017,Adv A,TBR
Daniel Robertson,23,4,11,9,3,5,1,0,1,3,0,0,1,1,.556,.636,1.000,1.636,9,0,1,0,0,1,1,2017,Adv A,TBR
David Rodriguez,21,91,338,303,23,61,12,1,0,24,1,3,22,73,.201,.270,.248,.518,75,5,8,1,4,0,0,2017,Adv A,TBR
Manny Sanchez,21,19,69,68,4,12,1,0,0,4,1,0,0,18,.176,.174,.191,.365,13,5,0,0,1,0,0,2017,Adv A,TBR
Mallex Smith*,24,2,7,7,1,2,0,1,0,0,0,1,0,0,.286,.286,.571,.857,4,1,0,0,0,0,1,2017,Adv A,TBR
Alec Sole*,24,18,64,55,8,10,1,1,1,4,5,2,6,13,.182,.286,.291,.577,16,0,2,1,0,1,0,2017,Adv A,TBR
Brett Sullivan*,23,83,345,326,44,98,19,5,8,67,14,4,14,29,.301,.330,.463,.794,151,4,2,0,3,1,0,2017,Adv A,TBR
Riley Unroe#,21,20,81,71,8,10,3,1,1,2,3,0,7,25,.141,.228,.254,.481,18,1,1,2,0,0,0,2017,Adv A,TBR
