Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jeff Suppan,25,10,9,.526,4.94,35,33,0,3,1,0,217.0,240,121,119,36,84,3,128,7,1,7,948,1.493,10.0,1.5,3.5,5.3,1.52,1,2000,MLB,KCR
Mac Suzuki,25,8,10,.444,4.34,32,29,0,1,1,0,188.2,195,100,91,26,94,6,135,3,0,11,839,1.532,9.3,1.2,4.5,6.4,1.44,1,2000,MLB,KCR
Blake Stein,26,8,5,.615,4.68,17,17,0,1,0,0,107.2,98,57,56,19,57,1,78,3,0,7,464,1.440,8.2,1.6,4.8,6.5,1.37,1,2000,MLB,KCR
Jay Witasick,27,3,8,.273,5.94,22,14,2,2,0,0,89.1,109,65,59,15,38,0,67,4,0,3,410,1.646,11.0,1.5,3.8,6.8,1.76,1,2000,MLB,KCR
Chad Durbin,22,2,5,.286,8.21,16,16,0,0,0,0,72.1,91,71,66,14,43,1,37,0,0,7,349,1.853,11.3,1.7,5.4,4.6,0.86,1,2000,MLB,KCR
Ricky Bottalico,30,9,6,.600,4.83,62,0,50,0,0,16,72.2,65,40,39,12,41,3,56,2,1,5,319,1.459,8.1,1.5,5.1,6.9,1.37,1,2000,MLB,KCR
Dan Reichert,23,8,10,.444,4.70,44,18,11,1,1,2,153.1,157,92,80,15,91,1,94,7,0,18,690,1.617,9.2,0.9,5.3,5.5,1.03,1,2000,MLB,KCR
Jerry Spradlin,33,4,4,.500,5.52,50,0,30,0,0,7,75.0,81,49,46,9,27,2,54,3,0,1,320,1.440,9.7,1.1,3.2,6.5,2.00,1,2000,MLB,KCR
Chris Fussell,24,5,3,.625,6.30,20,9,2,0,0,0,70.0,76,52,49,18,44,2,46,2,0,3,320,1.714,9.8,2.3,5.7,5.9,1.05,1,2000,MLB,KCR
Jose Santiago,25,8,6,.571,3.91,45,0,20,0,0,2,69.0,70,33,30,7,26,3,44,3,0,0,302,1.391,9.1,0.9,3.4,5.7,1.69,1,2000,MLB,KCR
Brian Meadows,24,6,2,.750,4.77,11,10,0,2,0,0,71.2,84,39,38,8,14,0,26,0,0,0,304,1.367,10.5,1.0,1.8,3.3,1.86,1,2000,MLB,KCR
Miguel Batista,29,2,6,.250,7.74,14,9,2,0,0,0,57.0,66,54,49,17,34,2,30,0,0,4,261,1.754,10.4,2.7,5.4,4.7,0.88,1,2000,MLB,KCR
Kris Wilson,23,0,1,.000,4.19,20,0,5,0,0,0,34.1,38,16,16,3,11,3,17,0,0,0,145,1.427,10.0,0.8,2.9,4.5,1.55,1,2000,MLB,KCR
Jose Rosado*,25,2,2,.500,5.86,5,5,0,0,0,0,27.2,29,18,18,4,9,0,15,4,1,0,122,1.373,9.4,1.3,2.9,4.9,1.67,1,2000,MLB,KCR
Jason Rakers,27,2,0,1.000,9.14,11,0,3,0,0,0,21.2,33,22,22,5,7,0,16,0,0,3,102,1.846,13.7,2.1,2.9,6.6,2.29,1,2000,MLB,KCR
Andy Larkin,26,0,3,.000,8.84,18,0,9,0,0,1,19.1,29,20,19,5,11,2,17,0,0,2,97,2.069,13.5,2.3,5.1,7.9,1.55,1,2000,MLB,KCR
Dan Murray,26,0,0,,4.66,10,0,3,0,0,0,19.1,20,10,10,7,10,0,16,1,0,2,86,1.552,9.3,3.3,4.7,7.4,1.60,1,2000,MLB,KCR
Brett Laxton,26,0,1,.000,8.10,6,1,1,0,0,0,16.2,23,15,15,0,10,1,14,2,0,1,79,1.980,12.4,0.0,5.4,7.6,1.40,1,2000,MLB,KCR
Jeff D'Amico,25,0,1,.000,9.22,7,1,1,0,0,0,13.2,19,14,14,2,15,1,9,0,2,1,71,2.488,12.5,1.3,9.9,5.9,0.60,1,2000,MLB,KCR
Scott Mullen*,25,0,0,,4.35,11,0,5,0,0,0,10.1,10,5,5,2,3,0,7,0,0,0,44,1.258,8.7,1.7,2.6,6.1,2.33,1,2000,MLB,KCR
Paul Spoljaric*,29,0,0,,6.52,13,0,4,0,0,0,9.2,9,7,7,4,5,0,6,0,0,0,40,1.448,8.4,3.7,4.7,5.6,1.20,1,2000,MLB,KCR
Brad Rigby,27,0,0,,16.20,4,0,1,0,0,1,8.1,19,16,15,6,5,0,3,1,0,0,51,2.880,20.5,6.5,5.4,3.2,0.60,1,2000,MLB,KCR
Doug Bochtler,29,0,2,.000,6.48,6,0,2,0,0,0,8.1,13,6,6,2,10,4,4,0,0,1,46,2.760,14.0,2.2,10.8,4.3,0.40,1,2000,MLB,KCR
Tim Byrdak*,26,0,1,.000,11.37,12,0,1,0,0,0,6.1,11,8,8,3,4,0,8,0,0,1,34,2.368,15.6,4.3,5.7,11.4,2.00,1,2000,MLB,KCR
