Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Yan Gomes,29,105,383,341,43,79,15,0,14,56,0,0,31,99,.232,.309,.399,.708,136,9,8,1,2,0,1,2017,MLB,CLE
Carlos Santana#,31,154,667,571,90,148,37,3,23,79,5,1,88,94,.259,.363,.455,.818,260,11,6,0,2,6,1,2017,MLB,CLE
Jason Kipnis*,30,90,373,336,43,78,25,0,12,35,6,2,28,71,.232,.291,.414,.705,139,0,2,2,5,0,1,2017,MLB,CLE
Francisco Lindor#,23,159,723,651,99,178,44,4,33,89,15,3,60,93,.273,.337,.505,.842,329,11,4,5,3,6,1,2017,MLB,CLE
Jose Ramirez#,24,152,645,585,107,186,56,6,29,83,17,5,52,69,.318,.374,.583,.957,341,13,3,0,5,5,1,2017,MLB,CLE
Michael Brantley*,30,90,375,338,47,101,20,1,9,52,11,1,31,50,.299,.357,.444,.801,150,8,2,0,4,3,1,2017,MLB,CLE
Bradley Zimmer*,24,101,332,299,41,72,15,2,8,39,18,1,26,99,.241,.307,.385,.692,115,5,4,0,3,1,1,2017,MLB,CLE
Jay Bruce*,30,43,169,149,21,37,9,2,7,26,1,0,18,37,.248,.331,.477,.808,71,2,1,0,1,0,1,2017,MLB,CLE
Edwin Encarnacion,34,157,669,554,96,143,20,1,38,107,2,0,104,133,.258,.377,.504,.881,279,18,5,0,5,5,1,2017,MLB,CLE
Austin Jackson,30,85,318,280,46,89,19,3,7,35,3,1,33,64,.318,.387,.482,.869,135,13,1,0,4,0,1,2017,MLB,CLE
Lonnie Chisenhall*,28,82,270,236,34,68,17,1,12,53,2,2,25,55,.288,.360,.521,.881,123,6,3,3,3,2,1,2017,MLB,CLE
Roberto Perez,28,73,248,217,22,45,12,0,8,38,0,1,26,71,.207,.291,.373,.664,81,4,0,4,1,0,1,2017,MLB,CLE
Abraham Almonte#,28,69,195,172,26,40,8,3,3,14,2,1,20,46,.233,.314,.366,.681,63,2,1,1,1,0,1,2017,MLB,CLE
Brandon Guyer,31,70,192,165,23,39,7,1,2,20,2,0,15,43,.236,.326,.327,.654,54,4,8,2,2,0,1,2017,MLB,CLE
Yandy Díaz,25,49,179,156,25,41,8,1,0,13,2,0,21,35,.263,.352,.327,.679,51,5,1,0,1,0,1,2017,MLB,CLE
Gio Urshela,25,67,165,156,14,35,7,0,1,15,0,0,8,22,.224,.262,.288,.551,45,6,0,1,0,0,1,2017,MLB,CLE
Erik Gonzalez,25,60,115,110,18,28,6,0,4,11,1,2,3,37,.255,.272,.418,.690,46,1,0,1,1,0,1,2017,MLB,CLE
Daniel Robertson,31,32,88,80,9,18,4,1,1,7,0,1,7,3,.225,.287,.338,.625,27,6,0,1,0,1,1,2017,MLB,CLE
Tyler Naquin*,26,19,40,37,4,8,2,0,0,1,0,1,2,9,.216,.250,.270,.520,10,1,0,0,1,0,1,2017,MLB,CLE
Greg Allen#,24,25,39,35,7,8,1,0,1,6,1,0,2,8,.229,.282,.343,.625,12,0,1,0,1,0,1,2017,MLB,CLE
Francisco Mejia#,21,11,14,13,1,2,0,0,0,1,0,0,1,3,.154,.214,.154,.368,2,0,0,0,0,1,1,2017,MLB,CLE
Michael Martinez#,34,14,14,11,1,4,1,0,0,0,0,1,2,5,.364,.462,.455,.916,5,0,0,1,0,0,1,2017,MLB,CLE
