Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Ryan Dempster,32,11,9,.550,3.65,31,31,0,1,1,0,200.0,196,94,81,22,65,4,172,6,0,11,842,1.305,8.8,1.0,2.9,7.7,2.65,1,2009,MLB,CHC
Ted Lilly*,33,12,9,.571,3.10,27,27,0,0,0,0,177.0,151,66,61,22,36,2,151,2,3,3,706,1.056,7.7,1.1,1.8,7.7,4.19,1,2009,MLB,CHC
Carlos Zambrano,28,9,7,.563,3.77,28,28,0,1,1,0,169.1,155,78,71,10,78,6,152,9,0,7,733,1.376,8.2,0.5,4.1,8.1,1.95,1,2009,MLB,CHC
Randy Wells,26,12,10,.545,3.05,27,27,0,0,0,0,165.1,165,67,56,14,46,4,104,6,1,3,694,1.276,9.0,0.8,2.5,5.7,2.26,1,2009,MLB,CHC
Rich Harden,27,9,9,.500,4.09,26,26,0,0,0,0,141.0,122,74,64,23,67,5,171,6,0,7,609,1.340,7.8,1.5,4.3,10.9,2.55,1,2009,MLB,CHC
Kevin Gregg,31,5,6,.455,4.72,72,0,51,0,0,23,68.2,60,38,36,13,30,2,71,3,0,7,298,1.311,7.9,1.7,3.9,9.3,2.37,1,2009,MLB,CHC
Sean Marshall*,26,3,7,.300,4.32,55,9,10,1,0,0,85.1,91,43,41,10,32,4,68,1,0,2,373,1.441,9.6,1.1,3.4,7.2,2.13,1,2009,MLB,CHC
Carlos Marmol,26,2,4,.333,3.41,79,0,29,0,0,15,74.0,43,29,28,2,65,3,93,12,1,6,335,1.459,5.2,0.2,7.9,11.3,1.43,1,2009,MLB,CHC
Aaron Heilman,30,4,4,.500,4.11,70,0,11,0,0,1,72.1,68,34,33,9,34,4,65,1,0,4,313,1.410,8.5,1.1,4.2,8.1,1.91,1,2009,MLB,CHC
Angel Guzman,27,3,3,.500,2.95,55,0,14,0,0,1,61.0,41,20,20,8,23,4,47,1,0,1,245,1.049,6.0,1.2,3.4,6.9,2.04,1,2009,MLB,CHC
Tom Gorzelanny*,26,4,2,.667,5.63,13,7,0,0,0,0,38.1,39,25,24,6,13,0,40,1,0,1,168,1.357,9.2,1.4,3.1,9.4,3.08,1,2009,MLB,CHC
Jeff Samardzija,24,1,3,.250,7.53,20,2,7,0,0,0,34.2,46,29,29,7,15,1,21,1,0,2,161,1.760,11.9,1.8,3.9,5.5,1.40,1,2009,MLB,CHC
David Patton,25,3,1,.750,6.83,20,0,5,0,0,0,27.2,31,22,21,4,19,2,23,0,0,3,134,1.807,10.1,1.3,6.2,7.5,1.21,1,2009,MLB,CHC
Kevin Hart,26,3,1,.750,2.60,8,4,3,0,0,0,27.2,23,8,8,3,18,1,13,2,0,0,120,1.482,7.5,1.0,5.9,4.2,0.72,1,2009,MLB,CHC
John Grabow*,30,0,0,,3.24,30,0,8,0,0,0,25.0,19,9,9,1,12,1,16,1,0,1,105,1.240,6.8,0.4,4.3,5.8,1.33,1,2009,MLB,CHC
Esmailin Caridad,25,1,0,1.000,1.40,14,0,2,0,0,0,19.1,15,4,3,0,3,0,17,3,0,0,74,0.931,7.0,0.0,1.4,7.9,5.67,1,2009,MLB,CHC
Jose Ascanio,24,0,1,.000,3.52,14,0,4,0,0,0,15.1,18,6,6,1,9,2,18,2,0,1,73,1.761,10.6,0.6,5.3,10.6,2.00,1,2009,MLB,CHC
Jeff Stevens,25,1,0,1.000,7.11,11,0,2,0,0,0,12.2,14,10,10,2,8,1,9,1,0,0,59,1.737,9.9,1.4,5.7,6.4,1.13,1,2009,MLB,CHC
Justin Berg,25,0,0,,0.75,11,0,6,0,0,0,12.0,10,1,1,0,1,0,7,0,1,0,46,0.917,7.5,0.0,0.8,5.3,7.00,1,2009,MLB,CHC
Neal Cotts*,29,0,2,.000,7.36,19,0,3,0,0,0,11.0,14,9,9,3,9,0,9,1,0,0,55,2.091,11.5,2.5,7.4,7.4,1.00,1,2009,MLB,CHC
Luis Vizcaino,34,0,0,,0.00,4,0,2,0,0,0,3.2,2,0,0,0,0,0,3,0,0,0,13,0.545,4.9,0.0,0.0,7.4,,1,2009,MLB,CHC
Mitch Atkins,23,0,0,,0.00,2,0,1,0,0,0,2.0,1,0,0,0,0,0,0,0,0,0,7,0.500,4.5,0.0,0.0,0.0,,1,2009,MLB,CHC
Jason Waddell*,28,0,0,,5.40,3,0,0,0,0,0,1.2,3,1,1,0,0,0,2,0,0,0,8,1.800,16.2,0.0,0.0,10.8,,1,2009,MLB,CHC
Chad Fox,38,0,0,,135.00,2,0,0,0,0,0,0.1,2,5,5,0,3,0,0,0,0,1,6,15.000,54.0,0.0,81.0,0.0,0.00,1,2009,MLB,CHC
