Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Tim Hudson,26,15,9,.625,2.98,34,34,0,4,2,0,238.1,237,87,79,19,62,9,152,8,1,7,983,1.255,8.9,0.7,2.3,5.7,2.45,1
Barry Zito*,24,23,5,.821,2.75,35,35,0,1,0,0,229.1,182,79,70,24,78,2,182,9,1,2,939,1.134,7.1,0.9,3.1,7.1,2.33,1
Mark Mulder*,24,19,7,.731,3.47,30,30,0,2,1,0,207.1,182,88,80,21,55,3,159,11,1,7,862,1.143,7.9,0.9,2.4,6.9,2.89,1
Cory Lidle,30,8,10,.444,3.89,31,30,0,2,2,0,192.0,191,90,83,17,39,3,111,6,1,6,796,1.198,9.0,0.8,1.8,5.2,2.85,1
Aaron Harang,24,5,4,.556,4.83,16,15,0,0,0,0,78.1,78,44,42,7,45,2,64,3,0,1,354,1.570,9.0,0.8,5.2,7.4,1.42,1
Billy Koch,27,11,4,.733,3.27,84,0,79,0,0,44,93.2,73,38,34,7,46,6,93,4,0,5,398,1.270,7.0,0.7,4.4,8.9,2.02,1
Chad Bradford,27,4,2,.667,3.11,75,0,14,0,0,2,75.1,73,29,26,2,14,5,56,5,1,0,311,1.155,8.7,0.2,1.7,6.7,4.00,1
Jim Mecir,32,6,4,.600,4.26,61,0,10,0,0,1,67.2,68,36,32,5,29,4,53,4,1,4,304,1.433,9.0,0.7,3.9,7.0,1.83,1
Jeff Tam,31,1,2,.333,5.13,40,0,14,0,0,0,40.1,56,26,23,2,13,5,14,2,0,3,188,1.711,12.5,0.4,2.9,3.1,1.08,1
Mike Venafro*,28,2,2,.500,4.62,47,0,8,0,0,0,37.0,45,22,19,5,14,2,16,2,0,1,168,1.595,10.9,1.2,3.4,3.9,1.14,1
Mike Fyhrie,32,2,4,.333,4.44,16,4,2,0,0,0,48.2,46,25,24,3,20,1,29,4,1,1,212,1.356,8.5,0.6,3.7,5.4,1.45,1
Erik Hiljus,29,3,3,.500,6.50,9,9,0,0,0,0,45.2,52,36,33,11,21,1,29,0,0,1,206,1.599,10.2,2.2,4.1,5.7,1.38,1
Mike Magnante*,37,0,2,.000,5.97,32,0,12,0,0,0,28.2,38,22,19,2,11,1,11,1,1,2,134,1.709,11.9,0.6,3.5,3.5,1.00,1
Ted Lilly*,26,2,1,.667,4.63,6,5,0,0,0,0,23.1,23,12,12,5,7,0,18,1,1,0,99,1.286,8.9,1.9,2.7,6.9,2.57,1
Ricardo Rincon*,32,0,0,,3.10,25,0,3,0,0,1,20.1,11,7,7,1,3,0,19,0,0,0,72,0.689,4.9,0.4,1.3,8.4,6.33,1
Mike Holtz*,29,0,0,,6.43,16,0,7,0,0,0,14.0,24,11,10,3,9,0,7,1,0,0,77,2.357,15.4,1.9,5.8,4.5,0.78,1
Micah Bowie*,27,2,0,1.000,1.50,13,0,4,0,0,0,12.0,12,2,2,1,8,1,8,1,0,0,55,1.667,9.0,0.8,6.0,6.0,1.00,1
