Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB
Javier Vazquez,25,10,13,.435,3.91,34,34,0,2,0,0,230.1,243,111,100,28,49,6,179,4,0,3,971,1.268,9.5,1.1,1.9,7.0,3.65,1
Tomo Ohka,26,13,8,.619,3.18,32,31,1,2,0,0,192.2,194,83,68,19,45,7,118,7,1,2,806,1.240,9.1,0.9,2.1,5.5,2.62,1
Tony Armas,24,12,12,.500,4.44,29,29,0,0,0,0,164.1,149,87,81,22,78,12,131,7,2,14,705,1.381,8.2,1.2,4.3,7.2,1.68,1
Masato Yoshii,37,4,9,.308,4.11,31,20,4,1,0,0,131.1,143,66,60,15,32,2,74,4,0,5,553,1.332,9.8,1.0,2.2,5.1,2.31,1
Bartolo Colon,29,10,4,.714,3.31,17,17,0,4,1,0,117.0,115,48,43,9,39,4,74,0,0,1,499,1.316,8.8,0.7,3.0,5.7,1.90,1
Carl Pavano,26,3,8,.273,6.30,15,14,0,0,0,0,74.1,98,55,52,14,31,5,51,7,1,2,350,1.735,11.9,1.7,3.8,6.2,1.65,1
Scott Stewart*,26,4,2,.667,3.09,67,0,28,0,0,17,64.0,49,29,22,4,22,5,67,1,0,1,264,1.109,6.9,0.6,3.1,9.4,3.05,1
Britt Reames,28,1,4,.200,5.03,42,6,7,0,0,0,68.0,70,42,38,8,38,6,76,3,0,2,308,1.588,9.3,1.1,5.0,10.1,2.00,1
Matt Herges,32,2,5,.286,4.04,62,0,25,0,0,6,64.2,80,33,29,10,26,8,50,2,0,3,298,1.639,11.1,1.4,3.6,7.0,1.92,1
T.J. Tucker,23,6,3,.667,4.11,57,0,19,0,0,4,61.1,69,32,28,5,31,9,42,0,0,4,276,1.630,10.1,0.7,4.5,6.2,1.35,1
Joey Eischen*,32,6,1,.857,1.34,59,0,18,0,0,2,53.2,43,11,8,1,18,5,51,2,1,6,217,1.137,7.2,0.2,3.0,8.6,2.83,1
Dan Smith,26,1,1,.500,3.47,33,0,13,0,0,2,46.2,34,18,18,6,21,0,34,1,0,1,188,1.179,6.6,1.2,4.1,6.6,1.62,1
Jim Brower,29,1,2,.333,4.83,30,0,12,0,0,0,41.0,39,22,22,5,22,1,33,4,0,1,186,1.488,8.6,1.1,4.8,7.2,1.50,1
Zach Day,24,4,1,.800,3.62,19,2,5,0,0,1,37.1,28,18,15,3,15,2,25,1,0,1,153,1.152,6.8,0.7,3.6,6.0,1.67,1
Bruce Chen*,25,2,3,.400,6.99,15,5,4,0,0,0,37.1,47,29,29,9,23,3,43,1,0,3,179,1.875,11.3,2.2,5.5,10.4,1.87,1
Graeme Lloyd*,35,2,3,.400,5.87,41,0,14,0,0,5,30.2,41,21,20,5,8,3,17,1,0,1,138,1.598,12.0,1.5,2.3,5.0,2.13,1
Sun-Woo Kim,24,1,0,1.000,0.89,4,3,0,0,0,0,20.1,18,2,2,0,7,2,11,1,0,0,80,1.230,8.0,0.0,3.1,4.9,1.57,1
Tim Drew,23,1,0,1.000,2.81,7,1,3,0,0,2,16.0,12,8,5,1,2,0,10,0,0,0,64,0.875,6.8,0.6,1.1,5.6,5.00,1
Scott Strickland,26,0,0,,0.00,1,0,0,0,0,0,1.0,0,0,0,0,0,0,2,0,0,0,3,0.000,0.0,0.0,0.0,18.0,,1
Ed Vosberg*,40,0,0,,18.00,4,0,0,0,0,0,1.0,3,3,2,1,1,0,0,0,0,1,8,4.000,27.0,9.0,9.0,0.0,0.00,1
