Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Julio Teheran,25,7,10,.412,3.21,30,30,0,1,1,0,188.0,157,70,67,22,41,2,167,9,1,7,758,1.053,7.5,1.1,2.0,8.0,4.07,1,2016,MLB,ATL
Matt Wisler,23,7,13,.350,5.00,27,26,1,0,0,1,156.2,159,90,87,26,49,3,115,4,1,5,671,1.328,9.1,1.5,2.8,6.6,2.35,1,2016,MLB,ATL
Mike Foltynewicz,24,9,5,.643,4.31,22,22,0,0,0,0,123.1,125,61,59,18,35,2,111,6,1,13,525,1.297,9.1,1.3,2.6,8.1,3.17,1,2016,MLB,ATL
Aaron Blair,24,2,7,.222,7.59,15,15,0,0,0,0,70.0,82,61,59,14,34,4,46,6,0,0,324,1.657,10.5,1.8,4.4,5.9,1.35,1,2016,MLB,ATL
Williams Perez,25,2,3,.400,6.04,11,11,0,0,0,0,53.2,57,37,36,7,15,3,27,2,0,4,233,1.342,9.6,1.2,2.5,4.5,1.80,1,2016,MLB,ATL
Jim Johnson,33,2,6,.250,3.06,65,0,36,0,0,20,64.2,57,23,22,3,20,0,68,3,0,6,266,1.191,7.9,0.4,2.8,9.5,3.40,1,2016,MLB,ATL
Ian Krol*,25,2,0,1.000,3.18,63,0,7,0,0,0,51.0,54,19,18,4,13,3,56,3,0,5,217,1.314,9.5,0.7,2.3,9.9,4.31,1,2016,MLB,ATL
Arodys Vizcaino,25,1,4,.200,4.42,43,0,24,0,0,10,38.2,37,25,19,3,26,3,50,1,1,3,182,1.629,8.6,0.7,6.1,11.6,1.92,1,2016,MLB,ATL
Chris Withrow,27,3,0,1.000,3.58,46,0,6,0,0,0,37.2,29,16,15,5,17,1,28,2,0,1,158,1.221,6.9,1.2,4.1,6.7,1.65,1,2016,MLB,ATL
Hunter Cervenka*,26,1,0,1.000,3.18,50,0,8,0,0,0,34.0,20,14,12,2,23,5,35,1,0,6,139,1.265,5.3,0.5,6.1,9.3,1.52,1,2016,MLB,ATL
Bud Norris,31,3,7,.300,4.22,22,10,0,0,0,0,70.1,68,34,33,6,28,1,60,2,0,3,301,1.365,8.7,0.8,3.6,7.7,2.14,1,2016,MLB,ATL
Joel De La Cruz,27,0,7,.000,4.88,22,9,2,0,0,0,62.2,65,40,34,10,22,0,37,2,0,0,276,1.388,9.3,1.4,3.2,5.3,1.68,1,2016,MLB,ATL
Tyrell Jenkins,23,2,4,.333,5.88,14,8,2,0,0,0,52.0,55,35,34,11,33,1,26,1,0,1,237,1.692,9.5,1.9,5.7,4.5,0.79,1,2016,MLB,ATL
John Gant,23,1,4,.200,4.86,20,7,6,0,0,0,50.0,54,32,27,7,21,3,49,2,0,4,222,1.500,9.7,1.3,3.8,8.8,2.33,1,2016,MLB,ATL
Mauricio Cabrera,22,5,1,.833,2.82,41,0,10,0,0,6,38.1,31,14,12,0,19,1,32,1,0,2,162,1.304,7.3,0.0,4.5,7.5,1.68,1,2016,MLB,ATL
Ryan Weber,25,1,1,.500,5.45,16,2,6,0,0,0,36.1,46,22,22,7,5,2,23,2,0,1,157,1.404,11.4,1.7,1.2,5.7,4.60,1,2016,MLB,ATL
Jose Ramirez,26,2,2,.500,3.58,33,0,5,0,0,0,32.2,26,16,13,2,18,4,33,4,0,3,143,1.347,7.2,0.6,5.0,9.1,1.83,1,2016,MLB,ATL
Alexi Ogando,32,2,1,.667,3.94,36,0,11,0,0,0,32.0,32,18,14,2,23,5,29,1,0,3,148,1.719,9.0,0.6,6.5,8.2,1.26,1,2016,MLB,ATL
