Name,Age,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,WHIP,H9,HR9,BB9,SO9,SO/W,MLB,Year,Level,Org
Jimmy Nelson,27,8,16,.333,4.62,32,32,0,0,0,0,179.1,186,108,92,25,86,2,140,17,0,8,807,1.517,9.3,1.3,4.3,7.0,1.63,1,2016,MLB,MIL
Zach Davies,23,11,7,.611,3.97,28,28,0,0,0,0,163.1,166,79,72,20,38,0,135,6,0,3,682,1.249,9.1,1.1,2.1,7.4,3.55,1,2016,MLB,MIL
Chase Anderson,28,9,11,.450,4.39,31,30,1,0,0,0,151.2,155,83,74,28,53,0,120,4,0,4,647,1.371,9.2,1.7,3.1,7.1,2.26,1,2016,MLB,MIL
Wily Peralta,27,7,11,.389,4.86,23,23,0,0,0,0,127.2,152,73,69,19,43,1,93,3,0,0,554,1.527,10.7,1.3,3.0,6.6,2.16,1,2016,MLB,MIL
Junior Guerra,31,9,3,.750,2.81,20,20,0,0,0,0,121.2,94,40,38,10,43,2,100,3,1,7,492,1.126,7.0,0.7,3.2,7.4,2.33,1,2016,MLB,MIL
Matt Garza,32,6,8,.429,4.51,19,19,0,0,0,0,101.2,117,67,51,11,36,2,70,3,0,3,461,1.505,10.4,1.0,3.2,6.2,1.94,1,2016,MLB,MIL
Jeremy Jeffress,28,2,2,.500,2.22,47,0,40,0,0,27,44.2,45,13,11,2,11,3,35,4,0,0,190,1.254,9.1,0.4,2.2,7.1,3.18,1,2016,MLB,MIL
Carlos Torres,33,3,3,.500,2.73,72,0,12,0,0,2,82.1,65,26,25,8,30,3,78,4,1,1,339,1.154,7.1,0.9,3.3,8.5,2.60,1,2016,MLB,MIL
Tyler Thornburg,27,8,5,.615,2.15,67,0,23,0,0,13,67.0,38,19,16,6,25,1,90,2,0,4,263,0.940,5.1,0.8,3.4,12.1,3.60,1,2016,MLB,MIL
Blaine Boyer,34,2,4,.333,3.95,61,0,17,0,0,1,66.0,80,30,29,4,17,3,26,1,0,0,282,1.470,10.9,0.5,2.3,3.5,1.53,1,2016,MLB,MIL
Jhan Marinez,27,0,1,.000,3.22,43,0,10,0,0,0,58.2,60,24,21,3,21,3,47,6,0,4,256,1.381,9.2,0.5,3.2,7.2,2.24,1,2016,MLB,MIL
Michael Blazek,27,3,1,.750,5.66,41,0,7,0,0,0,41.1,52,31,26,7,27,3,36,2,0,2,201,1.911,11.3,1.5,5.9,7.8,1.33,1,2016,MLB,MIL
Corey Knebel,24,1,4,.200,4.68,35,0,7,0,0,2,32.2,32,20,17,3,16,3,38,1,0,1,145,1.469,8.8,0.8,4.4,10.5,2.38,1,2016,MLB,MIL
Tyler Cravy,26,0,1,.000,2.86,20,2,4,0,0,0,28.1,21,9,9,3,12,1,22,1,0,0,116,1.165,6.7,1.0,3.8,7.0,1.83,1,2016,MLB,MIL
Taylor Jungmann,26,0,5,.000,7.76,8,6,2,0,0,0,26.2,30,24,23,4,17,1,18,3,0,0,126,1.763,10.1,1.4,5.7,6.1,1.06,1,2016,MLB,MIL
Jacob Barnes,26,0,1,.000,2.70,27,0,7,0,0,1,26.2,24,9,8,1,6,1,26,0,0,2,106,1.125,8.1,0.3,2.0,8.8,4.33,1,2016,MLB,MIL
Chris Capuano*,37,1,1,.500,4.13,16,0,3,0,0,0,24.0,23,11,11,7,15,2,27,1,0,1,106,1.583,8.6,2.6,5.6,10.1,1.80,1,2016,MLB,MIL
Will Smith*,26,1,3,.250,3.68,27,0,3,0,0,0,22.0,18,13,9,3,9,1,22,1,0,3,92,1.227,7.4,1.2,3.7,9.0,2.44,1,2016,MLB,MIL
Brent Suter*,26,2,2,.500,3.32,14,2,4,0,0,0,21.2,25,8,8,3,5,0,15,1,0,1,91,1.385,10.4,1.2,2.1,6.2,3.00,1,2016,MLB,MIL
Rob Scahill,29,0,0,,2.45,16,0,7,0,0,0,18.1,16,5,5,1,3,0,14,2,0,0,76,1.036,7.9,0.5,1.5,6.9,4.67,1,2016,MLB,MIL
David Goforth,27,0,0,,10.97,10,0,7,0,0,0,10.2,18,14,13,3,4,1,9,0,0,1,55,2.063,15.2,2.5,3.4,7.6,2.25,1,2016,MLB,MIL
Sam Freeman*,29,0,0,,12.91,7,0,4,0,0,0,7.2,13,11,11,2,9,0,8,0,0,1,44,2.870,15.3,2.3,10.6,9.4,0.89,1,2016,MLB,MIL
Ben Rowen,27,0,0,,15.00,4,0,1,0,0,0,3.0,10,6,5,0,0,0,2,0,0,0,19,3.333,30.0,0.0,0.0,6.0,,1,2016,MLB,MIL
Damien Magnifico,25,0,0,,6.00,3,0,3,0,0,0,3.0,2,2,2,0,3,0,0,1,0,2,15,1.667,6.0,0.0,9.0,0.0,0.00,1,2016,MLB,MIL
Neil Ramirez,27,0,0,,10.80,2,0,0,0,0,0,1.2,2,2,2,2,0,0,3,0,0,0,7,1.200,10.8,10.8,0.0,16.2,,1,2016,MLB,MIL
Ariel Pena,27,0,0,,27.00,1,0,0,0,0,0,1.2,5,5,5,3,2,0,0,0,0,0,11,4.200,27.0,16.2,10.8,0.0,0.00,1,2016,MLB,MIL
Michael Kirkman*,29,0,0,,9.00,1,0,0,0,0,0,1.0,1,1,1,0,1,0,1,0,0,0,5,2.000,9.0,0.0,9.0,9.0,1.00,1,2016,MLB,MIL
