Name,Age,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GDP,HBP,SH,SF,IBB,MLB,Year,Level,Org
Garrett Bass*,23,38,136,132,10,27,2,0,0,11,0,1,4,26,.205,.228,.220,.448,29,4,0,0,0,0,0,2008,A,WSN
Michael Burgess*,19,112,460,401,60,100,26,4,18,60,5,1,46,136,.249,.335,.469,.804,188,8,8,0,5,3,0,2008,A,WSN
Stephen Englund,20,34,135,117,13,19,6,0,2,9,1,1,14,32,.162,.261,.265,.526,31,3,2,1,1,0,0,2008,A,WSN
Mark Gildea#,22,91,352,293,33,50,12,0,4,24,4,3,49,102,.171,.296,.253,.549,74,5,4,4,2,3,0,2008,A,WSN
Valerio Heredia#,22,63,236,209,28,47,5,0,0,10,28,8,22,43,.225,.300,.249,.549,52,4,1,3,1,0,0,2008,A,WSN
Robert Jacobsen,23,41,128,116,13,23,5,1,1,9,1,0,10,43,.198,.266,.284,.550,33,3,1,0,1,0,0,2008,A,WSN
Austin Kearns,28,2,6,3,2,1,0,0,0,1,0,0,3,1,.333,.667,.333,1.000,1,0,0,0,0,0,1,2008,A,WSN
Stephen King,20,87,364,335,39,95,21,1,6,33,4,4,22,75,.284,.336,.406,.742,136,11,5,1,1,0,0,2008,A,WSN
Trevor Lawhorn,25,28,88,82,8,20,4,0,2,9,0,0,6,27,.244,.295,.366,.661,30,1,0,0,0,0,0,2008,A,WSN
Jose Lozada#,22,58,247,224,28,48,11,2,3,21,2,5,14,47,.214,.264,.321,.586,72,6,2,5,2,0,0,2008,A,WSN
Dan Lyons,23,76,350,277,51,79,15,3,5,38,17,7,47,49,.285,.404,.415,.819,115,2,11,11,4,1,0,2008,A,WSN
Bryan Miller,21,27,102,95,9,17,5,0,1,2,0,2,4,28,.179,.220,.263,.483,25,2,1,2,0,0,0,2008,A,WSN
Tim Pahuta*,25,116,444,405,42,109,24,1,17,73,1,0,33,83,.269,.327,.459,.786,186,6,3,0,3,2,0,2008,A,WSN
Francisco Plasencia*,24,21,93,85,18,24,10,1,2,6,2,1,7,25,.282,.337,.494,.831,42,1,0,1,0,0,0,2008,A,WSN
Travis Reagan,23,58,221,191,19,41,6,0,2,14,0,2,20,39,.215,.296,.277,.574,53,3,3,5,2,0,0,2008,A,WSN
Pokey Reese,35,5,18,16,4,4,0,0,1,1,0,0,2,1,.250,.333,.438,.771,7,0,0,0,0,0,1,2008,A,WSN
Bill Rhinehart*,23,65,288,261,39,77,22,1,9,56,0,0,21,36,.295,.344,.490,.834,128,9,1,0,5,1,0,2008,A,WSN
Jake Rogers,24,56,185,165,16,37,5,1,3,16,1,0,16,44,.224,.297,.321,.618,53,6,1,3,0,0,0,2008,A,WSN
Sean Rooney#,22,74,276,255,25,80,14,2,1,26,0,2,16,41,.314,.355,.396,.751,101,5,1,3,1,0,0,2008,A,WSN
Aaron Seuss,23,71,307,286,43,87,23,0,10,49,0,2,13,49,.304,.339,.490,.828,140,4,4,0,4,0,0,2008,A,WSN
Jake Smolinski,19,50,210,184,28,48,12,1,4,22,1,2,19,33,.261,.338,.402,.740,74,8,3,3,1,0,1,2008,A,WSN
Jhonatan Solano,22,16,65,55,6,12,2,0,1,5,1,1,6,6,.218,.302,.309,.611,17,2,1,2,1,0,1,2008,A,WSN
Steven Souza Jr.,19,23,89,79,14,21,4,0,2,10,8,2,8,26,.266,.348,.392,.741,31,2,2,0,0,0,1,2008,A,WSN
Blake Stouffer*,22,15,60,50,6,10,1,0,0,1,1,0,6,16,.200,.322,.220,.542,11,0,3,1,0,0,0,2008,A,WSN
Jesus Valdez,23,28,114,108,10,31,6,0,3,13,0,0,3,16,.287,.307,.426,.733,46,5,1,0,2,0,0,2008,A,WSN
Boomer Whiting#,24,58,273,226,44,59,8,2,2,27,33,12,37,36,.261,.377,.341,.718,77,2,5,5,0,1,0,2008,A,WSN
